,taxon_name_w_authors,202112_accepted_name_w_author,202306_taxon_name_w_authors,202306_chained_accepted_name_w_author,202306_chained_accepted_species,202306_direct_accepted_name_w_author,202306_direct_accepted_species,202306_chained_accepted_genus,202306_direct_accepted_genus
40240,Hieracium gemellum subsp. gemellum ,Hieracium eurofinmarkicum (Norrl.) Schljakov,Hieracium eurofinmarkicum (Norrl.) Schljakov,Hieracium eurofinmarkicum (Norrl.) Schljakov,Hieracium eurofinmarkicum,Hieracium gemellum Almq. ex Elfstr.,Hieracium gemellum,Hieracium,Hieracium
87953,Hieracium porrectum Fr.,Hieracium valdepilosum subsp. porrectum (Fr.) Greuter,Hieracium valdepilosum subsp. porrectum (Fr.) Greuter,Hieracium valdepilosum subsp. porrectum (Fr.) Greuter,Hieracium valdepilosum,Hieracium porrectum Fr.,Hieracium porrectum,Hieracium,Hieracium
102707,Hieracium elongatiforme (Zahn) Prain,Hieracium valdepilosum subsp. elongatiforme (Zahn) Greuter,Hieracium valdepilosum subsp. elongatiforme (Zahn) Greuter,Hieracium valdepilosum subsp. elongatiforme (Zahn) Greuter,Hieracium valdepilosum,Hieracium porrectum subsp. elongatiforme (Zahn) Zahn,Hieracium porrectum,Hieracium,Hieracium
114015,Osmunda basilaris Spreng.,Osmundastrum claytonianum (L.) Tagawa,Osmundastrum claytonianum (L.) Tagawa,Osmundastrum claytonianum (L.) Tagawa,Osmundastrum claytonianum,Osmunda claytoniana L.,Osmunda claytoniana,Osmundastrum,Osmunda
117960,Phegopteris villosa Fée,Polystichopsis pubescens (L.) C.V.Morton,Polystichopsis pubescens (L.) C.V.Morton,Polystichopsis pubescens (L.) C.V.Morton,Polystichopsis pubescens,Polystichopsis muscosa (Vahl) Proctor,Polystichopsis muscosa,Polystichopsis,Polystichopsis
122083,Melastoma vimineum (D.Don) Voigt,Pleroma vimineum D.Don,Pleroma vimineum D.Don,Pleroma vimineum D.Don,Pleroma vimineum,Pleroma viminea D.Don,Pleroma viminea,Pleroma,Pleroma
122500,Alifana lutescens Raf.,Miconia lutescens DC.,Miconia lutescens DC.,Miconia lutescens DC.,Miconia lutescens,Brachyotum lutescens Triana,Brachyotum lutescens,Miconia,Brachyotum
122575,Anerincleistus sessilifolius Guillaumin,Pseudodissochaeta assamica (C.B.Clarke) Nayar,Pseudodissochaeta assamica (C.B.Clarke) Nayar,Pseudodissochaeta assamica (C.B.Clarke) Nayar,Pseudodissochaeta assamica,Pseudodissochaeta subsessilis (Craib) Nayar,Pseudodissochaeta subsessilis,Pseudodissochaeta,Pseudodissochaeta
122584,Anplectrum crassinodum Merr.,Dissochaeta conica (Bakh.f.) Clausing,Dissochaeta conica (Bakh.f.) Clausing,Diplectria conica Bakh.f.,Diplectria conica,Diplectria stipularis Kuntze,Diplectria stipularis,Diplectria,Diplectria
122639,Asterostoma wightiana Blume,Osbeckia virgata D.Don ex Wight & Arn.,Osbeckia virgata D.Don ex Wight & Arn.,Osbeckia virgata D.Don ex Wight & Arn.,Osbeckia virgata,Osbeckia wightiana Benth. ex Wight & Arn.,Osbeckia wightiana,Osbeckia,Osbeckia
122741,Axinaea bracteata Zipp. ex Blume,Medinilla magnifica Lindl.,Medinilla magnifica Lindl.,Medinilla magnifica Lindl.,Medinilla magnifica,Medinilla bracteata Blume,Medinilla bracteata,Medinilla,Medinilla
122867,Ceramicalyx calvus Blume,Osbeckia stellata Buch.-Ham. ex D.Don,Osbeckia stellata Buch.-Ham. ex D.Don,Osbeckia stellata Buch.-Ham. ex D.Don,Osbeckia stellata,Osbeckia rostrata D.Don,Osbeckia rostrata,Osbeckia,Osbeckia
122868,Ceramicalyx pulchellus Blume,Osbeckia rostrata D.Don,Osbeckia rostrata D.Don,Osbeckia rostrata D.Don,Osbeckia rostrata,Osbeckia nayarii G.S.Giri,Osbeckia nayarii,Osbeckia,Osbeckia
122888,Chaetogastra lutescens Naudin,Brachyotum lutescens Triana,Brachyotum lutescens Triana,Brachyotum lutescens Triana,Brachyotum lutescens,Brachyotum naudinii Triana,Brachyotum naudinii,Brachyotum,Brachyotum
122900,Chaetogastra strigosa DC.,Pleroma chamaecistus Triana,Pleroma chamaecistus Triana,Chaetogastra chamaecistus Griseb.,Chaetogastra chamaecistus,Brachyotum strigosum Triana,Brachyotum strigosum,Chaetogastra,Brachyotum
122954,Clidemia triflora Scheele,Pleroma vimineum D.Don,Pleroma vimineum D.Don,Pleroma vimineum D.Don,Pleroma vimineum,Pleroma viminea D.Don,Pleroma viminea,Pleroma,Pleroma
122956,Comolia amazonica Cogn.,Comolia villosa Triana,Comolia villosa Triana,Comolia villosa Triana,Comolia villosa,Comolia amazonica Cogn.,Comolia amazonica,Comolia,Comolia
123207,Dissotis scabra Gilg,Dissotis perkinsiae Gilg,Dissotis perkinsiae Gilg,Feliciotis perkinsiae (Gilg) Ver.-Lib. & G.Kadereit,Feliciotis perkinsiae,Rosettea scabra (Gilg) Ver.-Lib. & G.Kadereit,Rosettea scabra,Feliciotis,Rosettea
123308,Hypenanthe bracteatum (Blume) Bakh.f.,Medinilla magnifica Lindl.,Medinilla magnifica Lindl.,Medinilla magnifica Lindl.,Medinilla magnifica,Medinilla bracteata Blume,Medinilla bracteata,Medinilla,Medinilla
123368,Lasiandra imperatoris Wawra,Pleroma elegans Gardner,Pleroma elegans Gardner,Pleroma elegans Gardner,Pleroma elegans,Pleroma imperatore (Wawra) P.J.F.Guim. & Michelang.,Pleroma imperatore,Pleroma,Pleroma
