,202112_202306,Percentages
original_names,1246738,100.0
total_disagreements,20990,1.6835935056122457
species_disagreements,4933,0.39567254707885696
genus_disagreements,888,0.07122587103304784
unresolved_via_chaining_despite_a_direct_resolution,0,0.0
