,taxon_name_w_authors,202112_accepted_name_w_author,202207_taxon_name_w_authors,202207_chained_accepted_name_w_author,202207_chained_accepted_species,202207_direct_accepted_name_w_author,202207_direct_accepted_species
count,78,78,78,78,76,78,76
unique,78,76,76,76,74,78,75
top,Tripolium pannonicum subsp. pannonicum ,Trifolium noricum Wulfen,Trifolium noricum Wulfen,Trifolium noricum Wulfen,Trifolium noricum,Tripolium pannonicum subsp. pannonicum ,Trifolium noricum
freq,1,2,2,2,2,1,2
