,taxon_name_w_authors,202112_accepted_name_w_author,202312_taxon_name_w_authors,202312_chained_accepted_name_w_author,202312_chained_accepted_species,202312_direct_accepted_name_w_author,202312_direct_accepted_species
count,34390,34390,34390,34390,34141,34390,34187
unique,34390,11482,11482,11403,10673,13365,12060
top,Lalexia Luer,Koeleria macrantha (Ledeb.) Schult.,Koeleria macrantha (Ledeb.) Schult.,Koeleria macrantha (Ledeb.) Schult.,Koeleria macrantha,Koeleria macrantha subsp. macrantha ,Koeleria macrantha
freq,1,163,163,163,163,158,160
