,taxon_name_w_authors,202112_accepted_name_w_author,202312_taxon_name_w_authors,202312_chained_accepted_name_w_author,202312_chained_accepted_species,202312_direct_accepted_name_w_author,202312_direct_accepted_species,202312_chained_accepted_genus,202312_direct_accepted_genus
count,3739,3739,3739,3739,3529,3739,3541,3739,3739
unique,3739,1918,1918,1905,1748,2150,1943,927,842
top,Lalexia Luer,Pennisetum polystachion (L.) Schult.,Pennisetum polystachion (L.) Schult.,Setaria parviflora (Poir.) Kerguélen,Setaria parviflora,Cenchrus setosus subsp. setosus ,Cenchrus setosus,Pilosella,Vernonia
freq,1,40,40,40,40,38,39,153,294
