,taxon_name_w_authors,v10_accepted_name_w_author,v13_taxon_name_w_authors,v13_chained_accepted_name_w_author,v13_chained_accepted_species,v13_direct_accepted_name_w_author,v13_direct_accepted_species
318847,Crotalaria rotundifolia var. linaria (Small) Fernald & B.G.Schub.,Crotalaria rotundifolia J.F.Gmel.,Crotalaria rotundifolia J.F.Gmel.,Crotalaria rotundifolia J.F.Gmel.,Crotalaria rotundifolia,Crotalaria rotundifolia var. linaria (Small) Fernald & B.G.Schub.,Crotalaria rotundifolia
318852,Crotalaria rotundifolia var. brachytricha Sprague & L.Riley,Crotalaria rotundifolia J.F.Gmel.,Crotalaria rotundifolia J.F.Gmel.,Crotalaria rotundifolia J.F.Gmel.,Crotalaria rotundifolia,Crotalaria rotundifolia var. rotundifolia,Crotalaria rotundifolia
318853,Crotalaria rotundifolia var. vulgaris Windler,Crotalaria rotundifolia J.F.Gmel.,Crotalaria rotundifolia J.F.Gmel.,Crotalaria rotundifolia J.F.Gmel.,Crotalaria rotundifolia,Crotalaria rotundifolia var. rotundifolia,Crotalaria rotundifolia
318854,Crotalaria sagittalis var. ovalis Michx.,Crotalaria rotundifolia J.F.Gmel.,Crotalaria rotundifolia J.F.Gmel.,Crotalaria rotundifolia J.F.Gmel.,Crotalaria rotundifolia,Crotalaria rotundifolia var. rotundifolia,Crotalaria rotundifolia
318855,Crotalaria procumbens Moc. & Sessé ex DC.,Crotalaria rotundifolia J.F.Gmel.,Crotalaria rotundifolia J.F.Gmel.,Crotalaria rotundifolia J.F.Gmel.,Crotalaria rotundifolia,Crotalaria rotundifolia var. rotundifolia,Crotalaria rotundifolia
318856,Crotalaria maritima Chapm.,Crotalaria rotundifolia J.F.Gmel.,Crotalaria rotundifolia J.F.Gmel.,Crotalaria rotundifolia J.F.Gmel.,Crotalaria rotundifolia,Crotalaria rotundifolia var. rotundifolia,Crotalaria rotundifolia
318857,Crotalaria maritima var. linaria (Small) H.Senn,Crotalaria rotundifolia J.F.Gmel.,Crotalaria rotundifolia J.F.Gmel.,Crotalaria rotundifolia J.F.Gmel.,Crotalaria rotundifolia,Crotalaria rotundifolia var. linaria (Small) Fernald & B.G.Schub.,Crotalaria rotundifolia
318858,Crotalaria linaria Small,Crotalaria rotundifolia J.F.Gmel.,Crotalaria rotundifolia J.F.Gmel.,Crotalaria rotundifolia J.F.Gmel.,Crotalaria rotundifolia,Crotalaria rotundifolia var. linaria (Small) Fernald & B.G.Schub.,Crotalaria rotundifolia
318859,Crotalaria leptoclona S.Schauer,Crotalaria rotundifolia J.F.Gmel.,Crotalaria rotundifolia J.F.Gmel.,Crotalaria rotundifolia J.F.Gmel.,Crotalaria rotundifolia,Crotalaria rotundifolia var. rotundifolia,Crotalaria rotundifolia
318860,Crotalaria hookeriana A.DC.,Crotalaria rotundifolia J.F.Gmel.,Crotalaria rotundifolia J.F.Gmel.,Crotalaria rotundifolia J.F.Gmel.,Crotalaria rotundifolia,Crotalaria rotundifolia var. rotundifolia,Crotalaria rotundifolia
319155,Cryptocarya papuana Kamik.,Cryptocarya laevigata Blume,Cryptocarya laevigata Blume,Cryptocarya laevigata Blume,Cryptocarya laevigata,Cryptocarya papuana Kamik.,Cryptocarya papuana
319157,Pseudocryptocarya pauciflora Teschner,Cryptocarya laevigata Blume,Cryptocarya laevigata Blume,Cryptocarya laevigata Blume,Cryptocarya laevigata,Cryptocarya papuana Kamik.,Cryptocarya papuana
319164,Cryptocarya pauciflora K.Schum. & Lauterb.,Cryptocarya laevigata Blume,Cryptocarya laevigata Blume,Cryptocarya laevigata Blume,Cryptocarya laevigata,Cryptocarya papuana Kamik.,Cryptocarya papuana
319288,Luffa cylindrica var. multiflora (Spreng.) Domin,Cucumis melo L.,Cucumis melo L.,Cucumis melo L.,Cucumis melo,Luffa aegyptiaca Mill.,Luffa aegyptiaca
319486,Cucumis trigonus Roxb.,Cucumis melo L.,Cucumis melo L.,Cucumis melo L.,Cucumis melo,Cucumis trigonus Roxb.,Cucumis trigonus
319532,Luffa arabum Steud.,Cucumis melo L.,Cucumis melo L.,Cucumis melo L.,Cucumis melo,Luffa aegyptiaca Mill.,Luffa aegyptiaca
319551,Luffa jacquinii Schrad.,Cucumis melo L.,Cucumis melo L.,Cucumis melo L.,Cucumis melo,Luffa aegyptiaca Mill.,Luffa aegyptiaca
319557,Luffa hederacea Wall. ex G.Don,Cucumis melo L.,Cucumis melo L.,Cucumis melo L.,Cucumis melo,Luffa aegyptiaca Mill.,Luffa aegyptiaca
319561,Luffa foetida Schrad.,Cucumis melo L.,Cucumis melo L.,Cucumis melo L.,Cucumis melo,Luffa aegyptiaca Mill.,Luffa aegyptiaca
319568,Luffa striata Schrad.,Cucumis melo L.,Cucumis melo L.,Cucumis melo L.,Cucumis melo,Luffa aegyptiaca Mill.,Luffa aegyptiaca
319574,Luffa veitchii Naudin,Cucumis melo L.,Cucumis melo L.,Cucumis melo L.,Cucumis melo,Luffa aegyptiaca Mill.,Luffa aegyptiaca
319577,Luffa vittata Zipp. ex Span.,Cucumis melo L.,Cucumis melo L.,Cucumis melo L.,Cucumis melo,Luffa aegyptiaca Mill.,Luffa aegyptiaca
319581,Luffa luffa (L.) A.Lyons,Cucumis melo L.,Cucumis melo L.,Cucumis melo L.,Cucumis melo,Luffa aegyptiaca Mill.,Luffa aegyptiaca
319585,Luffa satpatia Buch.-Ham. ex G.Don,Cucumis melo L.,Cucumis melo L.,Cucumis melo L.,Cucumis melo,Luffa aegyptiaca Mill.,Luffa aegyptiaca
319589,Luffa parvala Buch.-Ham.,Cucumis melo L.,Cucumis melo L.,Cucumis melo L.,Cucumis melo,Luffa aegyptiaca Mill.,Luffa aegyptiaca
319593,Luffa scabra Schumach. & Thonn.,Cucumis melo L.,Cucumis melo L.,Cucumis melo L.,Cucumis melo,Luffa aegyptiaca Mill.,Luffa aegyptiaca
319597,Luffa racemosa Roxb.,Cucumis melo L.,Cucumis melo L.,Cucumis melo L.,Cucumis melo,Luffa aegyptiaca Mill.,Luffa aegyptiaca
319604,Luffa clavata Roxb.,Cucumis melo L.,Cucumis melo L.,Cucumis melo L.,Cucumis melo,Luffa aegyptiaca Mill.,Luffa aegyptiaca
319608,Luffa cordata Meisn. ex M.Roem.,Cucumis melo L.,Cucumis melo L.,Cucumis melo L.,Cucumis melo,Luffa aegyptiaca Mill.,Luffa aegyptiaca
320015,Tephrocactus pseudorauppianus Backeb.,Cumulopuntia sphaerica (C.F.Först.) E.F.Anderson,Cumulopuntia sphaerica (C.F.Först.) E.F.Anderson,Cumulopuntia sphaerica (C.F.Först.) E.F.Anderson,Cumulopuntia sphaerica,Cumulopuntia berteroi (Colla) F.Ritter,Cumulopuntia berteroi
320017,Tephrocactus campestris (Britton & Rose) Backeb.,Cumulopuntia sphaerica (C.F.Först.) E.F.Anderson,Cumulopuntia sphaerica (C.F.Först.) E.F.Anderson,Cumulopuntia sphaerica (C.F.Först.) E.F.Anderson,Cumulopuntia sphaerica,Cumulopuntia leucophaea (Phil.) Hoxey,Cumulopuntia leucophaea
320026,Opuntia campestris Britton & Rose,Cumulopuntia sphaerica (C.F.Först.) E.F.Anderson,Cumulopuntia sphaerica (C.F.Först.) E.F.Anderson,Cumulopuntia sphaerica (C.F.Först.) E.F.Anderson,Cumulopuntia sphaerica,Cumulopuntia leucophaea (Phil.) Hoxey,Cumulopuntia leucophaea
320221,Cuphea ericoides var. paralarix Lourteig,Cuphea ericoides Cham. & Schltdl.,Cuphea ericoides Cham. & Schltdl.,Cuphea ericoides Cham. & Schltdl.,Cuphea ericoides,Cuphea paralarix (Lourteig) T.B.Cavalc. & S.A.Graham,Cuphea paralarix
320674,Cyclamen pseudograecum Hildebr.,Cyclamen graecum subsp. mindleri (Heldr.) A.Davis & Govaerts,Cyclamen graecum subsp. mindleri (Heldr.) A.Davis & Govaerts,Cyclamen graecum subsp. graecum,Cyclamen graecum,Cyclamen graecum subsp. candicum Ietsw.,Cyclamen graecum
320675,Cyclamen graecum subsp. candicum Ietsw.,Cyclamen graecum subsp. mindleri (Heldr.) A.Davis & Govaerts,Cyclamen graecum subsp. mindleri (Heldr.) A.Davis & Govaerts,Cyclamen graecum subsp. graecum,Cyclamen graecum,Cyclamen graecum subsp. candicum Ietsw.,Cyclamen graecum
320979,Cymbalaria acutiloba subsp. dodekanesi (Greuter) Speta,Cymbalaria acutiloba (Boiss. & Heldr.) Speta,Cymbalaria acutiloba (Boiss. & Heldr.) Speta,Cymbalaria acutiloba (Boiss. & Heldr.) Speta,Cymbalaria acutiloba,Cymbalaria acutiloba subsp. dodekanesi (Greuter) Speta,Cymbalaria acutiloba
321480,Didymocarpus pallidus Kraenzl.,Cyrtandra copelandii Elmer,Cyrtandra copelandii Elmer,Rhynchotechum copelandii (Elmer) Merr.,Rhynchotechum copelandii,Cyrtandra edanoi Olivar & Pelser,Cyrtandra edanoi
321667,Slackia philippinensis Kraenzl.,Cyrtandra villosissima Merr.,Cyrtandra villosissima Merr.,Cyrtandra villosissima Merr.,Cyrtandra villosissima,Cyrtandra villosissima var. villosissima,Cyrtandra villosissima
321827,Sarothamnus striatus var. eriocarpus (Boiss. & Reut.) M.Laínz,Cytisus striatus (Hill) Rothm.,Cytisus striatus (Hill) Rothm.,Cytisus striatus (Hill) Rothm.,Cytisus striatus,Cytisus striatus subsp. striatus,Cytisus striatus
322693,Daphne jejudoensis M.Kim,Daphne odora Thunb.,Daphne odora Thunb.,Daphne odora Thunb.,Daphne odora,Daphne jejudoensis M.Kim,Daphne jejudoensis
323122,Debregeasia spiculifera Merr.,Debregeasia squamata King ex Hook.f.,Debregeasia squamata King ex Hook.f.,Debregeasia squamata King ex Hook.f.,Debregeasia squamata,Debregeasia squamata var. squamata,Debregeasia squamata
323409,Delphinium consolida var. pallidus Iverus,Delphinium consolida L.,Delphinium consolida L.,Delphinium consolida L.,Delphinium consolida,Delphinium consolida subsp. consolida,Delphinium consolida
323922,Treubella indica Tiegh.,Dendrophthoe falcata (L.f.) Ettingsh.,Dendrophthoe falcata (L.f.) Ettingsh.,Dendrophthoe falcata (L.f.) Ettingsh.,Dendrophthoe falcata,Dendrophthoe falcata var. falcata,Dendrophthoe falcata
323923,Loranthus longiflorus var. amplexifolius (DC.) Thwaites,Dendrophthoe falcata (L.f.) Ettingsh.,Dendrophthoe falcata (L.f.) Ettingsh.,Dendrophthoe falcata (L.f.) Ettingsh.,Dendrophthoe falcata,Dendrophthoe falcata var. falcata,Dendrophthoe falcata
323924,Scurrula koenigiana G.Don,Dendrophthoe falcata (L.f.) Ettingsh.,Dendrophthoe falcata (L.f.) Ettingsh.,Dendrophthoe falcata (L.f.) Ettingsh.,Dendrophthoe falcata,Dendrophthoe falcata var. falcata,Dendrophthoe falcata
323925,Loranthus koenigianus C.Agardh ex Schult. & Schult.f.,Dendrophthoe falcata (L.f.) Ettingsh.,Dendrophthoe falcata (L.f.) Ettingsh.,Dendrophthoe falcata (L.f.) Ettingsh.,Dendrophthoe falcata,Dendrophthoe falcata var. falcata,Dendrophthoe falcata
323926,Scurrula bicolor G.Don,Dendrophthoe falcata (L.f.) Ettingsh.,Dendrophthoe falcata (L.f.) Ettingsh.,Dendrophthoe falcata (L.f.) Ettingsh.,Dendrophthoe falcata,Dendrophthoe falcata var. falcata,Dendrophthoe falcata
323927,Lonicera zeylanica Gaertn.,Dendrophthoe falcata (L.f.) Ettingsh.,Dendrophthoe falcata (L.f.) Ettingsh.,Dendrophthoe falcata (L.f.) Ettingsh.,Dendrophthoe falcata,Dendrophthoe falcata var. falcata,Dendrophthoe falcata
323928,Scurrula amplexifolia G.Don,Dendrophthoe falcata (L.f.) Ettingsh.,Dendrophthoe falcata (L.f.) Ettingsh.,Dendrophthoe falcata (L.f.) Ettingsh.,Dendrophthoe falcata,Dendrophthoe falcata var. falcata,Dendrophthoe falcata
323929,Loranthus wightianus Wall.,Dendrophthoe falcata (L.f.) Ettingsh.,Dendrophthoe falcata (L.f.) Ettingsh.,Dendrophthoe falcata (L.f.) Ettingsh.,Dendrophthoe falcata,Dendrophthoe falcata var. falcata,Dendrophthoe falcata
323931,Scurrula elegans G.Don,Dendrophthoe falcata (L.f.) Ettingsh.,Dendrophthoe falcata (L.f.) Ettingsh.,Dendrophthoe falcata (L.f.) Ettingsh.,Dendrophthoe falcata,Dendrophthoe falcata var. falcata,Dendrophthoe falcata
323932,Loranthus pentandrus B.Heyne ex Schult. & Schult.f.,Dendrophthoe falcata (L.f.) Ettingsh.,Dendrophthoe falcata (L.f.) Ettingsh.,Dendrophthoe falcata (L.f.) Ettingsh.,Dendrophthoe falcata,Dendrophthoe falcata var. falcata,Dendrophthoe falcata
323933,Scurrula indica G.Don,Dendrophthoe falcata (L.f.) Ettingsh.,Dendrophthoe falcata (L.f.) Ettingsh.,Dendrophthoe falcata (L.f.) Ettingsh.,Dendrophthoe falcata,Dendrophthoe falcata var. falcata,Dendrophthoe falcata
323934,Loranthus lineatus Edgew.,Dendrophthoe falcata (L.f.) Ettingsh.,Dendrophthoe falcata (L.f.) Ettingsh.,Dendrophthoe falcata (L.f.) Ettingsh.,Dendrophthoe falcata,Dendrophthoe falcata var. falcata,Dendrophthoe falcata
323935,Loranthus imbricatus Edgew.,Dendrophthoe falcata (L.f.) Ettingsh.,Dendrophthoe falcata (L.f.) Ettingsh.,Dendrophthoe falcata (L.f.) Ettingsh.,Dendrophthoe falcata,Dendrophthoe falcata var. falcata,Dendrophthoe falcata
323936,Dendrophthoe elegans (Wall. ex DC.) Mart.,Dendrophthoe falcata (L.f.) Ettingsh.,Dendrophthoe falcata (L.f.) Ettingsh.,Dendrophthoe falcata (L.f.) Ettingsh.,Dendrophthoe falcata,Dendrophthoe falcata var. falcata,Dendrophthoe falcata
323937,Loranthus elegans Wall. ex DC.,Dendrophthoe falcata (L.f.) Ettingsh.,Dendrophthoe falcata (L.f.) Ettingsh.,Dendrophthoe falcata (L.f.) Ettingsh.,Dendrophthoe falcata,Dendrophthoe falcata var. falcata,Dendrophthoe falcata
323938,Dendrophthoe discolor Barlow,Dendrophthoe falcata (L.f.) Ettingsh.,Dendrophthoe falcata (L.f.) Ettingsh.,Dendrophthoe falcata (L.f.) Ettingsh.,Dendrophthoe falcata,Dendrophthoe curvata (Blume) Miq.,Dendrophthoe curvata
323939,Loranthus loniceroides J.Koenig ex Schult. & Schult.f.,Dendrophthoe falcata (L.f.) Ettingsh.,Dendrophthoe falcata (L.f.) Ettingsh.,Dendrophthoe falcata (L.f.) Ettingsh.,Dendrophthoe falcata,Dendrophthoe falcata var. falcata,Dendrophthoe falcata
323940,Loranthus indicus Desr.,Dendrophthoe falcata (L.f.) Ettingsh.,Dendrophthoe falcata (L.f.) Ettingsh.,Dendrophthoe falcata (L.f.) Ettingsh.,Dendrophthoe falcata,Dendrophthoe falcata var. falcata,Dendrophthoe falcata
323941,Dendrophthoe falcata var. pubescens (Hook.f.) V.Chandras.,Dendrophthoe falcata (L.f.) Ettingsh.,Dendrophthoe falcata (L.f.) Ettingsh.,Dendrophthoe falcata (L.f.) Ettingsh.,Dendrophthoe falcata,Dendrophthoe falcata var. falcata,Dendrophthoe falcata
323942,Loranthus amplexifolius DC.,Dendrophthoe falcata (L.f.) Ettingsh.,Dendrophthoe falcata (L.f.) Ettingsh.,Dendrophthoe falcata (L.f.) Ettingsh.,Dendrophthoe falcata,Dendrophthoe falcata var. falcata,Dendrophthoe falcata
323943,Loranthus amplexicaulis Wall. ex DC.,Dendrophthoe falcata (L.f.) Ettingsh.,Dendrophthoe falcata (L.f.) Ettingsh.,Dendrophthoe falcata (L.f.) Ettingsh.,Dendrophthoe falcata,Dendrophthoe falcata var. falcata,Dendrophthoe falcata
323944,Dendrophthoe bicolor (Roxb.) Mart.,Dendrophthoe falcata (L.f.) Ettingsh.,Dendrophthoe falcata (L.f.) Ettingsh.,Dendrophthoe falcata (L.f.) Ettingsh.,Dendrophthoe falcata,Dendrophthoe falcata var. falcata,Dendrophthoe falcata
323945,Loranthus bicolor Roxb.,Dendrophthoe falcata (L.f.) Ettingsh.,Dendrophthoe falcata (L.f.) Ettingsh.,Dendrophthoe falcata (L.f.) Ettingsh.,Dendrophthoe falcata,Dendrophthoe falcata var. falcata,Dendrophthoe falcata
323947,Loranthus clavigerus Wall.,Dendrophthoe falcata (L.f.) Ettingsh.,Dendrophthoe falcata (L.f.) Ettingsh.,Dendrophthoe falcata (L.f.) Ettingsh.,Dendrophthoe falcata,Dendrophthoe falcata var. falcata,Dendrophthoe falcata
323948,Dendrophthoe falcata var. amplexifolia (DC.) Rajasek.,Dendrophthoe falcata (L.f.) Ettingsh.,Dendrophthoe falcata (L.f.) Ettingsh.,Dendrophthoe falcata (L.f.) Ettingsh.,Dendrophthoe falcata,Dendrophthoe falcata var. falcata,Dendrophthoe falcata
324326,Oxydium Benn.,Desmodium Desv.,Desmodium Desv.,Desmodium Desv.,,Eleiotis DC.,
324605,Pleurolobus dillenii (Darl.) MacMill.,Desmodium perplexum B.G.Schub.,Desmodium perplexum B.G.Schub.,Desmodium perplexum B.G.Schub.,Desmodium perplexum,Desmodium glabellum (Michx.) DC.,Desmodium glabellum
324606,Meibomia dillenii (Darl.) Kuntze,Desmodium perplexum B.G.Schub.,Desmodium perplexum B.G.Schub.,Desmodium perplexum B.G.Schub.,Desmodium perplexum,Desmodium glabellum (Michx.) DC.,Desmodium glabellum
324607,Desmodium paniculatum var. dillenii (Darl.) Isely,Desmodium perplexum B.G.Schub.,Desmodium perplexum B.G.Schub.,Desmodium perplexum B.G.Schub.,Desmodium perplexum,Desmodium glabellum (Michx.) DC.,Desmodium glabellum
324609,Desmodium dillenii Darl.,Desmodium perplexum B.G.Schub.,Desmodium perplexum B.G.Schub.,Desmodium perplexum B.G.Schub.,Desmodium perplexum,Desmodium glabellum (Michx.) DC.,Desmodium glabellum
324711,Annona laevigata Mart.,Desmos chinensis Lour.,Desmos chinensis Lour.,Desmos chinensis Lour.,Desmos chinensis,Xylopia laevigata (Mart.) R.E.Fr.,Xylopia laevigata
324743,Unona subbiglandulosa Miq.,Desmos dumosus (Roxb.) Saff.,Desmos dumosus (Roxb.) Saff.,Desmos dumosus (Roxb.) Saff.,Desmos dumosus,Desmos subbiglandulosus (Miq.) Merr.,Desmos subbiglandulosus
324746,Desmos subbiglandulosus (Miq.) Merr.,Desmos dumosus (Roxb.) Saff.,Desmos dumosus (Roxb.) Saff.,Desmos dumosus (Roxb.) Saff.,Desmos dumosus,Desmos subbiglandulosus (Miq.) Merr.,Desmos subbiglandulosus
325046,Dianthus parviflorus Boiss.,Dianthus anatolicus Boiss.,Dianthus anatolicus Boiss.,Dianthus anatolicus Boiss.,Dianthus anatolicus,Dianthus anatolicus var. anatolicus,Dianthus anatolicus
325047,Dianthus kotschyanus Boiss. & Heldr.,Dianthus anatolicus Boiss.,Dianthus anatolicus Boiss.,Dianthus anatolicus Boiss.,Dianthus anatolicus,Dianthus anatolicus var. anatolicus,Dianthus anatolicus
325373,Dianthus bolivaris var. parviflorus Sennen,Dianthus lusitanus Brot.,Dianthus lusitanus Brot.,Dianthus lusitanus Brot.,Dianthus lusitanus,Dianthus lusitanus subsp. lusitanus,Dianthus lusitanus
325379,Dianthus lucronensis var. minoripetalus Sennen,Dianthus lusitanus Brot.,Dianthus lusitanus Brot.,Dianthus lusitanus Brot.,Dianthus lusitanus,Dianthus lusitanus subsp. lusitanus,Dianthus lusitanus
325380,Dianthus lusitanus subsp. lucronensis (Sennen) Sennen,Dianthus lusitanus Brot.,Dianthus lusitanus Brot.,Dianthus lusitanus Brot.,Dianthus lusitanus,Dianthus lusitanus subsp. lusitanus,Dianthus lusitanus
325381,Dianthus lusitanus var. minoripetalus (Sennen) Sennen,Dianthus lusitanus Brot.,Dianthus lusitanus Brot.,Dianthus lusitanus Brot.,Dianthus lusitanus,Dianthus lusitanus subsp. lusitanus,Dianthus lusitanus
325382,Dianthus toletanus var. bolivaris (Sennen) Sennen,Dianthus lusitanus Brot.,Dianthus lusitanus Brot.,Dianthus lusitanus Brot.,Dianthus lusitanus,Dianthus lusitanus subsp. lusitanus,Dianthus lusitanus
325491,Dianthus hispanicus var. saetabensis (Rouy) Nyman,Dianthus pungens subsp. hispanicus (Asso) O.Bolòs & Vigo,Dianthus pungens subsp. hispanicus (Asso) O.Bolòs & Vigo,Dianthus pungens subsp. hispanicus (Asso) O.Bolòs & Vigo,Dianthus pungens,Dianthus saetabensis Rouy,Dianthus saetabensis
325554,Dianthus hispanicus var. serratus (Lapeyr.) Pau,"Dianthus seguieri subsp. requienii (Godr.) M.Bernal, Laínz & Muñoz Garm.","Dianthus seguieri subsp. requienii (Godr.) M.Bernal, Laínz & Muñoz Garm.","Dianthus seguieri subsp. requienii (Godr.) M.Bernal, Laínz & Muñoz Garm.",Dianthus seguieri,Dianthus pungens subsp. pungens,Dianthus pungens
326455,Babactes oblongifolia (Roxb.) DC.,Didymocarpus acuminatus R.Br.,Didymocarpus acuminatus R.Br.,Didymocarpus acuminatus R.Br.,Didymocarpus acuminatus,Henckelia oblongifolia (Roxb.) D.J.Middleton & Mich.Möller,Henckelia oblongifolia
326672,Wormia kunstleri King,Dillenia ovata Wall. ex Hook.f. & Thomson,Dillenia ovata Wall. ex Hook.f. & Thomson,Dillenia ovata Wall. ex Hook.f. & Thomson,Dillenia ovata,Dillenia grandifolia Wall. ex Hook.f. & Thomson,Dillenia grandifolia
326673,Wormia scortechinii King,Dillenia ovata Wall. ex Hook.f. & Thomson,Dillenia ovata Wall. ex Hook.f. & Thomson,Dillenia ovata Wall. ex Hook.f. & Thomson,Dillenia ovata,Dillenia grandifolia Wall. ex Hook.f. & Thomson,Dillenia grandifolia
326851,Lepidamphora Zoll. ex Miq.,Dioclea Kunth,Dioclea Kunth,Dioclea Kunth,,Macropsychanthus Harms,
326857,Dioclea trujillensis Pittier,Dioclea holtiana Pittier ex R.H.Maxwell,Dioclea holtiana Pittier ex R.H.Maxwell,Dioclea holtiana Pittier ex R.H.Maxwell,Dioclea holtiana,Dioclea guianensis Benth.,Dioclea guianensis
327093,Diplotaxis pendula var. hispida (Vahl) Nyman,Diplotaxis harra (Forssk.) Boiss.,Diplotaxis harra (Forssk.) Boiss.,Diplotaxis harra (Forssk.) Boiss.,Diplotaxis harra,Diplotaxis harra subsp. harra,Diplotaxis harra
327370,Discocactus silicicola Buining & Brederoo,Discocactus heptacanthus (Barb.Rodr.) Britton & Rose,Discocactus heptacanthus (Barb.Rodr.) Britton & Rose,Discocactus heptacanthus (Barb.Rodr.) Britton & Rose,Discocactus heptacanthus,Discocactus hartmannii (K.Schum.) Britton & Rose,Discocactus hartmannii
328254,Draba hirta var. hebecarpa Lindblom,Draba hirta L.,Draba hirta L.,Draba hirta L.,Draba hirta,Draba glabella Pursh,Draba glabella
328370,Draba norvegica var. intermedia (Lindblom) O.E.Schulz,Draba norvegica Gunnerus,Draba norvegica Gunnerus,Draba norvegica Gunnerus,Draba norvegica,Draba hirta L.,Draba hirta
329623,Echinocactus horizonthalonius var. equitans Schmoll,Echinocactus horizonthalonius Lem.,Echinocactus horizonthalonius Lem.,Echinocactus horizonthalonius Lem.,Echinocactus horizonthalonius,Echinocactus horizonthalonius subsp. horizonthalonius,Echinocactus horizonthalonius
329624,Meyerocactus horizonthalonius subsp. nicholii (L.D.Benson) Doweld,Echinocactus horizonthalonius Lem.,Echinocactus horizonthalonius Lem.,Echinocactus horizonthalonius Lem.,Echinocactus horizonthalonius,Echinocactus horizonthalonius subsp. horizonthalonius,Echinocactus horizonthalonius
329625,Echinocactus horizontalis C.F.Först.,Echinocactus horizonthalonius Lem.,Echinocactus horizonthalonius Lem.,Echinocactus horizonthalonius Lem.,Echinocactus horizonthalonius,Echinocactus horizonthalonius subsp. horizonthalonius,Echinocactus horizonthalonius
329626,Echinocactus horizonthalonius var. laticostatus Schmoll,Echinocactus horizonthalonius Lem.,Echinocactus horizonthalonius Lem.,Echinocactus horizonthalonius Lem.,Echinocactus horizonthalonius,Echinocactus horizonthalonius subsp. horizonthalonius,Echinocactus horizonthalonius
329628,Echinocactus horizonthalonius var. centrispinus Engelm.,Echinocactus horizonthalonius Lem.,Echinocactus horizonthalonius Lem.,Echinocactus horizonthalonius Lem.,Echinocactus horizonthalonius,Echinocactus horizonthalonius subsp. horizonthalonius,Echinocactus horizonthalonius
329629,Echinocactus horizonthalonius var. curvispinus Salm-Dyck,Echinocactus horizonthalonius Lem.,Echinocactus horizonthalonius Lem.,Echinocactus horizonthalonius Lem.,Echinocactus horizonthalonius,Echinocactus horizonthalonius subsp. horizonthalonius,Echinocactus horizonthalonius
329630,Echinocactus horizonthalonius subsp. jarmilae Halda & Horáček,Echinocactus horizonthalonius Lem.,Echinocactus horizonthalonius Lem.,Echinocactus horizonthalonius Lem.,Echinocactus horizonthalonius,Echinocactus horizonthalonius subsp. horizonthalonius,Echinocactus horizonthalonius
329631,Echinocactus horizonthalonius var. nicholii L.D.Benson,Echinocactus horizonthalonius Lem.,Echinocactus horizonthalonius Lem.,Echinocactus horizonthalonius Lem.,Echinocactus horizonthalonius,Echinocactus horizonthalonius subsp. horizonthalonius,Echinocactus horizonthalonius
329632,Echinocactus horizonthalonius subsp. nicholii (L.D.Benson) U.Guzmán,Echinocactus horizonthalonius Lem.,Echinocactus horizonthalonius Lem.,Echinocactus horizonthalonius Lem.,Echinocactus horizonthalonius,Echinocactus horizonthalonius subsp. horizonthalonius,Echinocactus horizonthalonius
329633,Echinocactus horizonthalonius var. obscurispinus Rud.Mey.,Echinocactus horizonthalonius Lem.,Echinocactus horizonthalonius Lem.,Echinocactus horizonthalonius Lem.,Echinocactus horizonthalonius,Echinocactus horizonthalonius subsp. horizonthalonius,Echinocactus horizonthalonius
329634,Echinocactus horizonthalonius f. obscurispinus (Rud.Mey.) Schelle,Echinocactus horizonthalonius Lem.,Echinocactus horizonthalonius Lem.,Echinocactus horizonthalonius Lem.,Echinocactus horizonthalonius,Echinocactus horizonthalonius subsp. horizonthalonius,Echinocactus horizonthalonius
329635,Echinocactus horizonthalonius var. subikii Staník & Dráb,Echinocactus horizonthalonius Lem.,Echinocactus horizonthalonius Lem.,Echinocactus horizonthalonius Lem.,Echinocactus horizonthalonius,Echinocactus horizonthalonius subsp. horizonthalonius,Echinocactus horizonthalonius
329636,Echinocactus laticostatus Engelm. & J.M.Bigelow,Echinocactus horizonthalonius Lem.,Echinocactus horizonthalonius Lem.,Echinocactus horizonthalonius Lem.,Echinocactus horizonthalonius,Echinocactus horizonthalonius subsp. horizonthalonius,Echinocactus horizonthalonius
329637,Echinocactus equitans Scheidw.,Echinocactus horizonthalonius Lem.,Echinocactus horizonthalonius Lem.,Echinocactus horizonthalonius Lem.,Echinocactus horizonthalonius,Echinocactus horizonthalonius subsp. horizonthalonius,Echinocactus horizonthalonius
329638,Echinocactus pachycornis Muehlenpf.,Echinocactus horizonthalonius Lem.,Echinocactus horizonthalonius Lem.,Echinocactus horizonthalonius Lem.,Echinocactus horizonthalonius,Echinocactus horizonthalonius subsp. horizonthalonius,Echinocactus horizonthalonius
330038,Lobivia densispina f. leucomalla (Wessner) Buining,Echinopsis densispina Werderm.,Echinopsis densispina Werderm.,Echinopsis densispina Werderm.,Echinopsis densispina,Echinopsis aurea subsp. leucomalla (Wessner) Schlumpb.,Echinopsis aurea
330298,Ehretia indica (Dennst. ex Kostel.) M.R.Almeida & S.M.Almeida,Ehretia aspera Willd.,Ehretia aspera Willd.,Ehretia aspera Willd.,Ehretia aspera,Blachia umbellata (Willd.) Baill.,Blachia umbellata
