,202212_202406,Percentages
original_names,1278064,100.0
total_disagreements,37637,2.9448447026127016
species_disagreements,12869,1.006913581792461
genus_disagreements,3348,0.261958712552736
unresolved_via_chaining_despite_a_direct_resolution,0,0.0
