,taxon_name_w_authors,202212_accepted_name_w_author,202312_taxon_name_w_authors,202312_chained_accepted_name_w_author,202312_chained_accepted_species,202312_direct_accepted_name_w_author,202312_direct_accepted_species
count,27174,27174,27174,27174,26983,27174,27023
unique,27174,8913,8913,8847,8269,10459,9481
top,Syzygium wightianum Wall. ex Wight & Arn.,Koeleria macrantha (Ledeb.) Schult.,Koeleria macrantha (Ledeb.) Schult.,Koeleria macrantha (Ledeb.) Schult.,Koeleria macrantha,Koeleria macrantha subsp. macrantha ,Koeleria macrantha
freq,1,164,164,164,164,159,161
