,taxon_name_w_authors,v11_accepted_name_w_author,v14_taxon_name_w_authors,v14_chained_accepted_name_w_author,v14_chained_accepted_species,v14_direct_accepted_name_w_author,v14_direct_accepted_species,v14_chained_accepted_genus,v14_direct_accepted_genus
count,5589,5589,5589,5589,5324,5589,5330,5589,5589
unique,5589,2285,2285,2274,2135,2646,2440,1116,1144
top,Viola tricolor var. ruralis (Jord. ex Boreau) Corb.,Achillea millefolium subsp. millefolium,Achillea millefolium subsp. millefolium,Achillea millefolium subsp. millefolium,Achillea millefolium,Eruca sativa Mill.,Achillea borealis,Rosa,Rosa
freq,1,66,66,66,66,48,49,135,135
