,taxon_name_w_authors,v11_accepted_name_w_author,v14_taxon_name_w_authors,v14_chained_accepted_name_w_author,v14_chained_accepted_species,v14_direct_accepted_name_w_author,v14_direct_accepted_species
count,10602,10602,10602,10602,10337,10602,10343
unique,10602,3368,3368,3356,3120,3987,3463
top,Viola tricolor var. ruralis (Jord. ex Boreau) Corb.,Sorghum bicolor (L.) Moench,Sorghum bicolor (L.) Moench,Sorghum bicolor (L.) Moench,Sorghum bicolor,Sorghum bicolor subsp. bicolor,Sorghum bicolor
freq,1,319,319,319,319,319,319
