,v11_v14,Percentages
original_names,1367679,100.0
total_disagreements,10602,0.775181895751854
species_disagreements,5589,0.40864852059584156
genus_disagreements,597,0.04365059345065619
unresolved_via_chaining_despite_a_direct_resolution,19,0.0013892148669388065
