,201905_202406
number of new accepted species names,422863
number of old accepted species names,370669
new accepted species names which were previously published,255501
number of new species names,1037275
number of old species names,807543
new species names not in old,356814
species names have disappearedbut this could be due to orthographic changes with authorship,127082
