,202207_202212,Percentages
original_names,1254030,100.0
total_disagreements,9913,0.7904914555473155
species_disagreements,2188,0.17447748458968287
genus_disagreements,407,0.03245536390676459
unresolved_via_chaining_despite_a_direct_resolution,0,0.0
