,taxon_name_w_authors,202207_accepted_name_w_author,202212_taxon_name_w_authors,202212_chained_accepted_name_w_author,202212_chained_accepted_species,202212_direct_accepted_name_w_author,202212_direct_accepted_species
count,9913,9913,9913,9913,9837,9913,9844
unique,9913,3559,3559,3543,3316,3895,3478
top,Gynapteina Spach,Medicago × varia Martyn,Medicago × varia Martyn,Medicago × varia Martyn,Medicago varia,Medicago varia Martyn,Medicago varia
freq,1,53,53,53,53,55,55
