,202306_202412,Percentages
original_names,1335672,100.0
total_disagreements,38767,2.9024341305350414
species_disagreements,15322,1.1471379200881653
genus_disagreements,4223,0.3161704370534083
unresolved_via_chaining_despite_a_direct_resolution,0,0.0
