,taxon_name_w_authors,v10_11_12_13_accepted_name_w_author,v14_taxon_name_w_authors,v14_chained_accepted_name_w_author,v14_chained_accepted_species,v14_direct_accepted_name_w_author,v14_direct_accepted_species
1144039,Sulcorebutia vasqueziana subsp. chatajillensis (Oeser & Brederoo) Gertel & Šída,Rebutia canigueralii Cárdenas,Rebutia canigueralii Cárdenas,Weingartia canigueralii (Cárdenas) F.H.Brandt,Weingartia canigueralii,Weingartia vasqueziana (Rausch) Hentzschel & K.Augustin,Weingartia vasqueziana
1144040,"Weingartia cantargalloensis (Gertel, Jucker & J.de Vries) Hentzschel & K.Augustin",Rebutia canigueralii Cárdenas,Rebutia canigueralii Cárdenas,Weingartia canigueralii (Cárdenas) F.H.Brandt,Weingartia canigueralii,"Weingartia cantargalloensis (Gertel, Jucker & J.de Vries) Hentzschel & K.Augustin",Weingartia cantargalloensis
1144044,Weingartia fischeriana (K.Augustin) Hentzschel & K.Augustin,Rebutia canigueralii Cárdenas,Rebutia canigueralii Cárdenas,Weingartia canigueralii (Cárdenas) F.H.Brandt,Weingartia canigueralii,Weingartia fischeriana (K.Augustin) Hentzschel & K.Augustin,Weingartia fischeriana
1144132,Sulcorebutia sucrensis (F.Ritter) F.H.Brandt,Rebutia neocumingii subsp. pulquinensis (Cárdenas) D.R.Hunt,Rebutia neocumingii subsp. pulquinensis (Cárdenas) D.R.Hunt,Weingartia neocumingii subsp. pulquinensis (Cárdenas) Donald,Weingartia neocumingii,Weingartia hediniana Backeb.,Weingartia hediniana
1144138,Weingartia tiraquensis subsp. mariana (Swoboda) Gertel & J.de Vries,Rebutia tiraquensis Cárdenas,Rebutia tiraquensis Cárdenas,Weingartia tiraquensis (Cárdenas) F.H.Brandt,Weingartia tiraquensis,Weingartia tiraquensis subsp. tiraquensis,Weingartia tiraquensis
1144139,Weingartia mariana (Swoboda) Hentzschel & K.Augustin,Rebutia tiraquensis Cárdenas,Rebutia tiraquensis Cárdenas,Weingartia tiraquensis (Cárdenas) F.H.Brandt,Weingartia tiraquensis,Weingartia tiraquensis subsp. tiraquensis,Weingartia tiraquensis
1144140,Sulcorebutia tiraquensis subsp. mariana (Swoboda) Gertel & J.de Vries,Rebutia tiraquensis Cárdenas,Rebutia tiraquensis Cárdenas,Weingartia tiraquensis (Cárdenas) F.H.Brandt,Weingartia tiraquensis,Weingartia tiraquensis subsp. tiraquensis,Weingartia tiraquensis
1144245,Rungia parviflora var. muralis (Royle ex Nees) C.B.Clarke,Rungia pectinata (L.) Nees,Rungia pectinata (L.) Nees,Rungia pectinata (L.) Nees,Rungia pectinata,Rungia muralis Royle ex Nees,Rungia muralis
1144296,Toxicodendron copallinum var. latifolium (Engl.) Kuntze,Rhus copallinum L.,Rhus copallinum L.,Rhus copallinum L.,Rhus copallinum,Rhus copallinum var. copallinum,Rhus copallinum
1144333,Acetosella multifida subsp. vulgaris (Fourr.) Kubát,Rumex acetosella L.,Rumex acetosella L.,Rumex acetosella L.,Rumex acetosella,Rumex acetosella subsp. acetosella,Rumex acetosella
1144412,Ribes menziesii var. senile (Coville) Jeps.,Ribes menziesii Pursh,Ribes menziesii Pursh,Ribes menziesii Pursh,Ribes menziesii,Ribes menziesii var. menziesii,Ribes menziesii
1144413,Ribes senile (Coville) Fedde,Ribes menziesii Pursh,Ribes menziesii Pursh,Ribes menziesii Pursh,Ribes menziesii,Ribes menziesii var. menziesii,Ribes menziesii
1145086,Uvariopsis pedunculosa (Diels) Robyns & Ghesq.,Uvariopsis dioica (Diels) Robyns & Ghesq.,Uvariopsis dioica (Diels) Robyns & Ghesq.,Uvariopsis dioica (Diels) Robyns & Ghesq.,Uvariopsis dioica,Uvariopsis pedunculosa (Diels) Robyns & Ghesq.,Uvariopsis pedunculosa
1145111,Ulmus carpinifolia f. sarniensis (Loudon) Rehder,Ulmus × hollandica Mill.,Ulmus × hollandica Mill.,Ulmus × hollandica Mill.,Ulmus × hollandica,Ulmus minor subsp. minor,Ulmus minor
1145112,Ulmus stricta var. sarniensis (Loudon) Moss,Ulmus × hollandica Mill.,Ulmus × hollandica Mill.,Ulmus × hollandica Mill.,Ulmus × hollandica,Ulmus minor subsp. minor,Ulmus minor
1145116,Ulmus minor var. sarniensis (Loudon) Richens,Ulmus × hollandica Mill.,Ulmus × hollandica Mill.,Ulmus × hollandica Mill.,Ulmus × hollandica,Ulmus minor subsp. minor,Ulmus minor
1145117,Ulmus campestris f. sarniensis (Loudon) Dippel,Ulmus × hollandica Mill.,Ulmus × hollandica Mill.,Ulmus × hollandica Mill.,Ulmus × hollandica,Ulmus minor subsp. minor,Ulmus minor
1145118,Ulmus minor subsp. sarniensis (Loudon) Stace,Ulmus × hollandica Mill.,Ulmus × hollandica Mill.,Ulmus × hollandica Mill.,Ulmus × hollandica,Ulmus minor subsp. minor,Ulmus minor
1145129,Ulmus glabra f. sarniensis (Loudon) C.K.Schneid.,Ulmus × hollandica Mill.,Ulmus × hollandica Mill.,Ulmus × hollandica Mill.,Ulmus × hollandica,Ulmus minor subsp. minor,Ulmus minor
1145276,Verbascum thapsus var. valentinum (Burnat & Barbey) O.Bolòs & Vigo,Verbascum simplex Hoffmanns. & Link,Verbascum simplex Hoffmanns. & Link,Verbascum simplex Hoffmanns. & Link,Verbascum simplex,Verbascum thapsus subsp. thapsus,Verbascum thapsus
1145277,Verbascum simplex var. valentinum (Burnat & Barbey) Murb.,Verbascum simplex Hoffmanns. & Link,Verbascum simplex Hoffmanns. & Link,Verbascum simplex Hoffmanns. & Link,Verbascum simplex,Verbascum thapsus subsp. thapsus,Verbascum thapsus
1145397,Varronia aubletii (DC.) Borhidi,Varronia tomentosa Lam.,Varronia tomentosa Lam.,Varronia tomentosa Lam.,Varronia tomentosa,Varronia spinescens (L.) Borhidi,Varronia spinescens
1145407,Lithocardium aubletii (DC.) Kuntze,Varronia tomentosa Lam.,Varronia tomentosa Lam.,Varronia tomentosa Lam.,Varronia tomentosa,Varronia spinescens (L.) Borhidi,Varronia spinescens
1145436,Viburnum wilsonii var. adenophorum (W.W.Sm.) Hand.-Mazz.,Viburnum betulifolium Batalin,Viburnum betulifolium Batalin,Viburnum betulifolium Batalin,Viburnum betulifolium,Viburnum hupehense Rehder,Viburnum hupehense
1145437,Viburnum atrocyaneum subsp. harryanum (Rehder) P.S.Hsu,Viburnum atrocyaneum C.B.Clarke,Viburnum atrocyaneum C.B.Clarke,Viburnum atrocyaneum C.B.Clarke,Viburnum atrocyaneum,Viburnum harryanum Rehder,Viburnum harryanum
1145438,Viburnum atrocyaneum f. harryanum (Rehder) P.S.Hsu,Viburnum atrocyaneum C.B.Clarke,Viburnum atrocyaneum C.B.Clarke,Viburnum atrocyaneum C.B.Clarke,Viburnum atrocyaneum,Viburnum harryanum Rehder,Viburnum harryanum
1145441,Vitis quinquangularis var. kelungensis (Momiy.) S.S.Ying,Vitis heyneana Schult.,Vitis heyneana Schult.,Vitis heyneana Schult.,Vitis heyneana,Vitis heyneana var. heyneana,Vitis heyneana
1145562,Viola sororia var. grisea (Fernald) L.E.McKinney,Viola novae-angliae House,Viola novae-angliae House,Viola novae-angliae House,Viola novae-angliae,Viola grisea (Fernald) H.E.Ballard,Viola grisea
1145563,Viola novae-angliae subsp. grisea (Fernald) Gil-ad,Viola novae-angliae House,Viola novae-angliae House,Viola novae-angliae House,Viola novae-angliae,Viola grisea (Fernald) H.E.Ballard,Viola grisea
1145931,Fagara setosa (Hemsl.) Engl.,Zanthoxylum simulans Hance,Zanthoxylum simulans Hance,Zanthoxylum simulans Hance,Zanthoxylum simulans,Zanthoxylum simulans subsp. simulans,Zanthoxylum simulans
1146514,Spinacia oleracea var. inermis (Moench) Peterm.,Spinacia oleracea L.,Spinacia oleracea L.,Spinacia oleracea L.,Spinacia oleracea,Spinacia oleracea subsp. oleracea,Spinacia oleracea
1146515,Spinacia oleracea subsp. inermis (Moench) Čelak.,Spinacia oleracea L.,Spinacia oleracea L.,Spinacia oleracea L.,Spinacia oleracea,Spinacia oleracea subsp. oleracea,Spinacia oleracea
1146516,Spinacia oleracea subsp. glabra (Mill.) Cout.,Spinacia oleracea L.,Spinacia oleracea L.,Spinacia oleracea L.,Spinacia oleracea,Spinacia oleracea subsp. oleracea,Spinacia oleracea
1146617,Sagina apetala subsp. filicaulis (Jord.) Sennen & Mauricio,Sagina apetala Ard.,Sagina apetala Ard.,Sagina apetala Ard.,Sagina apetala,Sagina filicaulis Jord.,Sagina filicaulis
1146673,Silene gynodioica subsp. peduncularis (Fenzl ex Boiss.) Melzh.,Silene behboudiana Rech.f. & Esfand.,Silene behboudiana Rech.f. & Esfand.,Silene behboudiana Rech.f. & Esfand.,Silene behboudiana,Silene behboudiana subsp. behboudiana,Silene behboudiana
1146733,Ferocactus tobuschii (W.T.Marshall) N.P.Taylor,Sclerocactus brevihamatus (Engelm.) D.R.Hunt,Sclerocactus brevihamatus (Engelm.) D.R.Hunt,Sclerocactus brevihamatus (Engelm.) D.R.Hunt,Sclerocactus brevihamatus,Sclerocactus tobuschii (W.T.Marshall) Lodé,Sclerocactus tobuschii
1146735,Ancistrocactus scheeri subsp. tobuschii (W.T.Marshall) Doweld,Sclerocactus brevihamatus (Engelm.) D.R.Hunt,Sclerocactus brevihamatus (Engelm.) D.R.Hunt,Sclerocactus brevihamatus (Engelm.) D.R.Hunt,Sclerocactus brevihamatus,Sclerocactus tobuschii (W.T.Marshall) Lodé,Sclerocactus tobuschii
1146736,Sclerocactus brevihamatus subsp. tobuschii (W.T.Marshall) N.P.Taylor,Sclerocactus brevihamatus (Engelm.) D.R.Hunt,Sclerocactus brevihamatus (Engelm.) D.R.Hunt,Sclerocactus brevihamatus (Engelm.) D.R.Hunt,Sclerocactus brevihamatus,Sclerocactus tobuschii (W.T.Marshall) Lodé,Sclerocactus tobuschii
1146739,Pediocactus brevihamatus subsp. tobuschii (W.T.Marshall) Halda,Sclerocactus brevihamatus (Engelm.) D.R.Hunt,Sclerocactus brevihamatus (Engelm.) D.R.Hunt,Sclerocactus brevihamatus (Engelm.) D.R.Hunt,Sclerocactus brevihamatus,Sclerocactus tobuschii (W.T.Marshall) Lodé,Sclerocactus tobuschii
1146857,Silene spergulifolia subsp. soskae (Černjavski) Micevski,Silene supina M.Bieb.,Silene supina M.Bieb.,Silene supina M.Bieb.,Silene supina,Silene supina subsp. supina,Silene supina
1146885,Silene nocturna subsp. neglecta (Ten.) Arcang.,Silene nocturna subsp. nocturna,Silene nocturna subsp. nocturna,Silene nocturna subsp. nocturna,Silene nocturna,Silene neglecta Ten.,Silene neglecta
1146936,Sempervivum arachnoideum subsp. piliferum (Jord.) Arcang.,Sempervivum × alatum Scheele,Sempervivum × alatum Scheele,Sempervivum × alatum Scheele,Sempervivum × alatum,Sempervivum × alatum nothosubsp. alatum,Sempervivum × alatum
1146937,Sempervivum arachnoideum var. piliferum (Jord.) St.-Lag.,Sempervivum × alatum Scheele,Sempervivum × alatum Scheele,Sempervivum × alatum Scheele,Sempervivum × alatum,Sempervivum × alatum nothosubsp. alatum,Sempervivum × alatum
1146938,Sempervivum × barbulatum var. pseudoarachnoideum (Lamotte) B.Bock,Sempervivum × alatum Scheele,Sempervivum × alatum Scheele,Sempervivum × alatum Scheele,Sempervivum × alatum,Sempervivum × alatum nothosubsp. alatum,Sempervivum × alatum
1146967,Sedum japonicum subsp. uniflorum H.Ohba,Sedum sasakii Hayata,Sedum sasakii Hayata,Sedum sasakii Hayata,Sedum sasakii,Sedum ryukyuense Takuro Ito,Sedum ryukyuense
1147236,Limonium dodartii (Girard) Kuntze,Limonium binervosum (G.E.Sm.) C.E.Salmon,Limonium binervosum (G.E.Sm.) C.E.Salmon,Limonium binervosum (G.E.Sm.) C.E.Salmon,Limonium binervosum,Limonium dodartii (Girard) Kuntze,Limonium dodartii
1147237,Limonium binervosum subsp. dodartii (Girard) P.Fourn.,Limonium binervosum (G.E.Sm.) C.E.Salmon,Limonium binervosum (G.E.Sm.) C.E.Salmon,Limonium binervosum (G.E.Sm.) C.E.Salmon,Limonium binervosum,Limonium dodartii (Girard) Kuntze,Limonium dodartii
1147312,Lycianthes nocturna (Fernald) Bitter,Lycianthes lenta (Cav.) Bitter,Lycianthes lenta (Cav.) Bitter,Lycianthes lenta (Cav.) Bitter,Lycianthes lenta,Lycianthes lenta var. lenta,Lycianthes lenta
1147510,Morus australis var. hachijoensis (Hotta) Kitam.,Morus indica L.,Morus indica L.,Morus indica L.,Morus indica,Morus acidosa Griff.,Morus acidosa
1147654,Malveopsis spicata var. normalis Kuntze,Malvastrum americanum (L.) Torr.,Malvastrum americanum (L.) Torr.,Malvastrum americanum (L.) Torr.,Malvastrum americanum,Melochia spicata (L.) Fryxell,Melochia spicata
1147656,Melochia spicata (L.) Fryxell,Malvastrum americanum (L.) Torr.,Malvastrum americanum (L.) Torr.,Malvastrum americanum (L.) Torr.,Malvastrum americanum,Melochia spicata (L.) Fryxell,Melochia spicata
1147657,Visenia spicata (L.) Colla,Malvastrum americanum (L.) Torr.,Malvastrum americanum (L.) Torr.,Malvastrum americanum (L.) Torr.,Malvastrum americanum,Melochia spicata (L.) Fryxell,Melochia spicata
1147660,Malveopsis spicata (L.) Kuntze,Malvastrum americanum (L.) Torr.,Malvastrum americanum (L.) Torr.,Malvastrum americanum (L.) Torr.,Malvastrum americanum,Melochia spicata (L.) Fryxell,Melochia spicata
1147661,Malvastrum spicatum (L.) A.Gray,Malvastrum americanum (L.) Torr.,Malvastrum americanum (L.) Torr.,Malvastrum americanum (L.) Torr.,Malvastrum americanum,Melochia spicata (L.) Fryxell,Melochia spicata
1147691,Sphaeralcea orbiculata (Greene) Jeps.,Malacothamnus fremontii (A.Gray) Greene,Malacothamnus fremontii (A.Gray) Greene,Malacothamnus fremontii (A.Gray) Greene,Malacothamnus fremontii,Malacothamnus orbiculatus (Greene) Greene,Malacothamnus orbiculatus
1147692,Malacothamnus helleri (Eastw.) Kearney,Malacothamnus fremontii (A.Gray) Greene,Malacothamnus fremontii (A.Gray) Greene,Malacothamnus fremontii (A.Gray) Greene,Malacothamnus fremontii,Malacothamnus fremontii var. exfibulosus (Jeps.) K.Morse,Malacothamnus fremontii
1147694,Malacothamnus howellii (Eastw.) Kearney,Malacothamnus fremontii (A.Gray) Greene,Malacothamnus fremontii (A.Gray) Greene,Malacothamnus fremontii (A.Gray) Greene,Malacothamnus fremontii,Malacothamnus fremontii var. fremontii,Malacothamnus fremontii
1147695,Malvastrum fremontii var. orbiculatum (Greene) I.M.Johnst.,Malacothamnus fremontii (A.Gray) Greene,Malacothamnus fremontii (A.Gray) Greene,Malacothamnus fremontii (A.Gray) Greene,Malacothamnus fremontii,Malacothamnus orbiculatus (Greene) Greene,Malacothamnus orbiculatus
1147696,Malacothamnus fremontii subsp. cercophorus (B.L.Rob.) Munz,Malacothamnus fremontii (A.Gray) Greene,Malacothamnus fremontii (A.Gray) Greene,Malacothamnus fremontii (A.Gray) Greene,Malacothamnus fremontii,Malacothamnus fremontii var. fremontii,Malacothamnus fremontii
1147697,Malacothamnus orbiculatus (Greene) Greene,Malacothamnus fremontii (A.Gray) Greene,Malacothamnus fremontii (A.Gray) Greene,Malacothamnus fremontii (A.Gray) Greene,Malacothamnus fremontii,Malacothamnus orbiculatus (Greene) Greene,Malacothamnus orbiculatus
1147699,Malvastrum fremontii var. helleri (Eastw.) McMinn,Malacothamnus fremontii (A.Gray) Greene,Malacothamnus fremontii (A.Gray) Greene,Malacothamnus fremontii (A.Gray) Greene,Malacothamnus fremontii,Malacothamnus fremontii var. exfibulosus (Jeps.) K.Morse,Malacothamnus fremontii
1147819,Melampyrum arvense subsp. elatius (Boiss.) Beauverd,Melampyrum stenophyllum Boiss.,Melampyrum stenophyllum Boiss.,Melampyrum stenophyllum Boiss.,Melampyrum stenophyllum,Melampyrum elatius (Boiss.) Reut. ex Soó,Melampyrum elatius
1147877,Claytonia setosa (Phil.) Kuntze,Montiopsis potentilloides (Barnéoud) D.I.Ford,Montiopsis potentilloides (Barnéoud) D.I.Ford,Montiopsis potentilloides (Barnéoud) D.I.Ford,Montiopsis potentilloides,Montiopsis gilliesii (Hook. & Arn.) D.I.Ford,Montiopsis gilliesii
1148030,Thamnosma texana var. purpurea (Wooton & Standl.) L.P.Woodruff,Thamnosma texana (A.Gray) Torr.,Thamnosma texana (A.Gray) Torr.,Thamnosma texana (A.Gray) Torr.,Thamnosma texana,Thamnosma texana var. purpurea (Wooton & Standl.) L.P.Woodruff,Thamnosma texana
1148031,Thamnosma texana f. purpurea (Wooton & Standl.) Lundell,Thamnosma texana (A.Gray) Torr.,Thamnosma texana (A.Gray) Torr.,Thamnosma texana (A.Gray) Torr.,Thamnosma texana,Thamnosma texana var. purpurea (Wooton & Standl.) L.P.Woodruff,Thamnosma texana
1148243,Tamarix brachystylis var. geyrii (Diels) Maire,Tamarix canariensis Willd.,Tamarix canariensis Willd.,Tamarix canariensis Willd.,Tamarix canariensis,Tamarix gallica L.,Tamarix gallica
1148355,Ranunculus dissectissimus (Migo) Luferov,Ranunculus ternatus Thunb.,Ranunculus ternatus Thunb.,Ranunculus ternatus Thunb.,Ranunculus ternatus,Ranunculus ternatus var. ternatus,Ranunculus ternatus
1148356,Ranunculus ternatus f. izumikawae (Takara) Yonek.,Ranunculus ternatus Thunb.,Ranunculus ternatus Thunb.,Ranunculus ternatus Thunb.,Ranunculus ternatus,Ranunculus ternatus var. ternatus,Ranunculus ternatus
1148357,Ranunculus ternatus var. dissectissimus (Migo) Hand.-Mazz.,Ranunculus ternatus Thunb.,Ranunculus ternatus Thunb.,Ranunculus ternatus Thunb.,Ranunculus ternatus,Ranunculus ternatus var. ternatus,Ranunculus ternatus
1148589,Pennantia baylisiana (W.R.B.Oliv.) G.T.S.Baylis,Pennantia endlicheri Reissek,Pennantia endlicheri Reissek,Pennantia endlicheri Reissek,Pennantia endlicheri,Pennantia baylisiana (W.R.B.Oliv.) G.T.S.Baylis,Pennantia baylisiana
1148802,Pterodon pubescens (Benth.) Benth.,Pterodon emarginatus Vogel,Pterodon emarginatus Vogel,Pterodon emarginatus Vogel,Pterodon emarginatus,Pterodon pubescens (Benth.) Benth.,Pterodon pubescens
1148803,Acosmium inornatum (Mohlenbr.) Yakovlev,Pterodon emarginatus Vogel,Pterodon emarginatus Vogel,Pterodon emarginatus Vogel,Pterodon emarginatus,Pterodon pubescens (Benth.) Benth.,Pterodon pubescens
1148888,Tapinanthus redingii (De Wild.) Danser,Phragmanthera batangae (Engl.) Balle,Phragmanthera batangae (Engl.) Balle,Phragmanthera batangae (Engl.) Balle,Phragmanthera batangae,Phragmanthera zygiarum (Hiern) Polhill & Wiens,Phragmanthera zygiarum
1148890,Phragmanthera redingii (De Wild.) Balle,Phragmanthera batangae (Engl.) Balle,Phragmanthera batangae (Engl.) Balle,Phragmanthera batangae (Engl.) Balle,Phragmanthera batangae,Phragmanthera zygiarum (Hiern) Polhill & Wiens,Phragmanthera zygiarum
1148922,Vigna stipulacea (Lam.) Kuntze,Pueraria montana var. lobata (Willd.) Maesen & S.M.Almeida ex Sanjappa & Predeep,Pueraria montana var. lobata (Willd.) Maesen & S.M.Almeida ex Sanjappa & Predeep,Pueraria montana var. lobata (Willd.) Maesen & S.M.Almeida ex Sanjappa & Predeep,Pueraria montana,Vigna stipulacea (Lam.) Kuntze,Vigna stipulacea
1149110,Anemone turczaninovii var. hulunensis (L.Q.Zhao) Nan Jiang & W.B.Yu,Pulsatilla turczaninovii Krylov & Serg.,Pulsatilla turczaninovii Krylov & Serg.,Pulsatilla turczaninovii Krylov & Serg.,Pulsatilla turczaninovii,Pulsatilla hulunensis (L.Q.Zhao) L.Q.Zhao & Y.Z.Zhao,Pulsatilla hulunensis
1149287,Pycnarrhena fasciculata (Miers) Diels,Pycnarrhena lucida (Teijsm. & Binn.) Miq.,Pycnarrhena lucida (Teijsm. & Binn.) Miq.,Pycnarrhena lucida (Teijsm. & Binn.) Miq.,Pycnarrhena lucida,Pycnarrhena fasciculata (Miers) Diels,Pycnarrhena fasciculata
1149288,Antitaxis nodiflora (Pierre) Gagnep.,Pycnarrhena lucida (Teijsm. & Binn.) Miq.,Pycnarrhena lucida (Teijsm. & Binn.) Miq.,Pycnarrhena lucida (Teijsm. & Binn.) Miq.,Pycnarrhena lucida,Pycnarrhena nodiflora (Pierre) I.M.Turner,Pycnarrhena nodiflora
1149610,Primula acaulis var. brevistyla (DC.) Gaudin,Primula × polyantha Mill.,Primula × polyantha Mill.,Primula × polyantha Mill.,Primula × polyantha,Primula × polyantha nothosubsp. polyantha,Primula × polyantha
1149611,Primula × variabilis subsp. brevistyla (DC.) P.Fourn.,Primula × polyantha Mill.,Primula × polyantha Mill.,Primula × polyantha Mill.,Primula × polyantha,Primula × polyantha nothosubsp. polyantha,Primula × polyantha
1149612,Primula × variabilis subsp. flagellicaulis (A.Kern.) P.Fourn.,Primula × polyantha Mill.,Primula × polyantha Mill.,Primula × polyantha Mill.,Primula × polyantha,Primula × polyantha nothosubsp. polyantha,Primula × polyantha
1149613,Primula × brevistyla var. flagellicaulis (A.Kern.) Rouy,Primula × polyantha Mill.,Primula × polyantha Mill.,Primula × polyantha Mill.,Primula × polyantha,Primula × polyantha nothosubsp. polyantha,Primula × polyantha
1149614,Primula × variabilis subsp. legueana (E.G.Camus) P.Fourn.,Primula × polyantha Mill.,Primula × polyantha Mill.,Primula × polyantha Mill.,Primula × polyantha,Primula × polyantha nothosubsp. polyantha,Primula × polyantha
1149686,Phlox longifolia subsp. brevifolia (A.Gray) H.Mason,Phlox longifolia Nutt.,Phlox longifolia Nutt.,Phlox longifolia Nutt.,Phlox longifolia,Phlox stansburyi (Torr.) A.Heller,Phlox stansburyi
1149689,Phlox stansburyi (Torr.) A.Heller,Phlox longifolia Nutt.,Phlox longifolia Nutt.,Phlox longifolia Nutt.,Phlox longifolia,Phlox stansburyi (Torr.) A.Heller,Phlox stansburyi
1149690,Phlox longifolia var. brevifolia (A.Gray) A.Gray,Phlox longifolia Nutt.,Phlox longifolia Nutt.,Phlox longifolia Nutt.,Phlox longifolia,Phlox stansburyi (Torr.) A.Heller,Phlox stansburyi
1149692,Phlox grayi Wooton & Standl.,Phlox longifolia Nutt.,Phlox longifolia Nutt.,Phlox longifolia Nutt.,Phlox longifolia,Phlox stansburyi (Torr.) A.Heller,Phlox stansburyi
1149693,Phlox longifolia var. stansburyi (Torr.) A.Gray,Phlox longifolia Nutt.,Phlox longifolia Nutt.,Phlox longifolia Nutt.,Phlox longifolia,Phlox stansburyi (Torr.) A.Heller,Phlox stansburyi
1149695,Phlox longifolia subvar. brevifolia (A.Gray) A.Gray,Phlox longifolia Nutt.,Phlox longifolia Nutt.,Phlox longifolia Nutt.,Phlox longifolia,Phlox stansburyi (Torr.) A.Heller,Phlox stansburyi
1149696,Phlox stansburyi var. brevifolia (A.Gray) E.E.Nelson,Phlox longifolia Nutt.,Phlox longifolia Nutt.,Phlox longifolia Nutt.,Phlox longifolia,Phlox stansburyi (Torr.) A.Heller,Phlox stansburyi
