,202204_202207
number of new accepted species names,418152
number of old accepted species names,417460
new accepted species names which were previously published,376967
number of new species names,965735
number of old species names,965566
new species names not in old,171
species names have disappearedbut this could be due to orthographic changes with authorship,2
