,taxon_name_w_authors,201807_accepted_name_w_author,202406_taxon_name_w_authors,202406_chained_accepted_name_w_author,202406_chained_accepted_species,202406_direct_accepted_name_w_author,202406_direct_accepted_species
81427,Trifolium olivaceum Greene,Trifolium albopurpureum Torr. & A.Gray,Trifolium albopurpureum Torr. & A.Gray,Trifolium albopurpureum Torr. & A.Gray,Trifolium albopurpureum,Trifolium olivaceum Greene,Trifolium olivaceum
81430,Trifolium columbinum var. olivaceum (Greene) Jeps.,Trifolium albopurpureum Torr. & A.Gray,Trifolium albopurpureum Torr. & A.Gray,Trifolium albopurpureum Torr. & A.Gray,Trifolium albopurpureum,Trifolium olivaceum Greene,Trifolium olivaceum
81434,Trifolium olivaceum var. griseum Jeps.,Trifolium albopurpureum Torr. & A.Gray,Trifolium albopurpureum Torr. & A.Gray,Trifolium albopurpureum Torr. & A.Gray,Trifolium albopurpureum,Trifolium olivaceum Greene,Trifolium olivaceum
81435,Trifolium albopurpureum var. olivaceum (Greene) Isely,Trifolium albopurpureum Torr. & A.Gray,Trifolium albopurpureum Torr. & A.Gray,Trifolium albopurpureum Torr. & A.Gray,Trifolium albopurpureum,Trifolium olivaceum Greene,Trifolium olivaceum
81436,Trifolium chiclense Ball,Trifolium amabile var. pedicellaris Ball,Trifolium amabile var. pedicellaris Ball,Trifolium amabile var. pedicellaris Ball,Trifolium amabile,Trifolium peruvianum Vogel,Trifolium peruvianum
81437,Trifolium peruvianum Vogel,Trifolium amabile var. pedicellaris Ball,Trifolium amabile var. pedicellaris Ball,Trifolium amabile var. pedicellaris Ball,Trifolium amabile,Trifolium peruvianum Vogel,Trifolium peruvianum
81438,Trifolium weberbaueri Ulbr.,Trifolium amabile var. pedicellaris Ball,Trifolium amabile var. pedicellaris Ball,Trifolium amabile var. pedicellaris Ball,Trifolium amabile,Trifolium peruvianum Vogel,Trifolium peruvianum
81459,Trifolium hydrophilum Greene,Trifolium depauperatum var. diversifolium (Nutt.) McDermott,Trifolium depauperatum var. diversifolium (Nutt.) McDermott,Trifolium depauperatum var. truncatum (Greene) J.S.Martin ex Isely,Trifolium depauperatum,Trifolium hydrophilum Greene,Trifolium hydrophilum
81460,Trifolium amplectens var. hydrophilum (Greene) Jeps.,Trifolium depauperatum var. diversifolium (Nutt.) McDermott,Trifolium depauperatum var. diversifolium (Nutt.) McDermott,Trifolium depauperatum var. truncatum (Greene) J.S.Martin ex Isely,Trifolium depauperatum,Trifolium hydrophilum Greene,Trifolium hydrophilum
81495,Acacia ambigua Vogel,Lysiloma ambigua Urb.,Lysiloma ambigua Urb.,Lysiloma ambigua Urb.,Lysiloma ambigua,Parasenegalia vogeliana (Steud.) Seigler & Ebinger,Parasenegalia vogeliana
81496,Adesmia trijuga var. robustior Hook. & Arn.,Adesmia aegiceras Phil.,Adesmia aegiceras Phil.,Adesmia aegiceras Phil.,Adesmia aegiceras,Adesmia trijuga Gillies ex Hook. & Arn.,Adesmia trijuga
81579,Adesmia karraikensis Speg.,Adesmia obcordata Clos,Adesmia obcordata Clos,Adesmia obcordata Clos,Adesmia obcordata,Adesmia karraikensis Speg.,Adesmia karraikensis
81602,Adesmia neuquenensis Burkart,Adesmia retusa Griseb.,Adesmia retusa Griseb.,Adesmia retusa Griseb.,Adesmia retusa,Adesmia neuquenensis Burkart,Adesmia neuquenensis
81645,Calliandra clavellina H.Karst.,Calliandra purdiaei Benth.,Calliandra purdiaei Benth.,Calliandra purdiaei Benth.,Calliandra purdiaei,Calliandra purdiei Benth.,Calliandra purdiei
81666,Canavalia altissima (Jacq.) Macfad.,Canavalia altipendula (Piper) Standl.,Canavalia altipendula (Piper) Standl.,Canavalia altipendula (Piper) Standl.,Canavalia altipendula,Mucuna urens (L.) Medik.,Mucuna urens
81718,Inga calycina Benth.,Inga capitata Desv.,Inga capitata Desv.,Inga capitata Desv.,Inga capitata,Inga sessilis Mart.,Inga sessilis
81719,Inga peduncularis Benth.,Inga capitata Desv.,Inga capitata Desv.,Inga capitata Desv.,Inga capitata,Inga peduncularis Benth.,Inga peduncularis
81720,Inga capitata var. latifolia Ducke,Inga capitata Desv.,Inga capitata Desv.,Inga capitata Desv.,Inga capitata,Inga sarmentosa Glaz. ex Harms,Inga sarmentosa
81802,Trifolium tridentatum var. melananthum (Hook. & Arn.) S.Watson,Trifolium willdenovii Spreng.,Trifolium willdenovii Spreng.,Trifolium willdenovii Spreng.,Trifolium willdenovii,Trifolium variegatum Nutt.,Trifolium variegatum
81833,Galactia minarum Standl. & Steyerm.,Galactia discolor Donn.Sm.,Galactia discolor Donn.Sm.,Galactia jussiaeana Kunth,Galactia jussiaeana,Galactia minarum Standl. & Steyerm.,Galactia minarum
81843,Galactia marginalis var. unifoliolata Hassl.,Galactia pretiosa Burkart,Galactia pretiosa Burkart,Nanogalactia pretiosa (Burkart) L.P.Queiroz,Nanogalactia pretiosa,Nanogalactia heterophylla (Gillies ex Hook.) L.P.Queiroz,Nanogalactia heterophylla
81844,Galactia mississippiensis Vail,Galactia regularis (L.) Britton & al.,Galactia regularis (L.) Britton & al.,Galactia regularis (L.) Britton & al.,Galactia regularis,Galactia volubilis (L.) Britton,Galactia volubilis
81847,Galactia villosa Eaton & Wright,Galactia regularis (L.) Britton & al.,Galactia regularis (L.) Britton & al.,Galactia regularis (L.) Britton & al.,Galactia regularis,Galactia mollis Michx.,Galactia mollis
81848,Galactia volubilis (L.) Britton,Galactia regularis (L.) Britton & al.,Galactia regularis (L.) Britton & al.,Galactia regularis (L.) Britton & al.,Galactia regularis,Galactia volubilis (L.) Britton,Galactia volubilis
81849,Galactia volubilis var. mississippiensis Vail,Galactia regularis (L.) Britton & al.,Galactia regularis (L.) Britton & al.,Galactia regularis (L.) Britton & al.,Galactia regularis,Galactia erecta (Walter) Vail,Galactia erecta
81850,Hedysarum volubile L.,Galactia regularis (L.) Britton & al.,Galactia regularis (L.) Britton & al.,Galactia regularis (L.) Britton & al.,Galactia regularis,Galactia volubilis (L.) Britton,Galactia volubilis
81858,Patagonium triphyllum Speg.,Adesmia trifoliata Phil.,Adesmia trifoliata Phil.,Adesmia trifoliata Phil.,Adesmia trifoliata,Adesmia trifoliolata var. trifoliolata ,Adesmia trifoliolata
81895,Aeschynomene falcata var. multijuga Benth.,Aeschynomene vogelii Rudd,Aeschynomene vogelii Rudd,"Ctenodon vogelii (Rudd) D.B.O.S.Cardoso, Filardi & H.C.Lim",Ctenodon vogelii,"Ctenodon podocarpus (Vogel) D.B.O.S.Cardoso, Filardi & H.C.Lima",Ctenodon podocarpus
81897,Acacia littoralis A.Rich.,Albizia berteriana (DC.) Fawc. & Rendle,Albizia berteriana (DC.) Fawc. & Rendle,Albizia berteriana (DC.) Fawc. & Rendle,Albizia berteriana,Pseudalbizzia berteroana (Balb. ex DC.) Britton & Rose,Pseudalbizzia berteroana
81906,Centrosema longifolium Benth.,Centrosema acutifolium Benth.,Centrosema acutifolium Benth.,Centrosema acutifolium Benth.,Centrosema acutifolium,Centrosema angustifolium (Kunth) Benth.,Centrosema angustifolium
81908,Bradburya longifolia (Benth.) Kuntze,Centrosema acutifolium Benth.,Centrosema acutifolium Benth.,Centrosema acutifolium Benth.,Centrosema acutifolium,Centrosema angustifolium (Kunth) Benth.,Centrosema angustifolium
81910,Centrosema brachypodum Benth.,Centrosema arenarium Benth.,Centrosema arenarium Benth.,Centrosema arenarium Benth.,Centrosema arenarium,Centrosema brachypodum Benth.,Centrosema brachypodum
81947,Cologania grandiflora Rose,Cologania biloba (Lindl.) G.Nicholson,Cologania biloba (Lindl.) G.Nicholson,Cologania biloba (Lindl.) G.Nicholson,Cologania biloba,Cologania grandiflora Rose,Cologania grandiflora
81975,Coursetia eriantha Benth.,Coursetia orbicularis Benth.,Coursetia orbicularis Benth.,Poissonia orbicularis (Benth.) Hauman,Poissonia orbicularis,Poissonia eriantha (Benth.) Hauman,Poissonia eriantha
81976,Poissonia eriantha (Benth.) Hauman,Coursetia orbicularis Benth.,Coursetia orbicularis Benth.,Poissonia orbicularis (Benth.) Hauman,Poissonia orbicularis,Poissonia eriantha (Benth.) Hauman,Poissonia eriantha
81994,Inga dumosa Benth.,Inga leiocalycina Benth.,Inga leiocalycina Benth.,Inga laevigata M.Martens & Galeotti,Inga laevigata,Inga stenoptera Benth.,Inga stenoptera
81997,Inga tuerckheimii Pittier,Inga micheliana Harms,Inga micheliana Harms,Inga flexuosa Schltdl.,Inga flexuosa,Inga oerstediana Benth.,Inga oerstediana
81998,Inga cobanensis Pittier,Inga micheliana Harms,Inga micheliana Harms,Inga flexuosa Schltdl.,Inga flexuosa,Inga oerstediana Benth.,Inga oerstediana
82008,Inga radians Pittier,Inga paterno Harms,Inga paterno Harms,Inga paterno Harms,Inga paterno,Inga jinicuil Schltdl. & Cham. ex G.Don,Inga jinicuil
82052,Inga expansa Rusby,Inga velutina Willd.,Inga velutina Willd.,Inga velutina Willd.,Inga velutina,Inga expansa Rusby,Inga expansa
82284,Lupinus hilarianus Benth.,Lupinus gibertianus C.P.Sm.,Lupinus gibertianus C.P.Sm.,Lupinus gibertianus C.P.Sm.,Lupinus gibertianus,Lupinus heptaphyllus (Vell.) Hassl.,Lupinus heptaphyllus
82455,Piptadenia grata (Willd.) J.F.Macbr.,Anadenanthera colubrina (Vell.) Brenan,Anadenanthera colubrina (Vell.) Brenan,Anadenanthera colubrina (Vell.) Brenan,Anadenanthera colubrina,Anadenanthera macrocarpa (Benth.) Brenan,Anadenanthera macrocarpa
82513,Pithecellobium englesingii (Standl.) Standl.,Zygia englesingii (Standl.) Record,Zygia englesingii (Standl.) Record,Zygia englesingii (Standl.) Record,Zygia englesingii,Zygia engelsingii (Standl.) Record,Zygia engelsingii
82543,Pithecellobium malacotrichum Harms,Abarema auriculata (Benth.) Barneby & J.W.Grimes,Abarema auriculata (Benth.) Barneby & J.W.Grimes,"Jupunba auriculata (Benth.) M.V.B.Soares, M.P.Morim & Iganci",Jupunba auriculata,Enterolobium contortisiliquum (Vell.) Morong,Enterolobium contortisiliquum
82556,Pithecellobium palmanum Standl.,Zygia brenesii (Standl.) L.Rico,Zygia brenesii (Standl.) L.Rico,Zygia brenesii (Standl.) L.Rico,Zygia brenesii,Zygia palmana (Standl.) L.Rico,Zygia palmana
82566,Pithecellobium rhombeum Benth.,Abarema brachystachya (DC.) Barneby & J.W.Grimes,Abarema brachystachya (DC.) Barneby & J.W.Grimes,"Jupunba brachystachya (DC.) M.V.B.Soares, M.P.Morim & Iganci",Jupunba brachystachya,"Jupunba rhombea (Benth.) M.V.B.Soares, M.P.Morim & Iganci",Jupunba rhombea
83032,Lupinus pratensis A.Heller,Lupinus confertus Kellogg,Lupinus confertus Kellogg,Lupinus confertus Kellogg,Lupinus confertus,Lupinus pratensis A.Heller,Lupinus pratensis
83665,Oddoniodendron gilletii De Wild.,Oddoniodendron micranthum (Harms) Baker f.,Oddoniodendron micranthum (Harms) Baker f.,Oddoniodendron micranthum (Harms) Baker f.,Oddoniodendron micranthum,Oddoniodendron gilletii De Wild.,Oddoniodendron gilletii
83789,Oxymitra mortehanii De Wild.,Oxystigma oxyphyllum (Harms) Leonard,Oxystigma oxyphyllum (Harms) Leonard,Prioria oxyphylla (Harms) Breteler,Prioria oxyphylla,Monanthotaxis montana (Engl. & Diels) P.H.Hoekstra,Monanthotaxis montana
83891,Derris longifolia Benth.,Deguelia scandens Aubl.,Deguelia scandens Aubl.,Deguelia scandens Aubl.,Deguelia scandens,Deguelia negrensis (Benth.) Taub.,Deguelia negrensis
83892,Derris negrensis Benth.,Deguelia scandens Aubl.,Deguelia scandens Aubl.,Deguelia scandens Aubl.,Deguelia scandens,Deguelia negrensis (Benth.) Taub.,Deguelia negrensis
84200,Hedysarum adscendens var. caeruleum Lindl.,Desmodium adscendens (Sw.) DC.,Desmodium adscendens (Sw.) DC.,Grona adscendens (Sw.) H.Ohashi & K.Ohashi,Grona adscendens,Desmodium molliculum (Kunth) DC.,Desmodium molliculum
84201,Desmodium adscendens var. caeruleum (Lindl.) DC.,Desmodium adscendens (Sw.) DC.,Desmodium adscendens (Sw.) DC.,Grona adscendens (Sw.) H.Ohashi & K.Ohashi,Grona adscendens,Desmodium molliculum (Kunth) DC.,Desmodium molliculum
84239,Phaseolus multiflorus Willd.,Phaseolus coccineus L.,Phaseolus coccineus L.,Phaseolus coccineus L.,Phaseolus coccineus,Phaseolus vulgaris L.,Phaseolus vulgaris
84343,Hosackia stolonifera var. pubescens Torr.,Hosackia oblongifolia Benth.,Hosackia oblongifolia Benth.,Hosackia oblongifolia Benth.,Hosackia oblongifolia,Hosackia crassifolia var. crassifolia ,Hosackia crassifolia
84347,Hosackia puberula var. nana A.Gray,Ottleya oroboides (Kunth) D.D.Sokoloff,Ottleya oroboides (Kunth) D.D.Sokoloff,Acmispon oroboides (Kunth) Brouillet,Acmispon oroboides,Acmispon plebeius (Brandegee) Allred,Acmispon plebeius
84385,Hosackia glabra subsp. brevialata (Ottley) Abrams,Syrmatium nudatum Greene,Syrmatium nudatum Greene,Acmispon nudatus (Greene) Brouillet,Acmispon nudatus,Acmispon glaber var. brevialatus (Ottley) Brouillet,Acmispon glaber
84403,Lupinus cruckshanksii A.Gray,Lupinus ananeanus Ulbr.,Lupinus ananeanus Ulbr.,Lupinus ananeanus Ulbr.,Lupinus ananeanus,Lupinus asa-grayanus C.P.Sm.,Lupinus asa-grayanus
84432,Lupinus holwayorum C.P.Sm.,Lupinus condensiflorus C.P.Sm.,Lupinus condensiflorus C.P.Sm.,Lupinus condensiflorus C.P.Sm.,Lupinus condensiflorus,Lupinus holwayorum C.P.Sm.,Lupinus holwayorum
84433,Lupinus alimanens C.P.Sm.,Lupinus condensiflorus C.P.Sm.,Lupinus condensiflorus C.P.Sm.,Lupinus condensiflorus C.P.Sm.,Lupinus condensiflorus,Lupinus alimanens C.P.Sm.,Lupinus alimanens
84434,Lupinus sericeolodix C.P.Sm.,Lupinus cymboides C.P.Sm.,Lupinus cymboides C.P.Sm.,Lupinus cymboides C.P.Sm.,Lupinus cymboides,Lupinus sericeolodix C.P.Sm.,Lupinus sericeolodix
84446,Lupinus bridgesii A.Heller,Lupinus formosus var. bridgesii (S.Watson) Greene,Lupinus formosus var. bridgesii (S.Watson) Greene,Lupinus albicaulis Douglas,Lupinus albicaulis,Lupinus formosus var. robustus C.P.Sm.,Lupinus formosus
84447,Lupinus greenei A.Heller,Lupinus formosus var. bridgesii (S.Watson) Greene,Lupinus formosus var. bridgesii (S.Watson) Greene,Lupinus albicaulis Douglas,Lupinus albicaulis,Lupinus formosus var. robustus C.P.Sm.,Lupinus formosus
84448,Lupinus subumbellatus C.P.Sm.,Lupinus gibertianus C.P.Sm.,Lupinus gibertianus C.P.Sm.,Lupinus gibertianus C.P.Sm.,Lupinus gibertianus,Lupinus heptaphyllus (Vell.) Hassl.,Lupinus heptaphyllus
84488,Ormosia subsessilis Pittier,Ormosia monosperma (Sw.) Urb.,Ormosia monosperma (Sw.) Urb.,Ormosia monosperma (Sw.) Urb.,Ormosia monosperma,Ormosia subsessilis Pittier,Ormosia subsessilis
84578,Astragalus biflorus A.Gray,Oxytropis podocarpa A.Gray,Oxytropis podocarpa A.Gray,Oxytropis podocarpa A.Gray,Oxytropis podocarpa,Crotalaria angulata Senn,Crotalaria angulata
84611,Spiesia leucantha (Pall.) Kuntze,Oxytropis viscida var. subsucculenta (Hook.) Barneby,Oxytropis viscida var. subsucculenta (Hook.) Barneby,Oxytropis borealis var. borealis ,Oxytropis borealis,Oxytropis leucantha (Pall.) Pers.,Oxytropis leucantha
84613,Astragalus leucanthus Pall.,Oxytropis viscida var. subsucculenta (Hook.) Barneby,Oxytropis viscida var. subsucculenta (Hook.) Barneby,Oxytropis borealis var. borealis ,Oxytropis borealis,Oxytropis leucantha (Pall.) Pers.,Oxytropis leucantha
84644,Phaseolus retusus Benth.,Phaseolus ritensis M.E.Jones,Phaseolus ritensis M.E.Jones,Phaseolus ritensis M.E.Jones,Phaseolus ritensis,Phaseolus maculatus Scheele,Phaseolus maculatus
84663,Acacia grata Willd.,Anadenanthera colubrina (Vell.) Brenan,Anadenanthera colubrina (Vell.) Brenan,Anadenanthera colubrina (Vell.) Brenan,Anadenanthera colubrina,Anadenanthera macrocarpa (Benth.) Brenan,Anadenanthera macrocarpa
84711,Inga englesingii Standl.,Zygia englesingii (Standl.) Record,Zygia englesingii (Standl.) Record,Zygia englesingii (Standl.) Record,Zygia englesingii,Zygia engelsingii (Standl.) Record,Zygia engelsingii
84776,Zornia maranhamensis G.Don,Zornia reticulata Sm.,Zornia reticulata Sm.,Zornia reticulata Sm.,Zornia reticulata,Zornia latifolia Sm.,Zornia latifolia
84777,Zornia diphylla var. glabra (Vogel) Benth.,Zornia reticulata Sm.,Zornia reticulata Sm.,Zornia reticulata Sm.,Zornia reticulata,Zornia burkartii Vanni,Zornia burkartii
84781,Zornia reticulata var. glabra Vogel,Zornia reticulata Sm.,Zornia reticulata Sm.,Zornia reticulata Sm.,Zornia reticulata,Zornia burkartii Vanni,Zornia burkartii
84785,Zornia reticulata var. elongata Vogel,Zornia reticulata Sm.,Zornia reticulata Sm.,Zornia reticulata Sm.,Zornia reticulata,Zornia burkartii Vanni,Zornia burkartii
84787,Zornia ovata Vogel,Zornia sericea Moric.,Zornia sericea Moric.,Zornia sericea Moric.,Zornia sericea,Zornia reticulata Sm.,Zornia reticulata
84928,Astragalus filifolius Clos,Astragalus berteri Colla,Astragalus berteri Colla,Astragalus berteri Colla,Astragalus berteri,Astragalus berteroi Colla,Astragalus berteroi
84929,Tragacantha longior Kuntze,Astragalus berteri Colla,Astragalus berteri Colla,Astragalus berteri Colla,Astragalus berteri,Astragalus berteroi Colla,Astragalus berteroi
84930,Astragalus alberjilla Steud.,Astragalus berteri Colla,Astragalus berteri Colla,Astragalus berteri Colla,Astragalus berteri,Astragalus berteroi Colla,Astragalus berteroi
84931,Astragalus cauquenensis Phil.,Astragalus berteri Colla,Astragalus berteri Colla,Astragalus berteri Colla,Astragalus berteri,Astragalus berteroi Colla,Astragalus berteroi
84933,Astragalus pencanus Phil.,Astragalus berteri Colla,Astragalus berteri Colla,Astragalus berteri Colla,Astragalus berteri,Astragalus berteroi Colla,Astragalus berteroi
84935,Phaca concinna Phil.,Astragalus berteri Colla,Astragalus berteri Colla,Astragalus berteri Colla,Astragalus berteri,Astragalus berteroi Colla,Astragalus berteroi
84936,Astragalus prostratus Hook. & Arn.,Astragalus berteri Colla,Astragalus berteri Colla,Astragalus berteri Colla,Astragalus berteri,Astragalus berteroi Colla,Astragalus berteroi
84937,Phaca elongata Phil.,Astragalus berteri Colla,Astragalus berteri Colla,Astragalus berteri Colla,Astragalus berteri,Astragalus berteroi Colla,Astragalus berteroi
84938,Phaca grata Clos,Astragalus berteri Colla,Astragalus berteri Colla,Astragalus berteri Colla,Astragalus berteri,Astragalus berteroi Colla,Astragalus berteroi
84939,Astragalus rhudolphi Speg.,Astragalus berteri Colla,Astragalus berteri Colla,Astragalus berteri Colla,Astragalus berteri,Astragalus berteroi Colla,Astragalus berteroi
84940,Astragalus laxiflorus (Phil.) Reiche,Astragalus berterianus (Moris) Reiche,Astragalus berterianus (Moris) Reiche,Astragalus berterianus (Moris) Reiche,Astragalus berterianus,Astragalus berteroanus (Moris) Reiche,Astragalus berteroanus
84941,Astragalus oblongifolius Clos,Astragalus berterianus (Moris) Reiche,Astragalus berterianus (Moris) Reiche,Astragalus berterianus (Moris) Reiche,Astragalus berterianus,Astragalus berteroanus (Moris) Reiche,Astragalus berteroanus
84943,Phaca canescens Hook. & Arn.,Astragalus berterianus (Moris) Reiche,Astragalus berterianus (Moris) Reiche,Astragalus berterianus (Moris) Reiche,Astragalus berterianus,Astragalus berteroanus (Moris) Reiche,Astragalus berteroanus
84945,Phaca dissitiflora Phil.,Astragalus berterianus (Moris) Reiche,Astragalus berterianus (Moris) Reiche,Astragalus berterianus (Moris) Reiche,Astragalus berterianus,Astragalus berteroanus (Moris) Reiche,Astragalus berteroanus
84946,Phaca dolichostachya Phil.,Astragalus berterianus (Moris) Reiche,Astragalus berterianus (Moris) Reiche,Astragalus berterianus (Moris) Reiche,Astragalus berterianus,Astragalus berteroanus (Moris) Reiche,Astragalus berteroanus
84947,Phaca laxiflora Phil.,Astragalus berterianus (Moris) Reiche,Astragalus berterianus (Moris) Reiche,Astragalus berterianus (Moris) Reiche,Astragalus berterianus,Astragalus berteroanus (Moris) Reiche,Astragalus berteroanus
84948,Astragalus aconcaguensis Speg.,Astragalus berterianus (Moris) Reiche,Astragalus berterianus (Moris) Reiche,Astragalus berterianus (Moris) Reiche,Astragalus berterianus,Astragalus berteroanus (Moris) Reiche,Astragalus berteroanus
84949,Astragalus canescens (Hook. & Arn.) A.Gray,Astragalus berterianus (Moris) Reiche,Astragalus berterianus (Moris) Reiche,Astragalus berterianus (Moris) Reiche,Astragalus berterianus,Astragalus berteroanus (Moris) Reiche,Astragalus berteroanus
84950,Astragalus placens var. oblongifolius (Clos) Reiche,Astragalus berterianus (Moris) Reiche,Astragalus berterianus (Moris) Reiche,Astragalus berterianus (Moris) Reiche,Astragalus berterianus,Astragalus berteroanus (Moris) Reiche,Astragalus berteroanus
84951,Astragalus laxiflorus var. dissitiflora (Phil.) Reiche,Astragalus berterianus (Moris) Reiche,Astragalus berterianus (Moris) Reiche,Astragalus berterianus (Moris) Reiche,Astragalus berterianus,Astragalus berteroanus (Moris) Reiche,Astragalus berteroanus
84952,Astragalus sphaerocarpus Clos,Astragalus berterianus (Moris) Reiche,Astragalus berterianus (Moris) Reiche,Astragalus berterianus (Moris) Reiche,Astragalus berterianus,Astragalus berteroanus (Moris) Reiche,Astragalus berteroanus
85044,Astragalus junceus A.Gray,Astragalus convallarius Greene,Astragalus convallarius Greene,Astragalus convallarius Greene,Astragalus convallarius,Astragalus diversifolius A.Gray,Astragalus diversifolius
85048,Astragalus diversifolius var. roborum M.E.Jones,Astragalus convallarius Greene,Astragalus convallarius Greene,Astragalus convallarius Greene,Astragalus convallarius,Astragalus diversifolius A.Gray,Astragalus diversifolius
85049,Astragalus junceus var. attenuatus M.E.Jones,Astragalus convallarius Greene,Astragalus convallarius Greene,Astragalus convallarius Greene,Astragalus convallarius,Astragalus diversifolius A.Gray,Astragalus diversifolius
85051,Astragalus vasticola I.M.Johnst.,Astragalus coquimbensis (Hook. & Arn.) Reiche,Astragalus coquimbensis (Hook. & Arn.) Reiche,Astragalus coquimbensis (Hook. & Arn.) Reiche,Astragalus coquimbensis,Astragalus bustillosii Clos,Astragalus bustillosii
85052,Phaca atacamensis Phil.,Astragalus coquimbensis (Hook. & Arn.) Reiche,Astragalus coquimbensis (Hook. & Arn.) Reiche,Astragalus coquimbensis (Hook. & Arn.) Reiche,Astragalus coquimbensis,Astragalus bustillosii Clos,Astragalus bustillosii
85061,Astragalus carnosus Pursh,Astragalus crassicarpus Nutt.,Astragalus crassicarpus Nutt.,Astragalus crassicarpus Nutt.,Astragalus crassicarpus,Sophora nuttalliana B.L.Turner,Sophora nuttalliana
85095,Ecastaphyllum berterii DC.,Dalbergia monetaria L.f.,Dalbergia monetaria L.f.,Dalbergia monetaria L.f.,Dalbergia monetaria,Dalbergia berteroi (DC.) Urb.,Dalbergia berteroi
85102,Dalbergia cibix Pittier,Dalbergia glabra (Mill.) Standl.,Dalbergia glabra (Mill.) Standl.,Dalbergia glabra (Mill.) Standl.,Dalbergia glabra,Dalbergia cibix Pittier,Dalbergia cibix
85104,Dalbergia tabascana Pittier,Dalbergia glabra (Mill.) Standl.,Dalbergia glabra (Mill.) Standl.,Dalbergia glabra (Mill.) Standl.,Dalbergia glabra,Dalbergia tabascana Pittier,Dalbergia tabascana
85138,Dalea ramosissima Benth.,Dalea brandegei (Rose) Bullock,Dalea brandegei (Rose) Bullock,Dalea brandegei (Rose) Bullock,Dalea brandegei,Dalea brandegeei (Rose) Bullock,Dalea brandegeei
85198,Dalea pulchella Moric.,Dalea dorycnoides DC.,Dalea dorycnoides DC.,Dalea dorycnoides DC.,Dalea dorycnoides,Dalea dorycnioides DC.,Dalea dorycnioides
85199,Parosela decora (S.Schauer) Rydb.,Dalea dorycnoides DC.,Dalea dorycnoides DC.,Dalea dorycnoides DC.,Dalea dorycnoides,Dalea dorycnioides DC.,Dalea dorycnioides
85201,Dalea decora S.Schauer,Dalea dorycnoides DC.,Dalea dorycnoides DC.,Dalea dorycnoides DC.,Dalea dorycnoides,Dalea dorycnioides DC.,Dalea dorycnioides
85205,Dalea stenophylla Griseb.,Dalea elegans Hook. & Arn.,Dalea elegans Hook. & Arn.,Dalea cliffortiana Willd.,Dalea cliffortiana,Dalea elegans var. elegans ,Dalea elegans
85338,Dalbergia gilletii De Wild.,Dalbergia hostilis Benth.,Dalbergia hostilis Benth.,Dalbergia hostilis Benth.,Dalbergia hostilis,Dalbergia gilletii De Wild.,Dalbergia gilletii
85347,Machaerium fruticetorum Standl. & Steyerm.,Machaerium chiapense Brandegee,Machaerium chiapense Brandegee,Machaerium chiapense Brandegee,Machaerium chiapense,Machaerium arboreum (Jacq.) Vogel,Machaerium arboreum
85350,Machaerium donnell-smithii Standl.,Machaerium cobanense Donn.Sm.,Machaerium cobanense Donn.Sm.,Machaerium cobanense Donn.Sm.,Machaerium cobanense,Machaerium donnell-smithii Standl.,Machaerium donnell-smithii
85352,Drepanocarpus costaricensis Donn.Sm.,Machaerium cobanense Donn.Sm.,Machaerium cobanense Donn.Sm.,Machaerium cobanense Donn.Sm.,Machaerium cobanense,Machaerium donnell-smithii Standl.,Machaerium donnell-smithii
85358,Machaerium altiscandens Ducke,Machaerium microphyllum (E.Mey.) Standl.,Machaerium microphyllum (E.Mey.) Standl.,Machaerium isadelphum (E.Mey.) Amshoff,Machaerium isadelphum,Machaerium altiscandens Ducke,Machaerium altiscandens
85389,Poecilanthe grandiflora Benth.,Poecilanthe falcata (Vell.) Heringer,Poecilanthe falcata (Vell.) Heringer,Poecilanthe falcata (Vell.) Heringer,Poecilanthe falcata,Poecilanthe grandiflora Benth.,Poecilanthe grandiflora
85516,Mimosa biuncifera Benth.,Mimosa aculeaticarpa Ortega,Mimosa aculeaticarpa Ortega,Mimosa aculeaticarpa Ortega,Mimosa aculeaticarpa,Mimosa biuncifera Benth.,Mimosa biuncifera
85518,Acacia fasciculata Kunth,Mimosa benthamii J.F.Macbr.,Mimosa benthamii J.F.Macbr.,Mimosa benthamii J.F.Macbr.,Mimosa benthamii,Calliandra surinamensis Benth.,Calliandra surinamensis
85529,Mimosa bimucronata var. intermedia Hassl.,Mimosa hexandra Micheli,Mimosa hexandra Micheli,Mimosa hexandra Micheli,Mimosa hexandra,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata
85546,Mimosa adpressa Hook. & Arn.,Mimosa obstrigosa Burkart,Mimosa obstrigosa Burkart,Mimosa obstrigosa Burkart,Mimosa obstrigosa,Mimosa adpressa Hook. & Arn.,Mimosa adpressa
85567,Astragalus amphioxys var. cymbellus M.E.Jones,Astragalus cymboides M.E.Jones,Astragalus cymboides M.E.Jones,Astragalus cymboides M.E.Jones,Astragalus cymboides,Astragalus amphioxys var. amphioxys ,Astragalus amphioxys
85631,Astragalus ervoides Turcz.,Astragalus ervoides Hook. & Arn.,Astragalus ervoides Hook. & Arn.,Astragalus ervoides Hook. & Arn.,Astragalus ervoides,Astragalus miniatus Bunge,Astragalus miniatus
85638,Astragalus elegans Bunge,Astragalus eucosmus Robinson,Astragalus eucosmus Robinson,Astragalus eucosmus Robinson,Astragalus eucosmus,Astragalus elegans Bunge,Astragalus elegans
