,taxon_name_w_authors,v10_accepted_name_w_author,v11_taxon_name_w_authors,v11_chained_accepted_name_w_author,v11_chained_accepted_species,v11_direct_accepted_name_w_author,v11_direct_accepted_species
count,3312,3312,3312,3312,3258,3312,3261
unique,3312,1331,1331,1330,1261,1466,1322
top,Arabis hirsuta subsp. incana Gaudin,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare,Hordeum vulgare subsp. vulgare,Hordeum vulgare
freq,1,160,160,160,160,160,160
