,taxon_name_w_authors,202207_accepted_name_w_author,202406_taxon_name_w_authors,202406_chained_accepted_name_w_author,202406_chained_accepted_species,202406_direct_accepted_name_w_author,202406_direct_accepted_species
count,44030,44030,44030,44030,43745,44030,43805
unique,44030,13789,13789,13692,12896,15954,14375
top,Lalexia Luer,Mentha longifolia (L.) L.,Mentha longifolia (L.) L.,Mentha longifolia (L.) L.,Mentha longifolia,Mentha longifolia subsp. longifolia ,Mentha longifolia
freq,1,239,239,239,239,240,240
