,taxon_name_w_authors,202207_accepted_name_w_author,202406_taxon_name_w_authors,202406_chained_accepted_name_w_author,202406_chained_accepted_species,202406_direct_accepted_name_w_author,202406_direct_accepted_species,202406_chained_accepted_genus,202406_direct_accepted_genus
count,3664,3664,3664,3664,3429,3664,3443,3664,3664
unique,3664,1943,1943,1929,1762,2152,1933,981,910
top,Varthemia DC.,Pennisetum polystachion (L.) Schult.,Pennisetum polystachion (L.) Schult.,Setaria parviflora (Poir.) Kerguélen,Setaria parviflora,Cenchrus setosus subsp. setosus ,Cenchrus setosus,Pentanema,Vernonia
freq,1,40,40,40,40,38,39,77,294
