,201807_202212,Percentages
original_names,1051028,100.0
total_disagreements,44035,4.189707600558691
species_disagreements,17725,1.6864441289860974
genus_disagreements,5513,0.5245340752101751
unresolved_via_chaining_despite_a_direct_resolution,0,0.0
