,taxon_name_w_authors,v10_accepted_name_w_author,v14_taxon_name_w_authors,v14_chained_accepted_name_w_author,v14_chained_accepted_species,v14_direct_accepted_name_w_author,v14_direct_accepted_species
count,6526,6526,6526,6526,6517,6526,6526
unique,6526,2749,2749,2734,2703,3165,3104
top,Austrocylindropuntia colubrina (A.Cast.) Backeb.,Achillea millefolium subsp. millefolium,Achillea millefolium subsp. millefolium,Achillea millefolium subsp. millefolium,Achillea millefolium,Eruca sativa Mill.,Achillea borealis
freq,1,67,67,67,67,46,49
