,taxon_name_w_authors,v10_accepted_name_w_author,v14_taxon_name_w_authors,v14_chained_accepted_name_w_author,v14_chained_accepted_species,v14_direct_accepted_name_w_author,v14_direct_accepted_species,v14_chained_accepted_genus,v14_direct_accepted_genus
121679,Retzia roelloides (L.f.) Spreng.,Retzia capensis Thunb.,Retzia capensis Thunb.,Retzia capensis Thunb.,Retzia capensis,Prismatocarpus pedunculatus (P.J.Bergius) A.DC.,Prismatocarpus pedunculatus,Retzia,Prismatocarpus
122824,Zingiber truncatum Stokes,Zingiber zerumbet subsp. zerumbet,Zingiber zerumbet subsp. zerumbet,Zingiber zerumbet subsp. zerumbet,Zingiber zerumbet,Curcuma zedoaria (Christm.) Roscoe,Curcuma zedoaria,Zingiber,Curcuma
148811,Sinobambusa anaurita T.H.Wen,Oligostachyum hupehense (J.L.Lu) Z.P.Wang & G.H.Ye,Oligostachyum hupehense (J.L.Lu) Z.P.Wang & G.H.Ye,Oligostachyum hupehense (J.L.Lu) Z.P.Wang & G.H.Ye,Oligostachyum hupehense,"Acidosasa anaurita (T.H.Wen) W.Y.Zhang & N.X.Ma ex N.H.Xia, Zhi X.Zhang & Z.Y.Cai",Acidosasa anaurita,Oligostachyum,Acidosasa
152889,Trisetum balearicum Gand.,Rostraria pumila (Lam.) Tzvelev,Rostraria pumila (Lam.) Tzvelev,Aegialina pumila (Lam.) Quintanar & Barberá,Aegialina pumila,Avellinia festucoides (Link) Valdés & H.Scholz,Avellinia festucoides,Aegialina,Avellinia
155779,Trisetaria lapalmae H.Scholz,Trisetaria loeflingiana (L.) Paunero,Trisetaria loeflingiana (L.) Paunero,Trisetaria loeflingiana (L.) Paunero,Trisetaria loeflingiana,Aegialina lapalmae (H.Scholz) Quintanar & Barberá,Aegialina lapalmae,Trisetaria,Aegialina
158468,Eria merrillii Ames,Pinalia ovata (Lindl.) W.Suarez & Cootes,Pinalia ovata (Lindl.) W.Suarez & Cootes,Pinalia ovata (Lindl.) W.Suarez & Cootes,Pinalia ovata,Eria cochleata Lindl.,Eria cochleata,Pinalia,Eria
163586,Panicum granuliferum var. longifolium Kuntze,Trichanthecium granuliferum (Kunth) Zuloaga & Morrone,Trichanthecium granuliferum (Kunth) Zuloaga & Morrone,Trichanthecium granuliferum (Kunth) Zuloaga & Morrone,Trichanthecium granuliferum,Panicum trichanthum Nees,Panicum trichanthum,Trichanthecium,Panicum
167778,Triticum glaucum Honck.,Thinopyrum intermedium subsp. intermedium,Thinopyrum intermedium subsp. intermedium,Thinopyrum intermedium subsp. intermedium,Thinopyrum intermedium,Triticum turgidum subsp. polonicum (L.) Thell.,Triticum turgidum,Thinopyrum,Triticum
170910,Paepalanthus saxicola var. pilosus Moldenke,Syngonanthus saxicola (Körn.) Trovó & Stützel,Syngonanthus saxicola (Körn.) Trovó & Stützel,Syngonanthus saxicola (Körn.) Trovó & Stützel,Syngonanthus saxicola,Paepalanthus amphibius Trovó,Paepalanthus amphibius,Syngonanthus,Paepalanthus
172584,Hordeum sieberianum Besser,Triticum aestivum subsp. compactum (Host) H.Messik.,Triticum aestivum subsp. compactum (Host) H.Messik.,Triticum aestivum subsp. compactum (Host) H.Messik.,Triticum aestivum,Hordeum bulbosum L.,Hordeum bulbosum,Triticum,Hordeum
181552,Festuca yvesii subsp. bellottii (Auquier & Kerguélen) Kerguélen,"Lolium font-queri (St.-Yves) Banfi, Galasso, Foggi, Kopecký & Ardenghi","Lolium font-queri (St.-Yves) Banfi, Galasso, Foggi, Kopecký & Ardenghi","Lolium font-queri (St.-Yves) Banfi, Galasso, Foggi, Kopecký & Ardenghi",Lolium font-queri,Festuca billyi Kerguélen & Plonka,Festuca billyi,Lolium,Festuca
181554,Festuca durissima subsp. bellottii Auquier & Kerguélen,"Lolium font-queri (St.-Yves) Banfi, Galasso, Foggi, Kopecký & Ardenghi","Lolium font-queri (St.-Yves) Banfi, Galasso, Foggi, Kopecký & Ardenghi","Lolium font-queri (St.-Yves) Banfi, Galasso, Foggi, Kopecký & Ardenghi",Lolium font-queri,Festuca billyi Kerguélen & Plonka,Festuca billyi,Lolium,Festuca
182734,Stachytarpheta fiebrigii Moldenke,Citharexylum amabile (Bocq.) Christenh. & Byng,Citharexylum amabile (Bocq.) Christenh. & Byng,Citharexylum amabile (Bocq.) Christenh. & Byng,Citharexylum amabile,Stachytarpheta fiebrigii Moldenke,Stachytarpheta fiebrigii,Citharexylum,Stachytarpheta
192142,Lobivia acanthoplegma var. oligotricha (Cárdenas) Gertel & R.Wahl,Lobivia cinnabarina (Hook.) Britton & Rose,Lobivia cinnabarina (Hook.) Britton & Rose,Lobivia cinnabarina (Hook.) Britton & Rose,Lobivia cinnabarina,Echinopsis oligotricha (Cárdenas) M.Lowry,Echinopsis oligotricha,Lobivia,Echinopsis
192150,Weingartia jarmilae Halda & Horáček,Lobivia cinnabarina (Hook.) Britton & Rose,Lobivia cinnabarina (Hook.) Britton & Rose,Lobivia cinnabarina (Hook.) Britton & Rose,Lobivia cinnabarina,Echinopsis oligotricha (Cárdenas) M.Lowry,Echinopsis oligotricha,Lobivia,Echinopsis
205691,Litsea cinnamomea Blume,Neolitsea cinnamomea (Ridl.) Kosterm.,Neolitsea cinnamomea (Ridl.) Kosterm.,Neolitsea cinnamomea (Ridl.) Kosterm.,Neolitsea cinnamomea,Litsea cinnamomea Blume,Litsea cinnamomea,Neolitsea,Litsea
206442,Ocotea minarum var. canescens (Meisn.) Mez,Ocotea minarum (Nees & Mart.) Mez,Ocotea minarum (Nees & Mart.) Mez,Ocotea minarum (Nees & Mart.) Mez,Ocotea minarum,Nectandra psammophila Nees & Mart.,Nectandra psammophila,Ocotea,Nectandra
211486,Turraea thouarsiana (Baill.) Cavaco & Keraudren,Olax psittacorum (Lam.) Vahl,Olax psittacorum (Lam.) Vahl,Olax psittacorum (Lam.) Vahl,Olax psittacorum,Turraea thouarsiana (Baill.) Cavaco & Keraudren,Turraea thouarsiana,Olax,Turraea
211489,Olax thouarsiana Baill.,Olax psittacorum (Lam.) Vahl,Olax psittacorum (Lam.) Vahl,Olax psittacorum (Lam.) Vahl,Olax psittacorum,Turraea thouarsiana (Baill.) Cavaco & Keraudren,Turraea thouarsiana,Olax,Turraea
217735,Phellopterus jonesii (J.M.Coult. & Rose) Rydb.,Rhysopterus plurijugus J.M.Coult. & Rose,Rhysopterus plurijugus J.M.Coult. & Rose,Rhysopterus plurijugus J.M.Coult. & Rose,Rhysopterus plurijugus,Cymopterus coulteri (M.E.Jones) Mathias,Cymopterus coulteri,Rhysopterus,Cymopterus
217738,Rhysopterus jonesii J.M.Coult. & Rose,Rhysopterus plurijugus J.M.Coult. & Rose,Rhysopterus plurijugus J.M.Coult. & Rose,Rhysopterus plurijugus J.M.Coult. & Rose,Rhysopterus plurijugus,Cymopterus coulteri (M.E.Jones) Mathias,Cymopterus coulteri,Rhysopterus,Cymopterus
219704,Helianthemum racemosum (L.) Pau,Tuberaria guttata (L.) Fourr.,Tuberaria guttata (L.) Fourr.,Tuberaria guttata (L.) Fourr.,Tuberaria guttata,Helianthemum violaceum subsp. violaceum,Helianthemum violaceum,Tuberaria,Helianthemum
219735,Helianthemum variabile Spach,Tuberaria guttata (L.) Fourr.,Tuberaria guttata (L.) Fourr.,Tuberaria guttata (L.) Fourr.,Tuberaria guttata,Helianthemum apenninum (L.) Mill.,Helianthemum apenninum,Tuberaria,Helianthemum
220058,Diplotaxis vernalis Phil.,Tropidocarpum lanatum (Barnéoud) Al-Shehbaz & R.A.Price,Tropidocarpum lanatum (Barnéoud) Al-Shehbaz & R.A.Price,Tropidocarpum lanatum (Barnéoud) Al-Shehbaz & R.A.Price,Tropidocarpum lanatum,Rorippa mandonii (E.Fourn.) Mart.-Laborde,Rorippa mandonii,Tropidocarpum,Rorippa
228739,Viola tricolor var. polychroma (A.Kern.) Gams,Viola L.,Viola L.,Viola L.,,Viola tricolor subsp. subalpina Gaudin,Viola tricolor,,Viola
233891,Alsine rotundifolia (Poir.) Macloskie,Stellaria debilis d'Urv.,Stellaria debilis d'Urv.,Stellaria debilis d'Urv.,Stellaria debilis,Drymaria cordata (L.) Willd. ex Schult.,Drymaria cordata,Stellaria,Drymaria
233892,Stellaria rotundifolia Poir.,Stellaria debilis d'Urv.,Stellaria debilis d'Urv.,Stellaria debilis d'Urv.,Stellaria debilis,Drymaria cordata (L.) Willd. ex Schult.,Drymaria cordata,Stellaria,Drymaria
233893,Drymaria rotundifolia (Poir.) Har.,Stellaria debilis d'Urv.,Stellaria debilis d'Urv.,Stellaria debilis d'Urv.,Stellaria debilis,Drymaria cordata (L.) Willd. ex Schult.,Drymaria cordata,Stellaria,Drymaria
235505,Spergularia nobreana Samp.,Sagina hawaiensis Pax,Sagina hawaiensis Pax,Sagina hawaiensis Pax,Sagina hawaiensis,Spergularia media subsp. media,Spergularia media,Sagina,Spergularia
239307,Statice ciliata (Lange) Rothm.,Limonium durieui (Girard) Kuntze,Limonium durieui (Girard) Kuntze,Limonium durieui (Girard) Kuntze,Limonium durieui,Armeria ciliata (Lange) Nieto Fel.,Armeria ciliata,Limonium,Armeria
242667,Malva spicata L.,Malvastrum americanum (L.) Torr.,Malvastrum americanum (L.) Torr.,Malvastrum americanum (L.) Torr.,Malvastrum americanum,Melochia spicata (L.) Fryxell,Melochia spicata,Malvastrum,Melochia
250807,Parkia panurensis Benth. ex H.C.Hopkins,Parkia pectinata (Humb. & Bonpl. ex Willd.) Benth.,Parkia pectinata (Humb. & Bonpl. ex Willd.) Benth.,Dimorphandra cuprea Sprague & Sandwith,Dimorphandra cuprea,Parkia panurensis Benth. ex H.C.Hopkins,Parkia panurensis,Dimorphandra,Parkia
252418,Dendrophthoe heyneanus Blume,Psittacanthus cucullaris (Lam.) G.Don,Psittacanthus cucullaris (Lam.) G.Don,Psittacanthus cucullaris (Lam.) G.Don,Psittacanthus cucullaris,Taxillus heyneanus (Schult. & Schult.f.) Danser,Taxillus heyneanus,Psittacanthus,Taxillus
252609,Dolichos stipulaceus Lam.,Pueraria montana var. lobata (Willd.) Maesen & S.M.Almeida ex Sanjappa & Predeep,Pueraria montana var. lobata (Willd.) Maesen & S.M.Almeida ex Sanjappa & Predeep,Pueraria montana var. lobata (Willd.) Maesen & S.M.Almeida ex Sanjappa & Predeep,Pueraria montana,Vigna stipulacea (Lam.) Kuntze,Vigna stipulacea,Pueraria,Vigna
254200,Paullinia grandiflora Cambess.,Paullinia pinnata L.,Paullinia pinnata L.,Paullinia pinnata L.,Paullinia pinnata,Serjania erecta Radlk.,Serjania erecta,Paullinia,Serjania
267591,Serruria hirsuta H.Buek ex Meisn.,Scoparia L.,Scoparia L.,Scoparia L.,,Serruria scoparia R.Br.,Serruria scoparia,,Serruria
268259,Meconopsis crassifolia Benth.,Stylophorum diphyllum (Michx.) Nutt.,Stylophorum diphyllum (Michx.) Nutt.,Chelidonium diphyllum Michx.,Chelidonium diphyllum,Papaver crassifolium (Benth.) Greene,Papaver crassifolium,Chelidonium,Papaver
270729,Stauracanthus aphyllus f. spartioides (Webb) Samp.,Stauracanthus genistoides (Brot.) Samp.,Stauracanthus genistoides (Brot.) Samp.,Stauracanthus genistoides (Brot.) Samp.,Stauracanthus genistoides,Ulex minor Roth,Ulex minor,Stauracanthus,Ulex
270732,Stauracanthus genistoides f. spartioides (Webb) Samp.,Stauracanthus genistoides (Brot.) Samp.,Stauracanthus genistoides (Brot.) Samp.,Stauracanthus genistoides (Brot.) Samp.,Stauracanthus genistoides,Ulex minor Roth,Ulex minor,Stauracanthus,Ulex
270737,Ulex genistoides f. spartioides (Webb) C.Vicioso,Stauracanthus genistoides (Brot.) Samp.,Stauracanthus genistoides (Brot.) Samp.,Stauracanthus genistoides (Brot.) Samp.,Stauracanthus genistoides,Ulex minor Roth,Ulex minor,Stauracanthus,Ulex
270738,Ulex genistoides var. spartioides (Webb) C.Vicioso,Stauracanthus genistoides (Brot.) Samp.,Stauracanthus genistoides (Brot.) Samp.,Stauracanthus genistoides (Brot.) Samp.,Stauracanthus genistoides,Ulex minor Roth,Ulex minor,Stauracanthus,Ulex
284308,Aniba megacarpa Hemsl.,Aniba canelilla (Kunth) Mez,Aniba canelilla (Kunth) Mez,Aniba canelilla (Kunth) Mez,Aniba canelilla,Licaria cannella subsp. cannella,Licaria cannella,Aniba,Licaria
285040,Ruschia decumbens L.Bolus,Antimima defecta (L.Bolus) H.E.K.Hartmann,Antimima defecta (L.Bolus) H.E.K.Hartmann,Antimima defecta (L.Bolus) H.E.K.Hartmann,Antimima defecta,Ruschia decumbens L.Bolus,Ruschia decumbens,Antimima,Ruschia
294690,"Sulcorebutia azurduyensis Gertel, Jucker & J.de Vries",Aylostera deminuta (F.A.C.Weber) Backeb.,Aylostera deminuta (F.A.C.Weber) Backeb.,Aylostera deminuta (F.A.C.Weber) Backeb.,Aylostera deminuta,Weingartia canigueralii (Cárdenas) F.H.Brandt,Weingartia canigueralii,Aylostera,Weingartia
294691,"Weingartia azurduyensis (Gertel, Jucker & J.de Vries) Hentzschel & K.Augustin",Aylostera deminuta (F.A.C.Weber) Backeb.,Aylostera deminuta (F.A.C.Weber) Backeb.,Aylostera deminuta (F.A.C.Weber) Backeb.,Aylostera deminuta,Weingartia canigueralii (Cárdenas) F.H.Brandt,Weingartia canigueralii,Aylostera,Weingartia
298764,Echinopepon palmeri S.Watson,Brandegea bigelovii (S.Watson) Cogn.,Brandegea bigelovii (S.Watson) Cogn.,Brandegea bigelovii (S.Watson) Cogn.,Brandegea bigelovii,Echinopepon insularis S.Watson,Echinopepon insularis,Brandegea,Echinopepon
298766,Vaseyanthus insularis var. palmeri (S.Watson) Gentry,Brandegea bigelovii (S.Watson) Cogn.,Brandegea bigelovii (S.Watson) Cogn.,Brandegea bigelovii (S.Watson) Cogn.,Brandegea bigelovii,Echinopepon insularis S.Watson,Echinopepon insularis,Brandegea,Echinopepon
298768,Vaseyanthus insularis var. brandegeei (Cogn.) I.M.Johnst.,Brandegea bigelovii (S.Watson) Cogn.,Brandegea bigelovii (S.Watson) Cogn.,Brandegea bigelovii (S.Watson) Cogn.,Brandegea bigelovii,Echinopepon insularis S.Watson,Echinopepon insularis,Brandegea,Echinopepon
298771,Vaseyanthus palmeri (S.Watson) Gentry,Brandegea bigelovii (S.Watson) Cogn.,Brandegea bigelovii (S.Watson) Cogn.,Brandegea bigelovii (S.Watson) Cogn.,Brandegea bigelovii,Echinopepon insularis S.Watson,Echinopepon insularis,Brandegea,Echinopepon
298772,Vaseyanthus brandegeei (Cogn.) Rose,Brandegea bigelovii (S.Watson) Cogn.,Brandegea bigelovii (S.Watson) Cogn.,Brandegea bigelovii (S.Watson) Cogn.,Brandegea bigelovii,Echinopepon insularis S.Watson,Echinopepon insularis,Brandegea,Echinopepon
298774,Brandegea palmeri (S.Watson) Rose,Brandegea bigelovii (S.Watson) Cogn.,Brandegea bigelovii (S.Watson) Cogn.,Brandegea bigelovii (S.Watson) Cogn.,Brandegea bigelovii,Echinopepon insularis S.Watson,Echinopepon insularis,Brandegea,Echinopepon
298778,Echinocystis brandegeei Cogn.,Brandegea bigelovii (S.Watson) Cogn.,Brandegea bigelovii (S.Watson) Cogn.,Brandegea bigelovii (S.Watson) Cogn.,Brandegea bigelovii,Echinopepon insularis S.Watson,Echinopepon insularis,Brandegea,Echinopepon
298822,Brassica nigra var. laevigata (DC.) Alef.,Brassica carinata A.Braun,Brassica carinata A.Braun,Mutarda carinata (A.Braun) D.A.German,Mutarda carinata,Erucastrum strigosum (Thunb.) O.E.Schulz,Erucastrum strigosum,Mutarda,Erucastrum
312526,Brassica mesopotamica (Spreng.) Bernh.,"Coincya tournefortii (Gouan) Alcaraz, T.E.Díaz, Rivas Mart. & Sánchez-Gómez","Coincya tournefortii (Gouan) Alcaraz, T.E.Díaz, Rivas Mart. & Sánchez-Gómez","Coincya tournefortii (Gouan) Alcaraz, T.E.Díaz, Rivas Mart. & Sánchez-Gómez",Coincya tournefortii,Mutarda arvensis (L.) D.A.German,Mutarda arvensis,Coincya,Mutarda
315080,Lithocardium macranthum (Cham.) Kuntze,Cordia macrantha Chodat,Cordia macrantha Chodat,Cordia alliodora (Ruiz & Pav.) Oken,Cordia alliodora,Varronia paucidentata (Fresen.) Friesen,Varronia paucidentata,Cordia,Varronia
317394,Luffa cylindrica var. multiflora (Spreng.) Domin,Cucumis melo L.,Cucumis melo L.,Cucumis melo L.,Cucumis melo,Luffa aegyptiaca Mill.,Luffa aegyptiaca,Cucumis,Luffa
317638,Luffa arabum Steud.,Cucumis melo L.,Cucumis melo L.,Cucumis melo L.,Cucumis melo,Luffa aegyptiaca Mill.,Luffa aegyptiaca,Cucumis,Luffa
317657,Luffa jacquinii Schrad.,Cucumis melo L.,Cucumis melo L.,Cucumis melo L.,Cucumis melo,Luffa aegyptiaca Mill.,Luffa aegyptiaca,Cucumis,Luffa
317663,Luffa hederacea Wall. ex G.Don,Cucumis melo L.,Cucumis melo L.,Cucumis melo L.,Cucumis melo,Luffa aegyptiaca Mill.,Luffa aegyptiaca,Cucumis,Luffa
317667,Luffa foetida Schrad.,Cucumis melo L.,Cucumis melo L.,Cucumis melo L.,Cucumis melo,Luffa aegyptiaca Mill.,Luffa aegyptiaca,Cucumis,Luffa
317674,Luffa striata Schrad.,Cucumis melo L.,Cucumis melo L.,Cucumis melo L.,Cucumis melo,Luffa aegyptiaca Mill.,Luffa aegyptiaca,Cucumis,Luffa
317680,Luffa veitchii Naudin,Cucumis melo L.,Cucumis melo L.,Cucumis melo L.,Cucumis melo,Luffa aegyptiaca Mill.,Luffa aegyptiaca,Cucumis,Luffa
317683,Luffa vittata Zipp. ex Span.,Cucumis melo L.,Cucumis melo L.,Cucumis melo L.,Cucumis melo,Luffa aegyptiaca Mill.,Luffa aegyptiaca,Cucumis,Luffa
317687,Luffa luffa (L.) A.Lyons,Cucumis melo L.,Cucumis melo L.,Cucumis melo L.,Cucumis melo,Luffa aegyptiaca Mill.,Luffa aegyptiaca,Cucumis,Luffa
317691,Luffa satpatia Buch.-Ham. ex G.Don,Cucumis melo L.,Cucumis melo L.,Cucumis melo L.,Cucumis melo,Luffa aegyptiaca Mill.,Luffa aegyptiaca,Cucumis,Luffa
317695,Luffa parvala Buch.-Ham.,Cucumis melo L.,Cucumis melo L.,Cucumis melo L.,Cucumis melo,Luffa aegyptiaca Mill.,Luffa aegyptiaca,Cucumis,Luffa
317699,Luffa scabra Schumach. & Thonn.,Cucumis melo L.,Cucumis melo L.,Cucumis melo L.,Cucumis melo,Luffa aegyptiaca Mill.,Luffa aegyptiaca,Cucumis,Luffa
317703,Luffa racemosa Roxb.,Cucumis melo L.,Cucumis melo L.,Cucumis melo L.,Cucumis melo,Luffa aegyptiaca Mill.,Luffa aegyptiaca,Cucumis,Luffa
317710,Luffa clavata Roxb.,Cucumis melo L.,Cucumis melo L.,Cucumis melo L.,Cucumis melo,Luffa aegyptiaca Mill.,Luffa aegyptiaca,Cucumis,Luffa
317714,Luffa cordata Meisn. ex M.Roem.,Cucumis melo L.,Cucumis melo L.,Cucumis melo L.,Cucumis melo,Luffa aegyptiaca Mill.,Luffa aegyptiaca,Cucumis,Luffa
319583,Didymocarpus pallidus Kraenzl.,Cyrtandra copelandii Elmer,Cyrtandra copelandii Elmer,Rhynchotechum copelandii (Elmer) Merr.,Rhynchotechum copelandii,Cyrtandra edanoi Olivar & Pelser,Cyrtandra edanoi,Rhynchotechum,Cyrtandra
322809,Annona laevigata Mart.,Desmos chinensis Lour.,Desmos chinensis Lour.,Desmos chinensis Lour.,Desmos chinensis,Xylopia laevigata (Mart.) R.E.Fr.,Xylopia laevigata,Desmos,Xylopia
324523,Babactes oblongifolia (Roxb.) DC.,Didymocarpus acuminatus R.Br.,Didymocarpus acuminatus R.Br.,Didymocarpus acuminatus R.Br.,Didymocarpus acuminatus,Henckelia oblongifolia (Roxb.) D.J.Middleton & Mich.Möller,Henckelia oblongifolia,Didymocarpus,Henckelia
328351,Ehretia indica (Dennst. ex Kostel.) M.R.Almeida & S.M.Almeida,Ehretia aspera Willd.,Ehretia aspera Willd.,Ehretia aspera Willd.,Ehretia aspera,Blachia umbellata (Willd.) Baill.,Blachia umbellata,Ehretia,Blachia
332381,Cactus berteroi Colla,Eriosyce subgibbosa (Haw.) Katt.,Eriosyce subgibbosa (Haw.) Katt.,Eriosyce subgibbosa (Haw.) Katt.,Eriosyce subgibbosa,Cumulopuntia berteroi (Colla) F.Ritter,Cumulopuntia berteroi,Eriosyce,Cumulopuntia
332802,Brassica purpurascens Banks & Sol.,Erucaria hispanica (L.) Druce,Erucaria hispanica (L.) Druce,Erucaria hispanica (L.) Druce,Erucaria hispanica,Chorispora purpurascens (Banks & Sol.) Eig,Chorispora purpurascens,Erucaria,Chorispora
345018,Guioa chrysantha Radlk.,Guioa semiglauca (F.Muell.) Radlk.,Guioa semiglauca (F.Muell.) Radlk.,Guioa semiglauca (F.Muell.) Radlk.,Guioa semiglauca,Toechima dasyrrhache Radlk.,Toechima dasyrrhache,Guioa,Toechima
345703,Erythraea chironioides (Griseb.) A.Gray,Gyrandra Griseb.,Gyrandra Griseb.,Gyrandra Griseb.,,Gyrandra chironioides Griseb.,Gyrandra chironioides,,Gyrandra
346639,Hebenstretia fruticosa L.f.,Hebenstretia dentata L.,Hebenstretia dentata L.,Hebenstretia dentata L.,Hebenstretia dentata,Dischisma fruticosum (L.f.) Rolfe,Dischisma fruticosum,Hebenstretia,Dischisma
352748,Indigofera enneaphylla L.,Indigofera tsiangiana Metcalf,Indigofera tsiangiana Metcalf,Indigofera tsiangiana Metcalf,Indigofera tsiangiana,Psoralea pinnata L.,Psoralea pinnata,Indigofera,Psoralea
360591,Polygala caripensis Turcz.,Asemeia violacea (Aubl.) J.F.B.Pastore & J.R.Abbott,Asemeia violacea (Aubl.) J.F.B.Pastore & J.R.Abbott,Asemeia violacea (Aubl.) J.F.B.Pastore & J.R.Abbott,Asemeia violacea,Senega paniculata (L.) J.F.B.Pastore & J.R.Abbott,Senega paniculata,Asemeia,Senega
