,202212_202204
number of new accepted species names,417460
number of old accepted species names,423006
new accepted species names which were previously published,374444
number of new species names,965566
number of old species names,981071
new species names not in old,12009
species names have disappearedbut this could be due to orthographic changes with authorship,27514
