,202204_202212,Percentages
original_names,1252629,100.0
total_disagreements,9910,0.7911360825910944
species_disagreements,2116,0.1689247175340823
genus_disagreements,345,0.027542073510991683
unresolved_via_chaining_despite_a_direct_resolution,0,0.0
