,taxon_name_w_authors,201905_accepted_name_w_author,202312_taxon_name_w_authors,202312_chained_accepted_name_w_author,202312_chained_accepted_species,202312_direct_accepted_name_w_author,202312_direct_accepted_species
count,56982,56982,56982,56982,56131,56982,56695
unique,56982,18093,18093,17996,17139,21409,19389
top,Xenostegia D.F.Austin & Staples,Deschampsia cespitosa (L.) P.Beauv.,Deschampsia cespitosa (L.) P.Beauv.,Deschampsia cespitosa (L.) P.Beauv.,Deschampsia cespitosa,Koeleria macrantha subsp. macrantha ,Deschampsia cespitosa
freq,1,207,207,207,207,184,204
