,taxon_name_w_authors,201807_accepted_name_w_author,202312_taxon_name_w_authors,202312_chained_accepted_name_w_author,202312_chained_accepted_species,202312_direct_accepted_name_w_author,202312_direct_accepted_species,202312_chained_accepted_genus,202312_direct_accepted_genus
count,18104,18104,18104,18104,17426,18104,17902,18104,18104
unique,18104,8563,8563,8478,8173,10266,9836,2864,3000
top,Werckleocereus Britton & Rose,Cestrum L.,Cestrum L.,Cestrum L.,Dichanthelium acuminatum,Avenula pubescens (Huds.) Dumort.,Avenula pubescens,Carex,Carex
freq,1,184,184,184,119,68,68,320,320
