,202204_202312,Percentages
original_names,1252629,100.0
total_disagreements,34621,2.7638670348522987
species_disagreements,12640,1.0090777077650286
genus_disagreements,3743,0.2988115395699764
unresolved_via_chaining_despite_a_direct_resolution,0,0.0
