,202212_202412,Percentages
original_names,1278064,100.0
total_disagreements,46961,3.6743856332703215
species_disagreements,17638,1.3800560848283028
genus_disagreements,4586,0.3588239712565255
unresolved_via_chaining_despite_a_direct_resolution,0,0.0
