,taxon_name_w_authors,202212_accepted_name_w_author,202412_taxon_name_w_authors,202412_chained_accepted_name_w_author,202412_chained_accepted_species,202412_direct_accepted_name_w_author,202412_direct_accepted_species
count,46961,46961,46961,46961,46369,46961,46459
unique,46961,14288,14288,14166,13253,16976,15179
top,Myrtus communis f. lusitanica (L.) Cout.,Mentha longifolia (L.) L.,Mentha longifolia (L.) L.,Mentha longifolia (L.) L.,Mentha longifolia,Mentha longifolia subsp. longifolia ,Mentha longifolia
freq,1,246,246,246,246,247,247
