,taxon_name_w_authors,v11_accepted_name_w_author,v13_taxon_name_w_authors,v13_chained_accepted_name_w_author,v13_chained_accepted_species,v13_direct_accepted_name_w_author,v13_direct_accepted_species,v13_chained_accepted_genus,v13_direct_accepted_genus
count,3040,3040,3040,3040,2913,3040,2915,3040,3040
unique,3040,1391,1391,1386,1313,1579,1464,716,739
top,Cereus ritteri subsp. parpaetiensis (F.Ritter) P.J.Braun & Esteves,Eruca vesicaria (L.) Cav.,Eruca vesicaria (L.) Cav.,Eruca vesicaria (L.) Cav.,Eruca vesicaria,Eruca sativa Mill.,Eruca sativa,Rosa,Rosa
freq,1,61,61,61,61,48,48,131,131
