,202112_202212,Percentages
original_names,1246738,100.0
total_disagreements,9703,0.7782709759388099
species_disagreements,2145,0.1720489790156392
genus_disagreements,406,0.03256498157592052
unresolved_via_chaining_despite_a_direct_resolution,0,0.0
