,202207_201905
number of new accepted species names,370669
number of old accepted species names,418152
new accepted species names which were previously published,298420
number of new species names,807543
number of old species names,965735
new species names not in old,148054
species names have disappearedbut this could be due to orthographic changes with authorship,306246
