,taxon_name_w_authors,v13_accepted_name_w_author,v14_taxon_name_w_authors,v14_chained_accepted_name_w_author,v14_chained_accepted_species,v14_direct_accepted_name_w_author,v14_direct_accepted_species,v14_chained_accepted_genus,v14_direct_accepted_genus
3008,Anteriorchis fragrans (Pollini) Szlach.,"Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase","Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase","Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase",Anacamptis coriophora,Anacamptis fragrans (Pollini) R.M.Bateman,Anacamptis fragrans,Anacamptis,Anacamptis
3009,"Anacamptis coriophora subsp. fragrans (Pollini) R.M.Bateman, Pridgeon & M.W.Chase","Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase","Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase","Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase",Anacamptis coriophora,Anacamptis fragrans (Pollini) R.M.Bateman,Anacamptis fragrans,Anacamptis,Anacamptis
3010,Anteriorchis coriophora subsp. fragrans (Pollini) Jacquet,"Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase","Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase","Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase",Anacamptis coriophora,Anacamptis fragrans (Pollini) R.M.Bateman,Anacamptis fragrans,Anacamptis,Anacamptis
3028,Phleum rhaeticum (Humphries) Rauschert,Phleum alpinum L.,Phleum alpinum L.,Phleum alpinum L.,Phleum alpinum,Phleum rhaeticum (Humphries) Rauschert,Phleum rhaeticum,Phleum,Phleum
3043,Trifurcia lahue subsp. caerulea (Herb.) Goldblatt,Herbertia lahue (Molina) Goldblatt,Herbertia lahue (Molina) Goldblatt,Herbertia lahue (Molina) Goldblatt,Herbertia lahue,Herbertia caerulea (Herb.) Herb.,Herbertia caerulea,Herbertia,Herbertia
3044,Alophia lahue subsp. caerulea (Herb.) Ravenna,Herbertia lahue (Molina) Goldblatt,Herbertia lahue (Molina) Goldblatt,Herbertia lahue (Molina) Goldblatt,Herbertia lahue,Herbertia caerulea (Herb.) Herb.,Herbertia caerulea,Herbertia,Herbertia
3190,Alophia caerulea (Herb.) Mottet,Herbertia lahue (Molina) Goldblatt,Herbertia lahue (Molina) Goldblatt,Herbertia lahue (Molina) Goldblatt,Herbertia lahue,Herbertia caerulea (Herb.) Herb.,Herbertia caerulea,Herbertia,Herbertia
3279,Chusua nana (King & Pantl.) Pradhan,Hemipilia chusua (D.Don) Y.Tang & H.Peng,Hemipilia chusua (D.Don) Y.Tang & H.Peng,Hemipilia chusua (D.Don) Y.Tang & H.Peng,Hemipilia chusua,Hemipilia nana (King & Pantl.) J.M.H.Shaw,Hemipilia nana,Hemipilia,Hemipilia
3280,Chusua roborowskyi var. nana (King & Pantl.) P.F.Hunt,Hemipilia chusua (D.Don) Y.Tang & H.Peng,Hemipilia chusua (D.Don) Y.Tang & H.Peng,Hemipilia chusua (D.Don) Y.Tang & H.Peng,Hemipilia chusua,Hemipilia nana (King & Pantl.) J.M.H.Shaw,Hemipilia nana,Hemipilia,Hemipilia
3488,Potentilla pensylvanica var. nudicaulis (Willd. ex Schltdl.) Lehm.,Potentilla tanacetifolia Willd. ex D.F.K.Schltdl.,Potentilla tanacetifolia Willd. ex D.F.K.Schltdl.,Potentilla tanacetifolia Willd. ex D.F.K.Schltdl.,Potentilla tanacetifolia,Potentilla × nudicaulis Willd. ex D.F.K.Schltdl.,Potentilla × nudicaulis,Potentilla,Potentilla
3622,Gymnadenia chusua var. nana (King & Pantl.) Finet,Hemipilia chusua (D.Don) Y.Tang & H.Peng,Hemipilia chusua (D.Don) Y.Tang & H.Peng,Hemipilia chusua (D.Don) Y.Tang & H.Peng,Hemipilia chusua,Hemipilia nana (King & Pantl.) J.M.H.Shaw,Hemipilia nana,Hemipilia,Hemipilia
3642,Carpinus davidii (Franch.) C.K.Schneid.,Carpinus viminea Lindl. ex Wall.,Carpinus viminea Lindl. ex Wall.,Carpinus viminea Lindl. ex Wall.,Carpinus viminea,Carpinus fargesii Franch.,Carpinus fargesii,Carpinus,Carpinus
5823,Pilosella apatelia subsp. bregensis (Nägeli & Peter) Soják,Pilosella piloselliflora (Nägeli & Peter) Soják,Pilosella piloselliflora (Nägeli & Peter) Soják,Pilosella piloselliflora (Nägeli & Peter) Soják,Pilosella piloselliflora,Pilosella apatelia (Nägeli & Peter) Soják,Pilosella apatelia,Pilosella,Pilosella
6297,Rostellularia vahliana (Schult.) Mabb.,Rostellularia quinqueangularis (J.Koenig ex Roxb.) Nees,Rostellularia quinqueangularis (J.Koenig ex Roxb.) Nees,Rostellularia quinqueangularis (J.Koenig ex Roxb.) Nees,Rostellularia quinqueangularis,Rostellularia vahliana (Schult.) Mabb.,Rostellularia vahliana,Rostellularia,Rostellularia
6463,Valeriana hookeri Shuttlew.,Valeriana scouleri Rydb.,Valeriana scouleri Rydb.,Valeriana scouleri Rydb.,Valeriana scouleri,Valeriana sitchensis Bong.,Valeriana sitchensis,Valeriana,Valeriana
6727,Corymbia lamprophylla (Brooker & A.R.Bean) K.D.Hill & L.A.S.Johnson,Corymbia stockeri subsp. stockeri,Corymbia stockeri subsp. stockeri,Corymbia stockeri subsp. stockeri,Corymbia stockeri,Corymbia lamprophylla (Brooker & A.R.Bean) K.D.Hill & L.A.S.Johnson,Corymbia lamprophylla,Corymbia,Corymbia
7365,Orchis nana (King & Pantl.) Schltr.,Hemipilia chusua (D.Don) Y.Tang & H.Peng,Hemipilia chusua (D.Don) Y.Tang & H.Peng,Hemipilia chusua (D.Don) Y.Tang & H.Peng,Hemipilia chusua,Hemipilia nana (King & Pantl.) J.M.H.Shaw,Hemipilia nana,Hemipilia,Hemipilia
9620,Corybas grumulus (D.L.Jones) G.N.Backh.,Corybas diemenicus (Lindl.) Rupp,Corybas diemenicus (Lindl.) Rupp,Corybas diemenicus (Lindl.) Rupp,Corybas diemenicus,Corybas grumulus (D.L.Jones) G.N.Backh.,Corybas grumulus,Corybas,Corybas
10039,Lampranthus acrosepalus (L.Bolus) L.Bolus,Lampranthus bicolor (L.) N.E.Br.,Lampranthus bicolor (L.) N.E.Br.,Lampranthus bicolor (L.) N.E.Br.,Lampranthus bicolor,Lampranthus acrosepalus (L.Bolus) L.Bolus,Lampranthus acrosepalus,Lampranthus,Lampranthus
11273,Sarcocornia fruticosa var. deflexa (Rouy) Lahondere & Gamisans,Salicornia alpini subsp. alpini,Salicornia alpini subsp. alpini,Salicornia alpini subsp. alpini,Salicornia alpini,Salicornia perennis Mill.,Salicornia perennis,Salicornia,Salicornia
12145,Draba podolica (Besser) Rupr.,Draba hyperborea (L.) Desv.,Draba hyperborea (L.) Desv.,Draba hyperborea (L.) Desv.,Draba hyperborea,Draba podolica (Besser) Rupr.,Draba podolica,Draba,Draba
12287,Schivereckia podolica (Besser) Andrz. ex DC.,Draba hyperborea (L.) Desv.,Draba hyperborea (L.) Desv.,Draba hyperborea (L.) Desv.,Draba hyperborea,Draba podolica (Besser) Rupr.,Draba podolica,Draba,Draba
12302,Schivereckia mutabilis (M.I.Alex.) M.I.Alex.,Draba hyperborea (L.) Desv.,Draba hyperborea (L.) Desv.,Draba hyperborea (L.) Desv.,Draba hyperborea,Draba podolica (Besser) Rupr.,Draba podolica,Draba,Draba
12379,Cryptantha celosioides (Eastw.) Payson,Oreocarya glomerata (Fraser ex Pursh) Greene,Oreocarya glomerata (Fraser ex Pursh) Greene,Oreocarya glomerata (Fraser ex Pursh) Greene,Oreocarya glomerata,Oreocarya celosioides Eastw.,Oreocarya celosioides,Oreocarya,Oreocarya
12415,Cryptantha sheldonii (Brand) Payson,Oreocarya glomerata (Fraser ex Pursh) Greene,Oreocarya glomerata (Fraser ex Pursh) Greene,Oreocarya glomerata (Fraser ex Pursh) Greene,Oreocarya glomerata,Oreocarya celosioides Eastw.,Oreocarya celosioides,Oreocarya,Oreocarya
12540,Cryptantha nubigena var. celosioides (Eastw.) B.Boivin,Oreocarya glomerata (Fraser ex Pursh) Greene,Oreocarya glomerata (Fraser ex Pursh) Greene,Oreocarya glomerata (Fraser ex Pursh) Greene,Oreocarya glomerata,Oreocarya celosioides Eastw.,Oreocarya celosioides,Oreocarya,Oreocarya
12806,Rhytionanthos balaeniceps (Rchb.f.) C.S.Kumar & Garay,Bulbophyllum napellii Lindl.,Bulbophyllum napellii Lindl.,Bulbophyllum napellii Lindl.,Bulbophyllum napellii,Bulbophyllum balaeniceps Rchb.f.,Bulbophyllum balaeniceps,Bulbophyllum,Bulbophyllum
13107,"Weingartia cantargalloensis (Gertel, Jucker & J.de Vries) Hentzschel & K.Augustin",Rebutia canigueralii Cárdenas,Rebutia canigueralii Cárdenas,Weingartia canigueralii (Cárdenas) F.H.Brandt,Weingartia canigueralii,"Weingartia cantargalloensis (Gertel, Jucker & J.de Vries) Hentzschel & K.Augustin",Weingartia cantargalloensis,Weingartia,Weingartia
13739,Hieracium pyrenaicum var. blattarioides (L.) L.,Crepis pyrenaica (L.) Greuter,Crepis pyrenaica (L.) Greuter,Crepis pyrenaica (L.) Greuter,Crepis pyrenaica,Crepis blattarioides (L.) Vill.,Crepis blattarioides,Crepis,Crepis
13740,Soyeria blattarioides (L.) Monnier,Crepis pyrenaica (L.) Greuter,Crepis pyrenaica (L.) Greuter,Crepis pyrenaica (L.) Greuter,Crepis pyrenaica,Crepis blattarioides (L.) Vill.,Crepis blattarioides,Crepis,Crepis
13741,Catonia blattarioides (L.) Cass.,Crepis pyrenaica (L.) Greuter,Crepis pyrenaica (L.) Greuter,Crepis pyrenaica (L.) Greuter,Crepis pyrenaica,Crepis blattarioides (L.) Vill.,Crepis blattarioides,Crepis,Crepis
13742,Crepis blattarioides (L.) Vill.,Crepis pyrenaica (L.) Greuter,Crepis pyrenaica (L.) Greuter,Crepis pyrenaica (L.) Greuter,Crepis pyrenaica,Crepis blattarioides (L.) Vill.,Crepis blattarioides,Crepis,Crepis
13849,Crepis sibirica var. blattarioides (L.) L.,Crepis pyrenaica (L.) Greuter,Crepis pyrenaica (L.) Greuter,Crepis pyrenaica (L.) Greuter,Crepis pyrenaica,Crepis blattarioides (L.) Vill.,Crepis blattarioides,Crepis,Crepis
16364,Elleanthus lepidus (Rchb.f.) Rchb.f.,Elleanthus caravata (Aubl.) Rchb.f.,Elleanthus caravata (Aubl.) Rchb.f.,Elleanthus caravata (Aubl.) Rchb.f.,Elleanthus caravata,Elleanthus lepidus (Rchb.f.) Rchb.f.,Elleanthus lepidus,Elleanthus,Elleanthus
18358,Herbertia caerulea (Herb.) Herb.,Herbertia lahue (Molina) Goldblatt,Herbertia lahue (Molina) Goldblatt,Herbertia lahue (Molina) Goldblatt,Herbertia lahue,Herbertia caerulea (Herb.) Herb.,Herbertia caerulea,Herbertia,Herbertia
18359,Herbertia lahue subsp. caerulea (Herb.) Goldblatt,Herbertia lahue (Molina) Goldblatt,Herbertia lahue (Molina) Goldblatt,Herbertia lahue (Molina) Goldblatt,Herbertia lahue,Herbertia caerulea (Herb.) Herb.,Herbertia caerulea,Herbertia,Herbertia
18435,Pennantia baylisiana (W.R.B.Oliv.) G.T.S.Baylis,Pennantia endlicheri Reissek,Pennantia endlicheri Reissek,Pennantia endlicheri Reissek,Pennantia endlicheri,Pennantia baylisiana (W.R.B.Oliv.) G.T.S.Baylis,Pennantia baylisiana,Pennantia,Pennantia
18711,Ponerorchis chusua var. nana (King & Pantl.) R.C.Srivast.,Hemipilia chusua (D.Don) Y.Tang & H.Peng,Hemipilia chusua (D.Don) Y.Tang & H.Peng,Hemipilia chusua (D.Don) Y.Tang & H.Peng,Hemipilia chusua,Hemipilia nana (King & Pantl.) J.M.H.Shaw,Hemipilia nana,Hemipilia,Hemipilia
18712,Ponerorchis nana (King & Pantl.) Soó,Hemipilia chusua (D.Don) Y.Tang & H.Peng,Hemipilia chusua (D.Don) Y.Tang & H.Peng,Hemipilia chusua (D.Don) Y.Tang & H.Peng,Hemipilia chusua,Hemipilia nana (King & Pantl.) J.M.H.Shaw,Hemipilia nana,Hemipilia,Hemipilia
18752,Strailia T.Durand,Lecythis Loefl.,Lecythis Loefl.,Lecythis Loefl.,,Chytroma Miers,,Lecythis,Chytroma
18943,Carthamodes Kuntze,Carthamus L.,Carthamus L.,Carthamus L.,,Carduncellus Adans.,,Carthamus,Carduncellus
18956,Morus australis var. hastifolia (F.T.Wang & T.Tang ex Z.Y.Cao) Z.Y.Cao,Morus indica L.,Morus indica L.,Morus indica L.,Morus indica,Morus acidosa Griff.,Morus acidosa,Morus,Morus
19108,Arabis planisiliqua subsp. nemorensis (J.F.Wolff ex Hoffm.) Soják,Arabis planisiliqua (Pers.) Rchb.,Arabis planisiliqua (Pers.) Rchb.,Arabis planisiliqua (Pers.) Rchb.,Arabis planisiliqua,Arabis nemorensis (J.F.Wolff ex Hoffm.) W.D.J.Koch,Arabis nemorensis,Arabis,Arabis
19109,Arabis nemorensis (J.F.Wolff ex Hoffm.) W.D.J.Koch,Arabis planisiliqua (Pers.) Rchb.,Arabis planisiliqua (Pers.) Rchb.,Arabis planisiliqua (Pers.) Rchb.,Arabis planisiliqua,Arabis nemorensis (J.F.Wolff ex Hoffm.) W.D.J.Koch,Arabis nemorensis,Arabis,Arabis
19971,Populus nigra var. charkowiensis (R.I.Schröd.) Hyl.,Populus nigra subsp. nigra,Populus nigra subsp. nigra,Populus nigra subsp. nigra,Populus nigra,Populus × steiniana Bornm.,Populus × steiniana,Populus,Populus
20199,Phyllorkis conchifera (Rchb.f.) Kuntze,Bulbophyllum khasyanum Griff.,Bulbophyllum khasyanum Griff.,Bulbophyllum khasyanum Griff.,Bulbophyllum khasyanum,Bulbophyllum conchiferum Rchb.f.,Bulbophyllum conchiferum,Bulbophyllum,Bulbophyllum
20288,Gentianella germanica subsp. semleri (Vollm.) Holub,Gentianella germanica (Willd.) Börner,Gentianella germanica (Willd.) Börner,Gentianella germanica (Willd.) Börner,Gentianella germanica,Gentianella rhaetica (A.Kern. & Jos.Kern.) Á.Löve & D.Löve,Gentianella rhaetica,Gentianella,Gentianella
20787,Verbena ciliata var. pubera (Greene) L.M.Perry,Verbena bipinnatifida var. nepetifolia (Tidestr.) Jeps.,Verbena bipinnatifida var. nepetifolia (Tidestr.) Jeps.,Glandularia gooddingii (Briq.) Solbrig,Glandularia gooddingii,Glandularia pubera (Greene) G.L.Nesom,Glandularia pubera,Glandularia,Glandularia
20800,Glandularia pubera (Greene) G.L.Nesom,Verbena bipinnatifida var. nepetifolia (Tidestr.) Jeps.,Verbena bipinnatifida var. nepetifolia (Tidestr.) Jeps.,Glandularia gooddingii (Briq.) Solbrig,Glandularia gooddingii,Glandularia pubera (Greene) G.L.Nesom,Glandularia pubera,Glandularia,Glandularia
21031,Othonna spinescens (DC.) D.Dietr.,Othonna spinescens DC.,Othonna spinescens DC.,Othonna spinescens DC.,Othonna spinescens,Othonna rhamnoides Sch.Bip.,Othonna rhamnoides,Othonna,Othonna
21032,Othonna rhamnoides Sch.Bip.,Othonna spinescens DC.,Othonna spinescens DC.,Othonna spinescens DC.,Othonna spinescens,Othonna rhamnoides Sch.Bip.,Othonna rhamnoides,Othonna,Othonna
21040,Senecio spinescens (DC.) Sch.Bip.,Othonna spinescens DC.,Othonna spinescens DC.,Othonna spinescens DC.,Othonna spinescens,Othonna rhamnoides Sch.Bip.,Othonna rhamnoides,Othonna,Othonna
21353,Morus alba var. stylosa Bureau,Morus indica L.,Morus indica L.,Morus indica L.,Morus indica,Morus acidosa Griff.,Morus acidosa,Morus,Morus
21952,Euphrasia picta subsp. arguta (F.Towns.) P.F.Yeo,Euphrasia picta Wimm.,Euphrasia picta Wimm.,Euphrasia picta Wimm.,Euphrasia picta,Euphrasia kerneri Wettst.,Euphrasia kerneri,Euphrasia,Euphrasia
22565,Solanum dillenianum Polgar,Solanum alatum Moench,Solanum alatum Moench,Solanum villosum Mill.,Solanum villosum,Solanum emulans Raf.,Solanum emulans,Solanum,Solanum
22602,Elymus wiegandii var. calvescens (Fernald) A.Haines,Elymus canadensis L.,Elymus canadensis L.,Elymus canadensis L.,Elymus canadensis,Elymus wiegandii Fernald,Elymus wiegandii,Elymus,Elymus
22825,Elymus canadensis f. calvescens (Fernald) Bowden,Elymus canadensis L.,Elymus canadensis L.,Elymus canadensis L.,Elymus canadensis,Elymus wiegandii Fernald,Elymus wiegandii,Elymus,Elymus
22988,Sedum vulgare (Haw.) Link,Hylotelephium telephium subsp. telephium,Hylotelephium telephium subsp. telephium,Hylotelephium telephium (L.) H.Ohba,Hylotelephium telephium,Hylotelephium vulgare (Haw.) Holub,Hylotelephium vulgare,Hylotelephium,Hylotelephium
23104,Sedum telephium subsp. vulgare (Haw.) Fröd.,Hylotelephium telephium subsp. telephium,Hylotelephium telephium subsp. telephium,Hylotelephium telephium (L.) H.Ohba,Hylotelephium telephium,Hylotelephium vulgare (Haw.) Holub,Hylotelephium vulgare,Hylotelephium,Hylotelephium
28007,Cystopteris fragilis var. apiiformis (Gand.) C.Chr.,Cystopteris fragilis subsp. fragilis,Cystopteris fragilis subsp. fragilis,Cystopteris fragilis subsp. fragilis,Cystopteris fragilis,Cystopteris apiiformis Gand.,Cystopteris apiiformis,Cystopteris,Cystopteris
28011,Sulcorebutia losenickyana var. chatajillensis (Oeser & Brederoo) K.Augustin & Gertel,Rebutia canigueralii Cárdenas,Rebutia canigueralii Cárdenas,Weingartia canigueralii (Cárdenas) F.H.Brandt,Weingartia canigueralii,Weingartia vasqueziana (Rausch) Hentzschel & K.Augustin,Weingartia vasqueziana,Weingartia,Weingartia
28012,Sulcorebutia vasqueziana subsp. chatajillensis (Oeser & Brederoo) Gertel & Šída,Rebutia canigueralii Cárdenas,Rebutia canigueralii Cárdenas,Weingartia canigueralii (Cárdenas) F.H.Brandt,Weingartia canigueralii,Weingartia vasqueziana (Rausch) Hentzschel & K.Augustin,Weingartia vasqueziana,Weingartia,Weingartia
28987,Crataegus uniflora var. brittonii (Eggl.) Lance,Crataegus uniflora Münchh.,Crataegus uniflora Münchh.,Crataegus uniflora Münchh.,Crataegus uniflora,Crataegus brittonii Eggl.,Crataegus brittonii,Crataegus,Crataegus
29071,Microlaena avenacea var. carsei (Cheeseman) Zotov,Ehrharta diplax var. diplax,Ehrharta diplax var. diplax,Ehrharta diplax var. diplax,Ehrharta diplax,Microlaena carsei Cheeseman,Microlaena carsei,Ehrharta,Microlaena
29125,Lobelia arenaria (Hook.f.) Heenan & de Lange,Lobelia angulata G.Forst.,Lobelia angulata G.Forst.,Lobelia angulata G.Forst.,Lobelia angulata,Lobelia arenaria (Hook.f.) Heenan & de Lange,Lobelia arenaria,Lobelia,Lobelia
31702,Leachia trifoliata Cass.,Coreopsis auriculata L.,Coreopsis auriculata L.,Coreopsis auriculata L.,Coreopsis auriculata,Coreopsis lanceolata L.,Coreopsis lanceolata,Coreopsis,Coreopsis
34150,Potentilla verna var. gaudinii (Gremli) Fiori,Potentilla pusilla Host,Potentilla pusilla Host,Potentilla pusilla Host,Potentilla pusilla,Potentilla puberula Krašan,Potentilla puberula,Potentilla,Potentilla
34152,Potentilla glandulifera subsp. gaudinii (Gremli) Hayek,Potentilla pusilla Host,Potentilla pusilla Host,Potentilla pusilla Host,Potentilla pusilla,Potentilla puberula Krašan,Potentilla puberula,Potentilla,Potentilla
34153,Potentilla cinerea var. gaudinii (Gremli) Rouy & E.G.Camus,Potentilla pusilla Host,Potentilla pusilla Host,Potentilla pusilla Host,Potentilla pusilla,Potentilla puberula Krašan,Potentilla puberula,Potentilla,Potentilla
34154,Potentilla cinerea subsp. gaudinii (Gremli) P.Fourn.,Potentilla pusilla Host,Potentilla pusilla Host,Potentilla pusilla Host,Potentilla pusilla,Potentilla puberula Krašan,Potentilla puberula,Potentilla,Potentilla
34213,Potentilla incana var. gaudinii (Gremli) Burnat & Briq.,Potentilla pusilla Host,Potentilla pusilla Host,Potentilla pusilla Host,Potentilla pusilla,Potentilla puberula Krašan,Potentilla puberula,Potentilla,Potentilla
34590,Elleanthus casapensis (Rchb.f.) Rchb.f.,Elleanthus capitatus (Poepp. & Endl.) Rchb.f.,Elleanthus capitatus (Poepp. & Endl.) Rchb.f.,Elleanthus capitatus (Poepp. & Endl.) Rchb.f.,Elleanthus capitatus,Elleanthus casapensis (Rchb.f.) Rchb.f.,Elleanthus casapensis,Elleanthus,Elleanthus
34591,Elleanthus cynarocephalus (Rchb.f.) Rchb.f.,Elleanthus capitatus (Poepp. & Endl.) Rchb.f.,Elleanthus capitatus (Poepp. & Endl.) Rchb.f.,Elleanthus capitatus (Poepp. & Endl.) Rchb.f.,Elleanthus capitatus,Elleanthus cynarocephalus (Rchb.f.) Rchb.f.,Elleanthus cynarocephalus,Elleanthus,Elleanthus
35291,Pratia angulata var. arenaria (Hook.f.) Hook.f.,Lobelia angulata G.Forst.,Lobelia angulata G.Forst.,Lobelia angulata G.Forst.,Lobelia angulata,Lobelia arenaria (Hook.f.) Heenan & de Lange,Lobelia arenaria,Lobelia,Lobelia
35350,Schizachyrium lactiflorum (Hack.) Herter,Schizachyrium condensatum (Kunth) Nees,Schizachyrium condensatum (Kunth) Nees,Schizachyrium condensatum (Kunth) Nees,Schizachyrium condensatum,Schizachyrium lactiflorum (Hack.) Herter,Schizachyrium lactiflorum,Schizachyrium,Schizachyrium
35455,Schizachyrium condensatum var. lactiflorum (Hack.) Kuntze,Schizachyrium condensatum (Kunth) Nees,Schizachyrium condensatum (Kunth) Nees,Schizachyrium condensatum (Kunth) Nees,Schizachyrium condensatum,Schizachyrium lactiflorum (Hack.) Herter,Schizachyrium lactiflorum,Schizachyrium,Schizachyrium
35532,Sorghum condensatum var. lactiflorum (Hack.) Hack. ex Kuntze,Schizachyrium condensatum (Kunth) Nees,Schizachyrium condensatum (Kunth) Nees,Schizachyrium condensatum (Kunth) Nees,Schizachyrium condensatum,Schizachyrium lactiflorum (Hack.) Herter,Schizachyrium lactiflorum,Schizachyrium,Schizachyrium
36243,Solidago nemoralis var. incana (Torr. & A.Gray) A.Gray,Solidago mollis Bartl.,Solidago mollis Bartl.,Solidago mollis Bartl.,Solidago mollis,Solidago nemoralis subsp. nemoralis,Solidago nemoralis,Solidago,Solidago
36386,Ligusticum apiifolium (Nutt.) A.Gray,Lomatium dissectum (Nutt.) Mathias & Constance,Lomatium dissectum (Nutt.) Mathias & Constance,Lomatium dissectum (Nutt.) Mathias & Constance,Lomatium dissectum,Ligusticum apiifolium (Nutt.) A.Gray,Ligusticum apiifolium,Lomatium,Ligusticum
36394,Biscutella sempervirens var. tomentosa (Lag. ex DC.) Heywood,Biscutella sempervirens subsp. sempervirens,Biscutella sempervirens subsp. sempervirens,Biscutella sempervirens subsp. sempervirens,Biscutella sempervirens,Biscutella montana Cav.,Biscutella montana,Biscutella,Biscutella
36418,Biscutella montana var. longifolia Rouy,Biscutella sempervirens subsp. sempervirens,Biscutella sempervirens subsp. sempervirens,Biscutella sempervirens subsp. sempervirens,Biscutella sempervirens,Biscutella montana Cav.,Biscutella montana,Biscutella,Biscutella
36448,Corymbia henryi (S.T.Blake) K.D.Hill & L.A.S.Johnson,Corymbia maculata (Hook.) K.D.Hill & L.A.S.Johnson,Corymbia maculata (Hook.) K.D.Hill & L.A.S.Johnson,Corymbia maculata (Hook.) K.D.Hill & L.A.S.Johnson,Corymbia maculata,Corymbia henryi (S.T.Blake) K.D.Hill & L.A.S.Johnson,Corymbia henryi,Corymbia,Corymbia
