,202406_202212
number of new accepted species names,423006
number of old accepted species names,422863
new accepted species names which were previously published,341239
number of new species names,981071
number of old species names,1037275
new species names not in old,104390
species names have disappearedbut this could be due to orthographic changes with authorship,160594
