,taxon_name_w_authors,v10_accepted_name_w_author,v11_taxon_name_w_authors,v11_chained_accepted_name_w_author,v11_chained_accepted_species,v11_direct_accepted_name_w_author,v11_direct_accepted_species,v11_chained_accepted_genus,v11_direct_accepted_genus
count,183,183,183,183,132,183,132,183,183
unique,183,113,113,113,80,128,83,107,115
top,Andreettaea Luer,Echinopsis densispina Werderm.,Echinopsis densispina Werderm.,Echinopsis densispina Werderm.,Echinopsis densispina,Sphaeropteris gardneri (Hook.) R.M.Tryon,Reicheocactus famatinensis,Echinopsis,Reicheocactus
freq,1,6,6,6,6,6,6,6,6
