,201807_202207,Percentages
original_names,1051028,100.0
total_disagreements,39781,3.7849610096020276
species_disagreements,17431,1.658471515506723
genus_disagreements,5823,0.554029007790468
unresolved_via_chaining_despite_a_direct_resolution,0,0.0
