,taxon_name_w_authors,202112_accepted_name_w_author,202406_taxon_name_w_authors,202406_chained_accepted_name_w_author,202406_chained_accepted_species,202406_direct_accepted_name_w_author,202406_direct_accepted_species,202406_chained_accepted_genus,202406_direct_accepted_genus
count,3663,3663,3663,3663,3426,3663,3440,3663,3663
unique,3663,1942,1942,1928,1760,2151,1931,980,911
top,Lalexia Luer,Pennisetum polystachion (L.) Schult.,Pennisetum polystachion (L.) Schult.,Setaria parviflora (Poir.) Kerguélen,Setaria parviflora,Cenchrus setosus subsp. setosus ,Cenchrus setosus,Pentanema,Vernonia
freq,1,40,40,40,40,38,39,77,294
