,202112_202406,Percentages
original_names,1246738,100.0
total_disagreements,43802,3.513328381745002
species_disagreements,14307,1.1475546586371796
genus_disagreements,3663,0.29380671801132235
unresolved_via_chaining_despite_a_direct_resolution,0,0.0
