,202207_202204
number of new accepted species names,417460
number of old accepted species names,418152
new accepted species names which were previously published,376965
number of new species names,965566
number of old species names,965735
new species names not in old,2
species names have disappearedbut this could be due to orthographic changes with authorship,171
