,taxon_name_w_authors,202212_accepted_name_w_author,202306_taxon_name_w_authors,202306_chained_accepted_name_w_author,202306_chained_accepted_species,202306_direct_accepted_name_w_author,202306_direct_accepted_species,202306_chained_accepted_genus,202306_direct_accepted_genus
114844,Osmunda basilaris Spreng.,Osmundastrum claytonianum (L.) Tagawa,Osmundastrum claytonianum (L.) Tagawa,Osmundastrum claytonianum (L.) Tagawa,Osmundastrum claytonianum,Osmunda claytoniana L.,Osmunda claytoniana,Osmundastrum,Osmunda
129549,Albizia plurijuga (Standl.) Britton & Rose,Albizia occidentalis var. plurijuga (Standl.) L.Rico & S.L.Gale,Albizia occidentalis var. plurijuga (Standl.) L.Rico & S.L.Gale,Albizia occidentalis var. plurijuga (Standl.) L.Rico & S.L.Gale,Albizia occidentalis,Hesperalbizia occidentalis (Brandegee) Barneby & J.W.Grimes,Hesperalbizia occidentalis,Albizia,Hesperalbizia
131549,Leucaena plurijuga Standl.,Albizia occidentalis var. plurijuga (Standl.) L.Rico & S.L.Gale,Albizia occidentalis var. plurijuga (Standl.) L.Rico & S.L.Gale,Albizia occidentalis var. plurijuga (Standl.) L.Rico & S.L.Gale,Albizia occidentalis,Hesperalbizia occidentalis (Brandegee) Barneby & J.W.Grimes,Hesperalbizia occidentalis,Albizia,Hesperalbizia
131550,Pithecellobium polycephalum Benth.,Albizia polycephala (Benth.) Killip,Albizia polycephala (Benth.) Killip,Albizia polycephala (Benth.) Killip,Albizia polycephala,Pseudalbizzia polycephala (Benth.) E.J.M.Koenen & Duno,Pseudalbizzia polycephala,Albizia,Pseudalbizzia
131551,Samanea polycephala (Benth.) Pittier,Albizia polycephala (Benth.) Killip,Albizia polycephala (Benth.) Killip,Albizia polycephala (Benth.) Killip,Albizia polycephala,Pseudalbizzia polycephala (Benth.) E.J.M.Koenen & Duno,Pseudalbizzia polycephala,Albizia,Pseudalbizzia
132072,Newtonia nitida (Benth.) Brenan,Pseudopiptadenia contorta (DC.) G.P.Lewis & M.P.Lima,Pseudopiptadenia contorta (DC.) G.P.Lewis & M.P.Lima,Pseudopiptadenia contorta (DC.) G.P.Lewis & M.P.Lima,Pseudopiptadenia contorta,Marlimorimia contorta (DC.) L.P.Queiroz & P.G.Ribeiro,Marlimorimia contorta,Pseudopiptadenia,Marlimorimia
132073,Newtonia psilostachya (DC.) Brenan,Pseudopiptadenia psilostachya (DC.) G.P.Lewis & M.P.Lima,Pseudopiptadenia psilostachya (DC.) G.P.Lewis & M.P.Lima,Pseudopiptadenia psilostachya (DC.) G.P.Lewis & M.P.Lima,Pseudopiptadenia psilostachya,Marlimorimia psilostachya (DC.) L.P.Queiroz & Marc.F.Simon,Marlimorimia psilostachya,Pseudopiptadenia,Marlimorimia
132292,Pithecellobium daulense Spruce ex Benth.,Albizia pistaciifolia (Willd.) Barneby & J.W.Grimes,Albizia pistaciifolia (Willd.) Barneby & J.W.Grimes,Albizia pistaciifolia (Willd.) Barneby & J.W.Grimes,Albizia pistaciifolia,Pseudalbizzia pistaciifolia (Willd.) E.J.M.Koenen & Duno,Pseudalbizzia pistaciifolia,Albizia,Pseudalbizzia
132597,Stryphnodendron piptadenioides E.M.O.Martins,Stryphnodendron coriaceum Benth.,Stryphnodendron coriaceum Benth.,"Gwilymia coriacea (Benth.) A.G.Lima, Paula-Souza & Scalon",Gwilymia coriacea,Pityrocarpa moniliformis (Benth.) Luckow & R.W.Jobson,Pityrocarpa moniliformis,Gwilymia,Pityrocarpa
134631,Piptadenia nitida Benth.,Pseudopiptadenia contorta (DC.) G.P.Lewis & M.P.Lima,Pseudopiptadenia contorta (DC.) G.P.Lewis & M.P.Lima,Pseudopiptadenia contorta (DC.) G.P.Lewis & M.P.Lima,Pseudopiptadenia contorta,Marlimorimia contorta (DC.) L.P.Queiroz & P.G.Ribeiro,Marlimorimia contorta,Pseudopiptadenia,Marlimorimia
134632,Acacia psilostachya DC.,Pseudopiptadenia psilostachya (DC.) G.P.Lewis & M.P.Lima,Pseudopiptadenia psilostachya (DC.) G.P.Lewis & M.P.Lima,Pseudopiptadenia psilostachya (DC.) G.P.Lewis & M.P.Lima,Pseudopiptadenia psilostachya,Marlimorimia psilostachya (DC.) L.P.Queiroz & Marc.F.Simon,Marlimorimia psilostachya,Pseudopiptadenia,Marlimorimia
134633,Piptadenia psilostachya (DC.) Benth.,Pseudopiptadenia psilostachya (DC.) G.P.Lewis & M.P.Lima,Pseudopiptadenia psilostachya (DC.) G.P.Lewis & M.P.Lima,Pseudopiptadenia psilostachya (DC.) G.P.Lewis & M.P.Lima,Pseudopiptadenia psilostachya,Marlimorimia psilostachya (DC.) L.P.Queiroz & Marc.F.Simon,Marlimorimia psilostachya,Pseudopiptadenia,Marlimorimia
