,202212_202306,Percentages
original_names,1278064,100.0
total_disagreements,12195,0.9541775685724658
species_disagreements,2936,0.22972245521351042
genus_disagreements,555,0.04342505539628688
unresolved_via_chaining_despite_a_direct_resolution,0,0.0
