,v13_v14,Percentages
original_names,1382256,100.0
total_disagreements,4102,0.2967612367028973
species_disagreements,2669,0.1930901367040548
genus_disagreements,254,0.018375756733919044
unresolved_via_chaining_despite_a_direct_resolution,16,0.0011575279832389948
