,taxon_name_w_authors,v13_accepted_name_w_author,v14_taxon_name_w_authors,v14_chained_accepted_name_w_author,v14_chained_accepted_species,v14_direct_accepted_name_w_author,v14_direct_accepted_species,v14_chained_accepted_genus,v14_direct_accepted_genus
count,254,254,254,254,104,254,106,254,254
unique,254,124,124,124,57,141,59,121,134
top,Strailia T.Durand,Agave L.,Agave L.,Agave L.,Cleisostoma tenuifolium,Phyllanthus L.,Luisia birchea,Agave,Phyllanthus
freq,1,16,16,16,8,22,8,16,22
