,201905_202412,Percentages
original_names,1046233,100.0
total_disagreements,68174,6.516139330340374
species_disagreements,21417,2.0470583512468066
genus_disagreements,3294,0.31484382541938555
unresolved_via_chaining_despite_a_direct_resolution,0,0.0
