,taxon_name_w_authors,202207_accepted_name_w_author,202312_taxon_name_w_authors,202312_chained_accepted_name_w_author,202312_chained_accepted_species,202312_direct_accepted_name_w_author,202312_direct_accepted_species
count,34626,34626,34626,34626,34379,34626,34425
unique,34626,11574,11574,11496,10757,13451,12134
top,Lalexia Luer,Koeleria macrantha (Ledeb.) Schult.,Koeleria macrantha (Ledeb.) Schult.,Koeleria macrantha (Ledeb.) Schult.,Koeleria macrantha,Koeleria macrantha subsp. macrantha ,Koeleria macrantha
freq,1,163,163,163,163,158,160
