,taxon_name_w_authors,202204_accepted_name_w_author,202212_taxon_name_w_authors,202212_chained_accepted_name_w_author,202212_chained_accepted_species,202212_direct_accepted_name_w_author,202212_direct_accepted_species
127713,Anerincleistus ashtonii Nayar,Anerincleistus setulosus O.Schwartz,Anerincleistus setulosus O.Schwartz,Anerincleistus setulosus O.Schwartz,Anerincleistus setulosus,Anerincleistus setulosus var. setulosus ,Anerincleistus setulosus
127743,Anerincleistus sessilifolius Guillaumin,Pseudodissochaeta assamica (C.B.Clarke) Nayar,Pseudodissochaeta assamica (C.B.Clarke) Nayar,Pseudodissochaeta assamica (C.B.Clarke) Nayar,Pseudodissochaeta assamica,Pseudodissochaeta subsessilis (Craib) Nayar,Pseudodissochaeta subsessilis
127752,Anplectrum crassinodum Merr.,Dissochaeta conica (Bakh.f.) Clausing,Dissochaeta conica (Bakh.f.) Clausing,Diplectria conica Bakh.f.,Diplectria conica,Diplectria stipularis Kuntze,Diplectria stipularis
127807,Asterostoma wightiana Blume,Osbeckia virgata D.Don ex Wight & Arn.,Osbeckia virgata D.Don ex Wight & Arn.,Osbeckia virgata D.Don ex Wight & Arn.,Osbeckia virgata,Osbeckia wightiana Benth. ex Wight & Arn.,Osbeckia wightiana
127824,Astronia consanguinea Merr.,Astronia lagunensis Merr.,Astronia lagunensis Merr.,Astronia lagunensis Merr.,Astronia lagunensis,Astronia lagunensis var. lagunensis ,Astronia lagunensis
127840,Astronia loheri Merr.,Astronia lagunensis Merr.,Astronia lagunensis Merr.,Astronia lagunensis Merr.,Astronia lagunensis,Astronia lagunensis var. lagunensis ,Astronia lagunensis
127844,Astronia negrosensis Merr.,Astronia megalantha Merr.,Astronia megalantha Merr.,Astronia megalantha Merr.,Astronia megalantha,Astronia megalantha var. megalantha ,Astronia megalantha
127863,Astronia sorsogonensis Merr.,Astronia acuminatissima Merr.,Astronia acuminatissima Merr.,Astronia acuminatissima Merr.,Astronia acuminatissima,Astronia acuminatissima var. acuminatissima ,Astronia acuminatissima
127909,Axinaea bracteata Zipp. ex Blume,Medinilla magnifica Lindl.,Medinilla magnifica Lindl.,Medinilla magnifica Lindl.,Medinilla magnifica,Medinilla bracteata Blume,Medinilla bracteata
127977,Cassebeeria elegans Kuntze,Sonerila elegans Wight,Sonerila elegans Wight,Sonerila elegans Wight,Sonerila elegans,Sonerila elegans var. elegans ,Sonerila elegans
128035,Ceramicalyx calvus Blume,Osbeckia stellata Buch.-Ham. ex D.Don,Osbeckia stellata Buch.-Ham. ex D.Don,Osbeckia stellata Buch.-Ham. ex D.Don,Osbeckia stellata,Osbeckia rostrata D.Don,Osbeckia rostrata
128036,Ceramicalyx pulchellus Blume,Osbeckia rostrata D.Don,Osbeckia rostrata D.Don,Osbeckia rostrata D.Don,Osbeckia rostrata,Osbeckia nayarii G.S.Giri,Osbeckia nayarii
128056,Chaetogastra lutescens Naudin,Brachyotum lutescens Triana,Brachyotum lutescens Triana,Brachyotum lutescens Triana,Brachyotum lutescens,Brachyotum naudinii Triana,Brachyotum naudinii
128068,Chaetogastra strigosa DC.,Pleroma chamaecistus Triana,Pleroma chamaecistus Triana,Chaetogastra chamaecistus Griseb.,Chaetogastra chamaecistus,Brachyotum strigosum Triana,Brachyotum strigosum
128122,Clidemia triflora Scheele,Pleroma vimineum D.Don,Pleroma vimineum D.Don,Pleroma vimineum D.Don,Pleroma vimineum,Pleroma viminea D.Don,Pleroma viminea
128124,Comolia amazonica Cogn.,Comolia villosa Triana,Comolia villosa Triana,Comolia villosa Triana,Comolia villosa,Comolia amazonica Cogn.,Comolia amazonica
128338,Dissotis djalonis A.Chev.,Dissotis grandiflora Benth.,Dissotis grandiflora Benth.,Dissotis grandiflora Benth.,Dissotis grandiflora,Dissotis grandiflora var. grandiflora ,Dissotis grandiflora
128375,Dissotis scabra Gilg,Dissotis perkinsiae Gilg,Dissotis perkinsiae Gilg,Feliciotis perkinsiae (Gilg) Ver.-Lib. & G.Kadereit,Feliciotis perkinsiae,Rosettea scabra (Gilg) Ver.-Lib. & G.Kadereit,Rosettea scabra
128381,Dissotis venulosa Hutch.,Dissotidendron caloneurum (Gilg ex Engl.) Ver.-Lib. & G.Kadereit,Dissotidendron caloneurum (Gilg ex Engl.) Ver.-Lib. & G.Kadereit,Dissotidendron caloneurum (Gilg ex Engl.) Ver.-Lib. & G.Kadereit,Dissotidendron caloneurum,Dissotidendron caloneurum var. caloneurum ,Dissotidendron caloneurum
128383,Dissotis verticillata De Wild.,Dissotis princeps (Humb. & Bonpl.) Triana,Dissotis princeps (Humb. & Bonpl.) Triana,Rosettea princeps (Humb. & Bonpl.) Ver.-Lib. & G.Kadereit,Rosettea princeps,Rosettea princeps var. princeps ,Rosettea princeps
128384,Dissotis whytei Baker,Dissotidendron melleri (Hook.f.) Ver.-Lib. & G.Kadereit,Dissotidendron melleri (Hook.f.) Ver.-Lib. & G.Kadereit,Dissotidendron melleri (Hook.f.) Ver.-Lib. & G.Kadereit,Dissotidendron melleri,Dissotidendron melleri var. melleri ,Dissotidendron melleri
128386,Dissotis wildemanniana Gilg ex Engl.,Dissotis gilgiana De Wild.,Dissotis gilgiana De Wild.,Pyrotis gilgiana (De Wild.) Ver.-Lib. & R.D.Stone,Pyrotis gilgiana,Pyrotis gilgiana var. gilgiana ,Pyrotis gilgiana
128420,Ewyckia galeata Korth.,Pternandra galeata Ridl.,Pternandra galeata Ridl.,Pternandra galeata Ridl.,Pternandra galeata,Pternandra galeata var. galeata ,Pternandra galeata
128438,Grischowia osbeckioides Klotzsch & H.Karst.,Monochaetum humboldtianum Walp.,Monochaetum humboldtianum Walp.,Monochaetum humboldtianum Walp.,Monochaetum humboldtianum,Monochaetum humboldtianum var. humboldtianum ,Monochaetum humboldtianum
128442,Harrera gerascanthoides Macfad.,Miconia bicolor Triana,Miconia bicolor Triana,Miconia bicolor Triana,Miconia bicolor,Miconia bicolor var. bicolor ,Miconia bicolor
128476,Hypenanthe bracteatum (Blume) Bakh.f.,Medinilla magnifica Lindl.,Medinilla magnifica Lindl.,Medinilla magnifica Lindl.,Medinilla magnifica,Medinilla bracteata Blume,Medinilla bracteata
128485,Jucunda lhotzkyana Cham.,Miconia staminea DC.,Miconia staminea DC.,Miconia staminea DC.,Miconia staminea,Miconia staminea var. staminea ,Miconia staminea
128497,Kibessia galeata Cogn.,Pternandra galeata Ridl.,Pternandra galeata Ridl.,Pternandra galeata Ridl.,Pternandra galeata,Pternandra galeata var. galeata ,Pternandra galeata
128505,Kibessia sessilis Blume,Pternandra azurea (DC.) Burkill,Pternandra azurea (DC.) Burkill,Pternandra azurea (DC.) Burkill,Pternandra azurea,Pternandra azurea var. azurea ,Pternandra azurea
128506,Kibessia simplex Korth.,Pternandra azurea (DC.) Burkill,Pternandra azurea (DC.) Burkill,Pternandra azurea (DC.) Burkill,Pternandra azurea,Pternandra azurea var. azurea ,Pternandra azurea
128507,Kibessia subalata Blume,Pternandra azurea (DC.) Burkill,Pternandra azurea (DC.) Burkill,Pternandra azurea (DC.) Burkill,Pternandra azurea,Pternandra azurea var. azurea ,Pternandra azurea
128536,Lasiandra imperatoris Wawra,Pleroma elegans Gardner,Pleroma elegans Gardner,Pleroma elegans Gardner,Pleroma elegans,Pleroma imperatore (Wawra) P.J.F.Guim. & Michelang.,Pleroma imperatore
128563,Lavoisiera cogniauxiana Barreto,Lavoisiera pulcherrima DC.,Lavoisiera pulcherrima DC.,Microlicia pulcherrima (DC.) Versiane & R.Romero,Microlicia pulcherrima,Microlicia plinervia Versiane & R.Romero,Microlicia plinervia
128576,Leandra staminea Raddi,Miconia staminea DC.,Miconia staminea DC.,Miconia staminea DC.,Miconia staminea,Miconia staminea var. staminea ,Miconia staminea
128971,Melastoma balinense Bakh.f.,Melastoma sanguineum Sims,Melastoma sanguineum Sims,Melastoma sanguineum Sims,Melastoma sanguineum,Melastoma sanguineum var. sanguineum ,Melastoma sanguineum
128972,Melastoma bancanum Bakh.f.,Melastoma sanguineum Sims,Melastoma sanguineum Sims,Melastoma sanguineum Sims,Melastoma sanguineum,Melastoma sanguineum var. sanguineum ,Melastoma sanguineum
129001,Melastoma chulese Buch.-Ham. ex D.Don,Osbeckia nepalensis Hook.,Osbeckia nepalensis Hook.,Osbeckia nepalensis Hook.,Osbeckia nepalensis,Osbeckia nepalensis var. nepalensis ,Osbeckia nepalensis
129011,Melastoma crinitum Roxb.,Osbeckia stellata Buch.-Ham. ex D.Don,Osbeckia stellata Buch.-Ham. ex D.Don,Osbeckia stellata Buch.-Ham. ex D.Don,Osbeckia stellata,Osbeckia stellata var. crinita (Benth. ex Naud.) C.Hansen,Osbeckia stellata
129053,Melastoma glabrescens Schrank & Mart. ex DC.,Miconia staminea DC.,Miconia staminea DC.,Miconia staminea DC.,Miconia staminea,Miconia staminea var. staminea ,Miconia staminea
129095,Melastoma lineare Reinw. ex Blume,Osbeckia chinensis L.,Osbeckia chinensis L.,Osbeckia chinensis L.,Osbeckia chinensis,Osbeckia chinensis var. chinensis L.,Osbeckia chinensis
129100,Melastoma macrocarpum Naudin,Melastoma sanguineum Sims,Melastoma sanguineum Sims,Melastoma sanguineum Sims,Melastoma sanguineum,Melastoma sanguineum var. sanguineum ,Melastoma sanguineum
129103,Melastoma macrophyllum Desr.,Miconia impetiolaris D.Don,Miconia impetiolaris D.Don,Miconia impetiolaris D.Don,Miconia impetiolaris,Miconia impetiolaris var. impetiolaris ,Miconia impetiolaris
129116,Melastoma molle Wall.,Melastoma crinitum Naudin,Melastoma crinitum Naudin,Melastoma penicillatum Naudin,Melastoma penicillatum,Melastoma molle Wall.,Melastoma molle
129118,Melastoma muricatum W.Hunter,Melastoma sanguineum Sims,Melastoma sanguineum Sims,Melastoma sanguineum Sims,Melastoma sanguineum,Melastoma sanguineum var. sanguineum ,Melastoma sanguineum
129124,Melastoma napalense G.Lodd.,Osbeckia nepalensis Hook.,Osbeckia nepalensis Hook.,Osbeckia nepalensis Hook.,Osbeckia nepalensis,Osbeckia nepalensis var. nepalensis ,Osbeckia nepalensis
129150,Melastoma pileatum Schrank & Mart. ex DC.,Miconia pileata DC.,Miconia pileata DC.,Miconia pileata DC.,Miconia pileata,Miconia pileata var. pileata ,Miconia pileata
129159,Melastoma pulcherrimum Korth.,Melastoma sanguineum Sims,Melastoma sanguineum Sims,Melastoma sanguineum Sims,Melastoma sanguineum,Melastoma sanguineum var. sanguineum ,Melastoma sanguineum
129172,Melastoma reticulata Vell.,Miconia staminea DC.,Miconia staminea DC.,Miconia staminea DC.,Miconia staminea,Miconia staminea var. staminea ,Miconia staminea
129198,Melastoma stellatum Buch.-Ham. ex D.Don,Osbeckia stellata Buch.-Ham. ex D.Don,Osbeckia stellata Buch.-Ham. ex D.Don,Osbeckia stellata Buch.-Ham. ex D.Don,Osbeckia stellata,Osbeckia stellata var. stellata ,Osbeckia stellata
129208,Melastoma succulentum Blume,Medinilla succulenta Korth. ex Blume,Medinilla succulenta Korth. ex Blume,Medinilla crassifolia Blume,Medinilla crassifolia,Medinilla succulenta Blume,Medinilla succulenta
129213,Melastoma teysmannii Miq.,Melastoma sanguineum Sims,Melastoma sanguineum Sims,Melastoma sanguineum Sims,Melastoma sanguineum,Melastoma sanguineum var. sanguineum ,Melastoma sanguineum
129231,Melastoma velutinum Willd.,Miconia albicans (Sw.) Steud.,Miconia albicans (Sw.) Steud.,Miconia albicans (Sw.) Steud.,Miconia albicans,Pleroma clavatum (Pers.) P.J.F.Guim. & Michelang.,Pleroma clavatum
129253,Memecylon ambiguum Blume,Memecylon oleifolium Blume,Memecylon oleifolium Blume,Memecylon oleifolium Blume,Memecylon oleifolium,Memecylon oleifolium var. oleifolium ,Memecylon oleifolium
129321,Memecylon globiferum Wall.,Memecylon edule Roxb.,Memecylon edule Roxb.,Memecylon edule Roxb.,Memecylon edule,Memecylon edule var. edule ,Memecylon edule
129341,Memecylon horsfieldii Miq.,Memecylon oleifolium Blume,Memecylon oleifolium Blume,Memecylon oleifolium Blume,Memecylon oleifolium,Memecylon oleifolium var. oleifolium ,Memecylon oleifolium
129353,Memecylon lampongum Miq.,Memecylon oleifolium Blume,Memecylon oleifolium Blume,Memecylon oleifolium Blume,Memecylon oleifolium,Memecylon oleifolium var. oleifolium ,Memecylon oleifolium
129357,Memecylon latifolium Bojer,Memecylon cordatum Gardner ex Triana,Memecylon cordatum Gardner ex Triana,Memecylon randerianum S.M.Almeida & M.R.Almeida,Memecylon randerianum,Memecylon cordatum Desr.,Memecylon cordatum
129375,Memecylon luteolum Miq.,Memecylon oleifolium Blume,Memecylon oleifolium Blume,Memecylon oleifolium Blume,Memecylon oleifolium,Memecylon oleifolium var. oleifolium ,Memecylon oleifolium
129380,Memecylon malabaricum Kostel.,Memecylon edule Roxb.,Memecylon edule Roxb.,Memecylon edule Roxb.,Memecylon edule,Memecylon edule var. edule ,Memecylon edule
129387,Memecylon micranthum Blume,Memecylon oleifolium Blume,Memecylon oleifolium Blume,Memecylon oleifolium Blume,Memecylon oleifolium,Memecylon oleifolium var. oleifolium ,Memecylon oleifolium
129388,Memecylon mildbraedii Gilg,Spathandra blakeoides (G.Don) Jacq.-Fél.,Spathandra blakeoides (G.Don) Jacq.-Fél.,Spathandra blakeoides (G.Don) Jacq.-Fél.,Spathandra blakeoides,Spathandra blakeoides var. blakeoides ,Spathandra blakeoides
129391,Memecylon molestum Cogn.,Memecylon umbellatum Burm.f.,Memecylon umbellatum Burm.f.,Memecylon umbellatum Burm.f.,Memecylon umbellatum,Memecylon umbellatum var. umbellatum ,Memecylon umbellatum
129394,Memecylon myrtifolium Wall.,Memecylon scutellatum (Lour.) Hook. & Arn.,Memecylon scutellatum (Lour.) Hook. & Arn.,Memecylon scutellatum (Lour.) Hook. & Arn.,Memecylon scutellatum,Memecylon scutellatum var. scutellatum ,Memecylon scutellatum
129402,Memecylon obtusum Wall.,Memecylon scutellatum (Lour.) Hook. & Arn.,Memecylon scutellatum (Lour.) Hook. & Arn.,Memecylon scutellatum (Lour.) Hook. & Arn.,Memecylon scutellatum,Memecylon scutellatum var. scutellatum ,Memecylon scutellatum
129433,Memecylon punctatum C.Presl,Memecylon scutellatum (Lour.) Hook. & Arn.,Memecylon scutellatum (Lour.) Hook. & Arn.,Memecylon scutellatum (Lour.) Hook. & Arn.,Memecylon scutellatum,Memecylon scutellatum var. scutellatum ,Memecylon scutellatum
129436,Memecylon pyrifolium Naudin,Memecylon edule Roxb.,Memecylon edule Roxb.,Memecylon edule Roxb.,Memecylon edule,Memecylon edule var. edule ,Memecylon edule
129438,Memecylon ramiflorum Desr.,Memecylon umbellatum Burm.f.,Memecylon umbellatum Burm.f.,Memecylon umbellatum Burm.f.,Memecylon umbellatum,Memecylon umbellatum var. umbellatum ,Memecylon umbellatum
129447,Memecylon ridleyi Cogn. ex Ridl.,Memecylon dichotomum C.B.Clarke ex King,Memecylon dichotomum C.B.Clarke ex King,Memecylon dichotomum C.B.Clarke ex King,Memecylon dichotomum,Memecylon dichotomum var. dichotomum ,Memecylon dichotomum
129449,Memecylon rubro-caeruleum Thwaites,Memecylon umbellatum Burm.f.,Memecylon umbellatum Burm.f.,Memecylon umbellatum Burm.f.,Memecylon umbellatum,Memecylon umbellatum var. umbellatum ,Memecylon umbellatum
129517,Miconia excelsa A.St.-Hil. ex Triana,Miconia inconspicua Miq.,Miconia inconspicua Miq.,Miconia inconspicua Miq.,Miconia inconspicua,Miconia inconspicua var. inconspicua ,Miconia inconspicua
129524,Miconia lhotzkyana Triana,Miconia staminea DC.,Miconia staminea DC.,Miconia staminea DC.,Miconia staminea,Miconia staminea var. staminea ,Miconia staminea
129536,Miconia proteoides A.St.-Hil. & Naudin,Miconia cinerascens Miq.,Miconia cinerascens Miq.,Miconia cinerascens Miq.,Miconia cinerascens,Miconia cinerascens var. cinerascens ,Miconia cinerascens
129541,Miconia teysmanniana Regel,Miconia staminea DC.,Miconia staminea DC.,Miconia staminea DC.,Miconia staminea,Miconia staminea var. staminea ,Miconia staminea
129567,Monochaetum osbeckioides Naudin,Monochaetum humboldtianum Walp.,Monochaetum humboldtianum Walp.,Monochaetum humboldtianum Walp.,Monochaetum humboldtianum,Monochaetum humboldtianum var. humboldtianum ,Monochaetum humboldtianum
129570,Monochaetum umbellatum Naudin,Monochaetum humboldtianum Walp.,Monochaetum humboldtianum Walp.,Monochaetum humboldtianum Walp.,Monochaetum humboldtianum,Monochaetum humboldtianum var. humboldtianum ,Monochaetum humboldtianum
129588,Neodissochaeta celebica (Blume) Bakh.f.,Dissochaeta celebica Blume,Dissochaeta celebica Blume,Dissochaeta celebica Blume,Dissochaeta celebica,Dissochaeta celebica var. celebica ,Dissochaeta celebica
129611,Ochthocharis attenuata Bakh.f.,Ochthocharis javanica Blume,Ochthocharis javanica Blume,Ochthocharis javanica Blume,Ochthocharis javanica,Ochthocharis javanica var. javanica ,Ochthocharis javanica
129639,Osbeckia boissieuana Guillaumin,Osbeckia chinensis L.,Osbeckia chinensis L.,Osbeckia chinensis L.,Osbeckia chinensis,Osbeckia chinensis var. pusilla (Zoll. & Moritzi) Triana,Osbeckia chinensis
129647,Osbeckia chulesis D.Don,Osbeckia nepalensis Hook.,Osbeckia nepalensis Hook.,Osbeckia nepalensis Hook.,Osbeckia nepalensis,Osbeckia nepalensis var. nepalensis ,Osbeckia nepalensis
129648,Osbeckia cinerea Cogn.,Osbeckia stellata Buch.-Ham. ex D.Don,Osbeckia stellata Buch.-Ham. ex D.Don,Osbeckia stellata Buch.-Ham. ex D.Don,Osbeckia stellata,Osbeckia stellata var. crinita (Benth. ex Naud.) C.Hansen,Osbeckia stellata
129653,Osbeckia decora Wall.,Osbeckia chinensis L.,Osbeckia chinensis L.,Osbeckia chinensis L.,Osbeckia chinensis,Osbeckia chinensis var. chinensis L.,Osbeckia chinensis
129658,Osbeckia eximia Sond.,Dissotis princeps (Humb. & Bonpl.) Triana,Dissotis princeps (Humb. & Bonpl.) Triana,Rosettea princeps (Humb. & Bonpl.) Ver.-Lib. & G.Kadereit,Rosettea princeps,Rosettea princeps var. princeps ,Rosettea princeps
129660,Osbeckia garrettii Craib,Osbeckia stellata Buch.-Ham. ex D.Don,Osbeckia stellata Buch.-Ham. ex D.Don,Osbeckia stellata Buch.-Ham. ex D.Don,Osbeckia stellata,Osbeckia stellata var. crinita (Benth. ex Naud.) C.Hansen,Osbeckia stellata
129661,Osbeckia glabrata Benth.,Osbeckia chinensis L.,Osbeckia chinensis L.,Osbeckia chinensis L.,Osbeckia chinensis,Osbeckia chinensis var. chinensis L.,Osbeckia chinensis
129664,Osbeckia hildebrandii Stapf,Osbeckia stellata Buch.-Ham. ex D.Don,Osbeckia stellata Buch.-Ham. ex D.Don,Osbeckia stellata Buch.-Ham. ex D.Don,Osbeckia stellata,Osbeckia stellata var. stellata ,Osbeckia stellata
129666,Osbeckia hispidissima Wight,Osbeckia stellata Buch.-Ham. ex D.Don,Osbeckia stellata Buch.-Ham. ex D.Don,Osbeckia stellata Buch.-Ham. ex D.Don,Osbeckia stellata,Osbeckia stellata var. hispidissima (Wight) C.Hansen,Osbeckia stellata
129669,Osbeckia japonica Naudin,Osbeckia chinensis L.,Osbeckia chinensis L.,Osbeckia chinensis L.,Osbeckia chinensis,Osbeckia chinensis var. chinensis L.,Osbeckia chinensis
129672,Osbeckia koti-gueda Naudin,Osbeckia aspera Blume,Osbeckia aspera Blume,Osbeckia aspera Blume,Osbeckia aspera,Osbeckia wightiana Benth. ex Wight & Arn.,Osbeckia wightiana
129680,Osbeckia linearis Blume,Osbeckia chinensis L.,Osbeckia chinensis L.,Osbeckia chinensis L.,Osbeckia chinensis,Osbeckia chinensis var. chinensis L.,Osbeckia chinensis
129690,Osbeckia myrtifolia Blume,Osbeckia chinensis L.,Osbeckia chinensis L.,Osbeckia chinensis L.,Osbeckia chinensis,Osbeckia chinensis var. chinensis L.,Osbeckia chinensis
129696,Osbeckia parva E.T.Geddes,Osbeckia chinensis L.,Osbeckia chinensis L.,Osbeckia chinensis L.,Osbeckia chinensis,Osbeckia chinensis var. pusilla (Zoll. & Moritzi) Triana,Osbeckia chinensis
129699,Osbeckia perrottetii DC. ex Naudin,Osbeckia chinensis L.,Osbeckia chinensis L.,Osbeckia chinensis L.,Osbeckia chinensis,Osbeckia chinensis var. chinensis L.,Osbeckia chinensis
129705,Osbeckia quaterna Buch.-Ham. ex D.Don,Osbeckia stellata Buch.-Ham. ex D.Don,Osbeckia stellata Buch.-Ham. ex D.Don,Osbeckia stellata Buch.-Ham. ex D.Don,Osbeckia stellata,Osbeckia rostrata D.Don,Osbeckia rostrata
129706,Osbeckia racemosa Craib,Osbeckia stellata Buch.-Ham. ex D.Don,Osbeckia stellata Buch.-Ham. ex D.Don,Osbeckia stellata Buch.-Ham. ex D.Don,Osbeckia stellata,Osbeckia stellata var. stellata ,Osbeckia stellata
129707,Osbeckia recalva Bedd. ex Gamble,Osbeckia stellata Buch.-Ham. ex D.Don,Osbeckia stellata Buch.-Ham. ex D.Don,Osbeckia stellata Buch.-Ham. ex D.Don,Osbeckia stellata,Osbeckia rostrata D.Don,Osbeckia rostrata
129710,Osbeckia ridleyana Hosseus,Osbeckia chinensis L.,Osbeckia chinensis L.,Osbeckia chinensis L.,Osbeckia chinensis,Osbeckia chinensis var. chinensis L.,Osbeckia chinensis
129715,Osbeckia sessilifolia Stokes,Osbeckia chinensis L.,Osbeckia chinensis L.,Osbeckia chinensis L.,Osbeckia chinensis,Osbeckia chinensis var. chinensis L.,Osbeckia chinensis
129718,Osbeckia speciosa Naudin,Osbeckia stellata Buch.-Ham. ex D.Don,Osbeckia stellata Buch.-Ham. ex D.Don,Osbeckia stellata Buch.-Ham. ex D.Don,Osbeckia stellata,Osbeckia stellata var. stellata ,Osbeckia stellata
129719,Osbeckia speciosa D.Don,Osbeckia nepalensis var. albiflora Lindl.,Osbeckia nepalensis var. albiflora Lindl.,Osbeckia nepalensis var. albiflora Lindl.,Osbeckia nepalensis,Osbeckia nepalensis var. nepalensis ,Osbeckia nepalensis
129729,Osbeckia truncata D.Don ex Wight & Arn.,Osbeckia brachystemon Naudin,Osbeckia brachystemon Naudin,Osbeckia brachystemon Naudin,Osbeckia brachystemon,Osbeckia muralis Naudin,Osbeckia muralis
129733,Osbeckia watanae Craib,Osbeckia chinensis L.,Osbeckia chinensis L.,Osbeckia chinensis L.,Osbeckia chinensis,Osbeckia chinensis var. chinensis L.,Osbeckia chinensis
129735,Osbeckiastrum heudelotii Naudin,Dissotis grandiflora Benth.,Dissotis grandiflora Benth.,Dissotis grandiflora Benth.,Dissotis grandiflora,Dissotis grandiflora var. grandiflora ,Dissotis grandiflora
129841,Petalonema pulchra Gilg,Gravesia pulchra (Gilg) Jacq.-Fél. ex Wickens,Gravesia pulchra (Gilg) Jacq.-Fél. ex Wickens,Gravesia pulchra (Gilg) Jacq.-Fél. ex Wickens,Gravesia pulchra,Gravesia pulchra var. pulchra ,Gravesia pulchra
129847,Pharmacum cumingianum Kuntze,Astronia cumingiana S.Vidal,Astronia cumingiana S.Vidal,Astronia cumingiana S.Vidal,Astronia cumingiana,Astronia cumingiana var. cumingiana ,Astronia cumingiana
129967,Pleroma strigosum Triana,Pleroma ornatum Triana,Pleroma ornatum Triana,Chaetogastra ornata (Sw.) P.J.F.Guim. & Michelang.,Chaetogastra ornata,Brachyotum strigosum Triana,Brachyotum strigosum
130019,Pomatostoma setosum Nayar,Anerincleistus setulosus O.Schwartz,Anerincleistus setulosus O.Schwartz,Anerincleistus setulosus O.Schwartz,Anerincleistus setulosus,Anerincleistus setulosus var. setulosus ,Anerincleistus setulosus
130022,Pternandra acuminatissima (Merr.) M.P.Nayar,Pternandra azurea (DC.) Burkill,Pternandra azurea (DC.) Burkill,Pternandra azurea (DC.) Burkill,Pternandra azurea,Pternandra azurea var. azurea ,Pternandra azurea
130023,Pternandra borneaensis M.P.Nayar,Pternandra azurea (DC.) Burkill,Pternandra azurea (DC.) Burkill,Pternandra azurea (DC.) Burkill,Pternandra azurea,Pternandra azurea var. azurea ,Pternandra azurea
130029,Pternandra forbesii Baker f.,Pternandra galeata Ridl.,Pternandra galeata Ridl.,Pternandra galeata Ridl.,Pternandra galeata,Pternandra galeata var. galeata ,Pternandra galeata
130042,Pternandra simplex Baill.,Pternandra azurea (DC.) Burkill,Pternandra azurea (DC.) Burkill,Pternandra azurea (DC.) Burkill,Pternandra azurea,Pternandra azurea var. azurea ,Pternandra azurea
130062,Rectomitra galeata Blume,Pternandra galeata Ridl.,Pternandra galeata Ridl.,Pternandra galeata Ridl.,Pternandra galeata,Pternandra galeata var. galeata ,Pternandra galeata
