,taxon_name_w_authors,202204_accepted_name_w_author,202212_taxon_name_w_authors,202212_chained_accepted_name_w_author,202212_chained_accepted_species,202212_direct_accepted_name_w_author,202212_direct_accepted_species,202212_chained_accepted_genus,202212_direct_accepted_genus
123113,Phegopteris villosa Fée,Polystichopsis pubescens (L.) C.V.Morton,Polystichopsis pubescens (L.) C.V.Morton,Polystichopsis pubescens (L.) C.V.Morton,Polystichopsis pubescens,Polystichopsis muscosa (Vahl) Proctor,Polystichopsis muscosa,Polystichopsis,Polystichopsis
127250,Melastoma vimineum (D.Don) Voigt,Pleroma vimineum D.Don,Pleroma vimineum D.Don,Pleroma vimineum D.Don,Pleroma vimineum,Pleroma viminea D.Don,Pleroma viminea,Pleroma,Pleroma
127667,Alifana lutescens Raf.,Miconia lutescens DC.,Miconia lutescens DC.,Miconia lutescens DC.,Miconia lutescens,Brachyotum lutescens Triana,Brachyotum lutescens,Miconia,Brachyotum
127743,Anerincleistus sessilifolius Guillaumin,Pseudodissochaeta assamica (C.B.Clarke) Nayar,Pseudodissochaeta assamica (C.B.Clarke) Nayar,Pseudodissochaeta assamica (C.B.Clarke) Nayar,Pseudodissochaeta assamica,Pseudodissochaeta subsessilis (Craib) Nayar,Pseudodissochaeta subsessilis,Pseudodissochaeta,Pseudodissochaeta
127752,Anplectrum crassinodum Merr.,Dissochaeta conica (Bakh.f.) Clausing,Dissochaeta conica (Bakh.f.) Clausing,Diplectria conica Bakh.f.,Diplectria conica,Diplectria stipularis Kuntze,Diplectria stipularis,Diplectria,Diplectria
127807,Asterostoma wightiana Blume,Osbeckia virgata D.Don ex Wight & Arn.,Osbeckia virgata D.Don ex Wight & Arn.,Osbeckia virgata D.Don ex Wight & Arn.,Osbeckia virgata,Osbeckia wightiana Benth. ex Wight & Arn.,Osbeckia wightiana,Osbeckia,Osbeckia
127909,Axinaea bracteata Zipp. ex Blume,Medinilla magnifica Lindl.,Medinilla magnifica Lindl.,Medinilla magnifica Lindl.,Medinilla magnifica,Medinilla bracteata Blume,Medinilla bracteata,Medinilla,Medinilla
128035,Ceramicalyx calvus Blume,Osbeckia stellata Buch.-Ham. ex D.Don,Osbeckia stellata Buch.-Ham. ex D.Don,Osbeckia stellata Buch.-Ham. ex D.Don,Osbeckia stellata,Osbeckia rostrata D.Don,Osbeckia rostrata,Osbeckia,Osbeckia
128036,Ceramicalyx pulchellus Blume,Osbeckia rostrata D.Don,Osbeckia rostrata D.Don,Osbeckia rostrata D.Don,Osbeckia rostrata,Osbeckia nayarii G.S.Giri,Osbeckia nayarii,Osbeckia,Osbeckia
128056,Chaetogastra lutescens Naudin,Brachyotum lutescens Triana,Brachyotum lutescens Triana,Brachyotum lutescens Triana,Brachyotum lutescens,Brachyotum naudinii Triana,Brachyotum naudinii,Brachyotum,Brachyotum
128068,Chaetogastra strigosa DC.,Pleroma chamaecistus Triana,Pleroma chamaecistus Triana,Chaetogastra chamaecistus Griseb.,Chaetogastra chamaecistus,Brachyotum strigosum Triana,Brachyotum strigosum,Chaetogastra,Brachyotum
128122,Clidemia triflora Scheele,Pleroma vimineum D.Don,Pleroma vimineum D.Don,Pleroma vimineum D.Don,Pleroma vimineum,Pleroma viminea D.Don,Pleroma viminea,Pleroma,Pleroma
128124,Comolia amazonica Cogn.,Comolia villosa Triana,Comolia villosa Triana,Comolia villosa Triana,Comolia villosa,Comolia amazonica Cogn.,Comolia amazonica,Comolia,Comolia
128375,Dissotis scabra Gilg,Dissotis perkinsiae Gilg,Dissotis perkinsiae Gilg,Feliciotis perkinsiae (Gilg) Ver.-Lib. & G.Kadereit,Feliciotis perkinsiae,Rosettea scabra (Gilg) Ver.-Lib. & G.Kadereit,Rosettea scabra,Feliciotis,Rosettea
128476,Hypenanthe bracteatum (Blume) Bakh.f.,Medinilla magnifica Lindl.,Medinilla magnifica Lindl.,Medinilla magnifica Lindl.,Medinilla magnifica,Medinilla bracteata Blume,Medinilla bracteata,Medinilla,Medinilla
128536,Lasiandra imperatoris Wawra,Pleroma elegans Gardner,Pleroma elegans Gardner,Pleroma elegans Gardner,Pleroma elegans,Pleroma imperatore (Wawra) P.J.F.Guim. & Michelang.,Pleroma imperatore,Pleroma,Pleroma
128563,Lavoisiera cogniauxiana Barreto,Lavoisiera pulcherrima DC.,Lavoisiera pulcherrima DC.,Microlicia pulcherrima (DC.) Versiane & R.Romero,Microlicia pulcherrima,Microlicia plinervia Versiane & R.Romero,Microlicia plinervia,Microlicia,Microlicia
129116,Melastoma molle Wall.,Melastoma crinitum Naudin,Melastoma crinitum Naudin,Melastoma penicillatum Naudin,Melastoma penicillatum,Melastoma molle Wall.,Melastoma molle,Melastoma,Melastoma
129208,Melastoma succulentum Blume,Medinilla succulenta Korth. ex Blume,Medinilla succulenta Korth. ex Blume,Medinilla crassifolia Blume,Medinilla crassifolia,Medinilla succulenta Blume,Medinilla succulenta,Medinilla,Medinilla
129231,Melastoma velutinum Willd.,Miconia albicans (Sw.) Steud.,Miconia albicans (Sw.) Steud.,Miconia albicans (Sw.) Steud.,Miconia albicans,Pleroma clavatum (Pers.) P.J.F.Guim. & Michelang.,Pleroma clavatum,Miconia,Pleroma
129357,Memecylon latifolium Bojer,Memecylon cordatum Gardner ex Triana,Memecylon cordatum Gardner ex Triana,Memecylon randerianum S.M.Almeida & M.R.Almeida,Memecylon randerianum,Memecylon cordatum Desr.,Memecylon cordatum,Memecylon,Memecylon
129672,Osbeckia koti-gueda Naudin,Osbeckia aspera Blume,Osbeckia aspera Blume,Osbeckia aspera Blume,Osbeckia aspera,Osbeckia wightiana Benth. ex Wight & Arn.,Osbeckia wightiana,Osbeckia,Osbeckia
129705,Osbeckia quaterna Buch.-Ham. ex D.Don,Osbeckia stellata Buch.-Ham. ex D.Don,Osbeckia stellata Buch.-Ham. ex D.Don,Osbeckia stellata Buch.-Ham. ex D.Don,Osbeckia stellata,Osbeckia rostrata D.Don,Osbeckia rostrata,Osbeckia,Osbeckia
129707,Osbeckia recalva Bedd. ex Gamble,Osbeckia stellata Buch.-Ham. ex D.Don,Osbeckia stellata Buch.-Ham. ex D.Don,Osbeckia stellata Buch.-Ham. ex D.Don,Osbeckia stellata,Osbeckia rostrata D.Don,Osbeckia rostrata,Osbeckia,Osbeckia
129729,Osbeckia truncata D.Don ex Wight & Arn.,Osbeckia brachystemon Naudin,Osbeckia brachystemon Naudin,Osbeckia brachystemon Naudin,Osbeckia brachystemon,Osbeckia muralis Naudin,Osbeckia muralis,Osbeckia,Osbeckia
129967,Pleroma strigosum Triana,Pleroma ornatum Triana,Pleroma ornatum Triana,Chaetogastra ornata (Sw.) P.J.F.Guim. & Michelang.,Chaetogastra ornata,Brachyotum strigosum Triana,Brachyotum strigosum,Chaetogastra,Brachyotum
130067,Rhexia alsinefolia Schrank & Mart.,Acisanthera alsinaefolia (DC.) Triana,Acisanthera alsinaefolia (DC.) Triana,Acisanthera alsinaefolia (DC.) Triana,Acisanthera alsinaefolia,Acisanthera alsinefolia var. alsinefolia ,Acisanthera alsinefolia,Acisanthera,Acisanthera
130070,Rhexia arenariifolia Mart. & Schrank,Microlicia arenariifolia DC.,Microlicia arenariifolia DC.,Microlicia arenariifolia DC.,Microlicia arenariifolia,Microlicia arenariaefolia DC.,Microlicia arenariaefolia,Microlicia,Microlicia
130128,Rhexia viminea D.Don,Pleroma vimineum D.Don,Pleroma vimineum D.Don,Pleroma vimineum D.Don,Pleroma vimineum,Pleroma viminea D.Don,Pleroma viminea,Pleroma,Pleroma
130135,Sagraea hirtella DC.,Ossaea hirtella Triana,Ossaea hirtella Triana,Ossaea hirtella Triana,Ossaea hirtella,Miconia hirtellicaulis Ionta & Judd,Miconia hirtellicaulis,Ossaea,Miconia
130372,Tibouchina cujabensis Cogn.,Pleroma pogonantherum Triana,Pleroma pogonantherum Triana,Tibouchina pogonanthera Cogn.,Tibouchina pogonanthera,Tibouchina cujabensis Cogn.,Tibouchina cujabensis,Tibouchina,Tibouchina
130394,Tibouchina viminea Cogn.,Pleroma vimineum D.Don,Pleroma vimineum D.Don,Pleroma vimineum D.Don,Pleroma vimineum,Pleroma viminea D.Don,Pleroma viminea,Pleroma,Pleroma
130604,Pseudodissochaeta spirei (Guillaumin) Veldkamp & J.F.Maxwell,Pseudodissochaeta assamica (C.B.Clarke) Nayar,Pseudodissochaeta assamica (C.B.Clarke) Nayar,Pseudodissochaeta assamica (C.B.Clarke) Nayar,Pseudodissochaeta assamica,Pseudodissochaeta spirei (Guillaumin) Veldkamp & J.F.Maxwell,Pseudodissochaeta spirei,Pseudodissochaeta,Pseudodissochaeta
130653,Osbeckia darjeelingensis G.S.Giri & M.P.Nayar,Osbeckia rostrata D.Don,Osbeckia rostrata D.Don,Osbeckia rostrata D.Don,Osbeckia rostrata,Osbeckia stellata var. stellata ,Osbeckia stellata,Osbeckia,Osbeckia
131418,Astragalus angustifolius subsp. tymphresteus (Boiss. & Spruner) Hayek,Astragalus sirinicus Ten.,Astragalus sirinicus Ten.,Astragalus sirinicus Ten.,Astragalus sirinicus,Astragalus tymphresteus Boiss. & Spruner,Astragalus tymphresteus,Astragalus,Astragalus
131439,Orobus laevigatus Waldst. & Kit.,Lathyrus laevigatus Arechav.,Lathyrus laevigatus Arechav.,Lathyrus latifolius subsp. latifolius ,Lathyrus latifolius,Lathyrus laevigatus (Waldst. & Kit.) Gren.,Lathyrus laevigatus,Lathyrus,Lathyrus
131490,Stauracanthus genistoides subsp. vicentinus (Daveau ex Cout.) Rothm.,Stauracanthus genistoides (Brot.) Samp.,Stauracanthus genistoides (Brot.) Samp.,Stauracanthus genistoides (Brot.) Samp.,Stauracanthus genistoides,Stauracanthus spectabilis Webb,Stauracanthus spectabilis,Stauracanthus,Stauracanthus
131505,Ulex parviflorus subsp. glabrescens (Webb) Rothm.,Ulex parviflorus subsp. jussiaei (Webb) D.A.Webb,Ulex parviflorus subsp. jussiaei (Webb) D.A.Webb,Ulex jussiaei Webb,Ulex jussiaei,Ulex borgiae Rivas Mart.,Ulex borgiae,Ulex,Ulex
132057,Galactia nana Burkart,Galactia peduncularis (Benth.) Taub.,Galactia peduncularis (Benth.) Taub.,Cerradicola peduncularis (Benth.) L.P.Queiroz,Cerradicola peduncularis,Cerradicola nana (Burkart) L.P.Queiroz,Cerradicola nana,Cerradicola,Cerradicola
132159,Brongniartia discolor Brandegee,Brongniartia magnibracteata Schltdl.,Brongniartia magnibracteata Schltdl.,Brongniartia magnibracteata Schltdl.,Brongniartia magnibracteata,Brongniartia discolor Brandegee,Brongniartia discolor,Brongniartia,Brongniartia
132181,Brownea angustiflora Little,Brownea coccinea Jacq.,Brownea coccinea Jacq.,Brownea coccinea Jacq.,Brownea coccinea,Brownea angustiflora Little,Brownea angustiflora,Brownea,Brownea
132379,Acacia vogeliana Steud.,Lysiloma ambigua Urb.,Lysiloma ambigua Urb.,Lysiloma ambigua Urb.,Lysiloma ambigua,Parasenegalia vogeliana (Steud.) Seigler & Ebinger,Parasenegalia vogeliana,Lysiloma,Parasenegalia
132732,Indigofera argentata I.M.Johnst.,Indigofera nesophila Lievens & Urbatsch,Indigofera nesophila Lievens & Urbatsch,Indigofera nesophila Lievens & Urbatsch,Indigofera nesophila,Indigofera nelsonii Rydb.,Indigofera nelsonii,Indigofera,Indigofera
133016,Galactia stereophylla Harms,Galactia neesii DC.,Galactia neesii DC.,Betencourtia neesii (DC.) L.P.Queiroz,Betencourtia neesii,Betencourtia stereophylla (Harms) L.P.Queiroz,Betencourtia stereophylla,Betencourtia,Betencourtia
133500,Mimosa scandens L.,Entada gigas (L.) Fawc. & Rendle,Entada gigas (L.) Fawc. & Rendle,Entada gigas (L.) Fawc. & Rendle,Entada gigas,Entada phaseoloides (L.) Merr.,Entada phaseoloides,Entada,Entada
133501,Entada gigalobium DC.,Entada phaseoloides (L.) Merr.,Entada phaseoloides (L.) Merr.,Entada phaseoloides (L.) Merr.,Entada phaseoloides,Entada gigas (L.) Fawc. & Rendle,Entada gigas,Entada,Entada
133626,Acacia emoryana Benth.,Acacia berlandieri Benth.,Acacia berlandieri Benth.,Senegalia berlandieri (Benth.) Britton & Rose,Senegalia berlandieri,Senegalia × emoryana (Benth.) Britton & Rose,Senegalia emoryana,Senegalia,Senegalia
133805,Copaifera hymenaeifolia Moric.,Guibourtia hymenaefolia (Moric.) J.Léonard,Guibourtia hymenaefolia (Moric.) J.Léonard,Guibourtia hymenaefolia (Moric.) J.Léonard,Guibourtia hymenaefolia,Guibourtia hymenaeifolia (Moric.) J.Léonard,Guibourtia hymenaeifolia,Guibourtia,Guibourtia
133806,Copaiba hymenaeifolia (Moric.) Kuntze,Guibourtia hymenaefolia (Moric.) J.Léonard,Guibourtia hymenaefolia (Moric.) J.Léonard,Guibourtia hymenaefolia (Moric.) J.Léonard,Guibourtia hymenaefolia,Guibourtia hymenaeifolia (Moric.) J.Léonard,Guibourtia hymenaeifolia,Guibourtia,Guibourtia
133882,Stylosanthes biflora var. guianensis (Aubl.) Kuntze,"Stylosanthes biflora (L.) Britton, Sterns & Poggenb.","Stylosanthes biflora (L.) Britton, Sterns & Poggenb.","Stylosanthes biflora (L.) Britton, Sterns & Poggenb.",Stylosanthes biflora,Stylosanthes guianensis (Aubl.) Sw.,Stylosanthes guianensis,Stylosanthes,Stylosanthes
133974,Swartzia multijuga var. apetala Benth.,Swartzia multijuga Vogel,Swartzia multijuga Vogel,Swartzia multijuga Vogel,Swartzia multijuga,Swartzia parvipetala (R.S.Cowan) Mansano,Swartzia parvipetala,Swartzia,Swartzia
133986,Dialium densiflorum Harms,Dialium guineense Willd.,Dialium guineense Willd.,Dialium guineense Willd.,Dialium guineense,Dialium zenkeri Harms,Dialium zenkeri,Dialium,Dialium
133992,Tounatea oblonga (Benth.) Taub.,Swartzia polyphylla DC.,Swartzia polyphylla DC.,Swartzia polyphylla DC.,Swartzia polyphylla,Swartzia oblonga Benth.,Swartzia oblonga,Swartzia,Swartzia
133993,Swartzia acuminata var. puberula (Taub.) Glaz.,Swartzia polyphylla DC.,Swartzia polyphylla DC.,Swartzia polyphylla DC.,Swartzia polyphylla,Swartzia acuminata Willd. ex Vogel,Swartzia acuminata,Swartzia,Swartzia
133994,Swartzia acuminata var. tridynamia Huber,Swartzia polyphylla DC.,Swartzia polyphylla DC.,Swartzia polyphylla DC.,Swartzia polyphylla,Swartzia acuminata Willd. ex Vogel,Swartzia acuminata,Swartzia,Swartzia
133995,Tounatea acuminata (Willd. ex Vogel) Taub.,Swartzia polyphylla DC.,Swartzia polyphylla DC.,Swartzia polyphylla DC.,Swartzia polyphylla,Swartzia acuminata Willd. ex Vogel,Swartzia acuminata,Swartzia,Swartzia
133998,Tounatea acuminata var. puberula Taub.,Swartzia polyphylla DC.,Swartzia polyphylla DC.,Swartzia polyphylla DC.,Swartzia polyphylla,Swartzia acuminata Willd. ex Vogel,Swartzia acuminata,Swartzia,Swartzia
134115,Bowdichia racemosa var. parvifolia Ducke,Staminodianthus racemosus (Hoehne) D.B.O.S.Cardoso & H.C.Lima,Staminodianthus racemosus (Hoehne) D.B.O.S.Cardoso & H.C.Lima,Staminodianthus racemosus (Hoehne) D.B.O.S.Cardoso & H.C.Lima,Staminodianthus racemosus,Staminodianthus duckei (Yakovlev) D.B.O.S.Cardoso & H.C.Lima,Staminodianthus duckei,Staminodianthus,Staminodianthus
134215,Dialium soyauxii Harms,Dialium guineense Willd.,Dialium guineense Willd.,Dialium guineense Willd.,Dialium guineense,Dialium zenkeri Harms,Dialium zenkeri,Dialium,Dialium
134241,Dialium zenkeri Harms,Dialium guineense Willd.,Dialium guineense Willd.,Dialium guineense Willd.,Dialium guineense,Dialium zenkeri Harms,Dialium zenkeri,Dialium,Dialium
134306,Tephrosia tenella A.Gray,Tephrosia vicioides Schltdl.,Tephrosia vicioides Schltdl.,Tephrosia vicioides Schltdl.,Tephrosia vicioides,Tephrosia domingensis (Willd.) Pers.,Tephrosia domingensis,Tephrosia,Tephrosia
134307,Cracca tenella (A.Gray) Rose,Tephrosia vicioides Schltdl.,Tephrosia vicioides Schltdl.,Tephrosia vicioides Schltdl.,Tephrosia vicioides,Tephrosia domingensis (Willd.) Pers.,Tephrosia domingensis,Tephrosia,Tephrosia
134329,Trifolium chiclense Ball,Trifolium amabile var. pedicellaris Ball,Trifolium amabile var. pedicellaris Ball,Trifolium amabile var. pedicellaris Ball,Trifolium amabile,Trifolium peruvianum Vogel,Trifolium peruvianum,Trifolium,Trifolium
134331,Trifolium weberbaueri Ulbr.,Trifolium amabile var. amabile Kunth,Trifolium amabile var. amabile Kunth,Trifolium amabile var. amabile Kunth,Trifolium amabile,Trifolium peruvianum Vogel,Trifolium peruvianum,Trifolium,Trifolium
134384,Acacia ambigua Vogel,Lysiloma ambigua Urb.,Lysiloma ambigua Urb.,Lysiloma ambigua Urb.,Lysiloma ambigua,Parasenegalia vogeliana (Steud.) Seigler & Ebinger,Parasenegalia vogeliana,Lysiloma,Parasenegalia
134457,Adesmia caespitosa Gillies ex Hook. & Arn.,Adesmia minor (Hook. & Arn.) Burkart,Adesmia minor (Hook. & Arn.) Burkart,Adesmia minor (Hook. & Arn.) Burkart,Adesmia minor,Adesmia horrida Gillies ex Hook. & Arn.,Adesmia horrida,Adesmia,Adesmia
134500,Adesmia amblysepala Solms,Adesmia schickendanztii Griseb.,Adesmia schickendanztii Griseb.,Adesmia schickendanztii Griseb.,Adesmia schickendanztii,Adesmia sckickendanzii Griseb.,Adesmia sckickendanzii,Adesmia,Adesmia
134699,Sophora albopetiolulata subsp. oligosperma Yakovlev,Sophora albo-petiolulata Leonard,Sophora albo-petiolulata Leonard,Sophora albo-petiolulata Leonard,Sophora albo-petiolulata,Sophora albopetiolulata Leonard,Sophora albopetiolulata,Sophora,Sophora
