,taxon_name_w_authors,202204_accepted_name_w_author,202212_taxon_name_w_authors,202212_chained_accepted_name_w_author,202212_chained_accepted_species,202212_direct_accepted_name_w_author,202212_direct_accepted_species
count,9910,9910,9910,9910,9834,9910,9841
unique,9910,3556,3556,3540,3313,3892,3476
top,Gynapteina Spach,Medicago × varia Martyn,Medicago × varia Martyn,Medicago × varia Martyn,Medicago varia,Medicago varia Martyn,Medicago varia
freq,1,53,53,53,53,55,55
