,202204_202212,Percentages
original_names,1252629,100.0
total_disagreements,9910,0.7911360825910944
species_disagreements,2185,0.17443313223628065
genus_disagreements,407,0.03249166353325685
unresolved_via_chaining_despite_a_direct_resolution,0,0.0
