,taxon_name_w_authors,v11_accepted_name_w_author,v14_taxon_name_w_authors,v14_chained_accepted_name_w_author,v14_chained_accepted_species,v14_direct_accepted_name_w_author,v14_direct_accepted_species,v14_chained_accepted_genus,v14_direct_accepted_genus
4800,Alyxia loeseneriana var. macrocarpa Boiteau,Alyxia loeseneriana Schltr.,Alyxia loeseneriana Schltr.,Alyxia loeseneriana Schltr.,Alyxia loeseneriana,Alyxia paniensis Lannuzel,Alyxia paniensis,Alyxia,Alyxia
4866,Alyxia sharpei P.I.Forst.,Alyxia ruscifolia R.Br.,Alyxia ruscifolia R.Br.,Alyxia ruscifolia R.Br.,Alyxia ruscifolia,Alyxia sharpei P.I.Forst.,Alyxia sharpei,Alyxia,Alyxia
5203,Amsonia arenaria Standl.,Amsonia tomentosa var. stenophylla Kearney & Peebles,Amsonia tomentosa var. stenophylla Kearney & Peebles,Amsonia tomentosa var. stenophylla Kearney & Peebles,Amsonia tomentosa,Amsonia arenaria Standl.,Amsonia arenaria,Amsonia,Amsonia
5257,Orchis coriophora var. cibiniensis Schur,"Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase","Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase","Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase",Anacamptis coriophora,Anacamptis fragrans (Pollini) R.M.Bateman,Anacamptis fragrans,Anacamptis,Anacamptis
5274,Orchis fragrans f. grandiflora Rchb.,"Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase","Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase","Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase",Anacamptis coriophora,Anacamptis fragrans (Pollini) R.M.Bateman,Anacamptis fragrans,Anacamptis,Anacamptis
5276,Orchis fragrans Pollini,"Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase","Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase","Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase",Anacamptis coriophora,Anacamptis fragrans (Pollini) R.M.Bateman,Anacamptis fragrans,Anacamptis,Anacamptis
5278,Orchis cassidea M.Bieb.,"Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase","Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase","Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase",Anacamptis coriophora,Anacamptis fragrans (Pollini) R.M.Bateman,Anacamptis fragrans,Anacamptis,Anacamptis
5280,Orchis coriophora var. dolichoceras Maire,"Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase","Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase","Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase",Anacamptis coriophora,Anacamptis fragrans (Pollini) R.M.Bateman,Anacamptis fragrans,Anacamptis,Anacamptis
5281,Orchis coriophora var. elongata Maire,"Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase","Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase","Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase",Anacamptis coriophora,Anacamptis fragrans (Pollini) R.M.Bateman,Anacamptis fragrans,Anacamptis,Anacamptis
5282,Orchis coriophora var. lusciniarum Maire,"Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase","Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase","Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase",Anacamptis coriophora,Anacamptis fragrans (Pollini) R.M.Bateman,Anacamptis fragrans,Anacamptis,Anacamptis
5283,Orchis coriophora var. major E.G.Camus,"Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase","Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase","Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase",Anacamptis coriophora,Anacamptis fragrans (Pollini) R.M.Bateman,Anacamptis fragrans,Anacamptis,Anacamptis
5286,Orchis coriophora var. sennenii A.Camus,"Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase","Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase","Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase",Anacamptis coriophora,Anacamptis fragrans (Pollini) R.M.Bateman,Anacamptis fragrans,Anacamptis,Anacamptis
5287,Orchis coriophora var. symphypetala Brot.,"Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase","Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase","Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase",Anacamptis coriophora,Anacamptis fragrans (Pollini) R.M.Bateman,Anacamptis fragrans,Anacamptis,Anacamptis
5320,Lankesteriana Karremans,Anathallis Barb.Rodr.,Anathallis Barb.Rodr.,Anathallis Barb.Rodr.,,Lankesteriana Karremans,,Anathallis,Lankesteriana
5748,Angraecum longinode Frapp. ex Cordem.,Angraecum patens Frapp. ex Cordem.,Angraecum patens Frapp. ex Cordem.,Angraecum patens Frapp. ex Cordem.,Angraecum patens,Angraecum costatum Frapp. ex Cordem.,Angraecum costatum,Angraecum,Angraecum
5821,Mystacidium spicatum Cordem.,Angraecum tenellum (Ridl.) Schltr.,Angraecum tenellum (Ridl.) Schltr.,Angraecum tenellum (Ridl.) Schltr.,Angraecum tenellum,Angraecum parvulum Ayres ex S.Moore,Angraecum parvulum,Angraecum,Angraecum
6081,Anthurium macdougallii Matuda,Anthurium andicola Liebm.,Anthurium andicola Liebm.,Anthurium andicola Liebm.,Anthurium andicola,Anthurium macdougallii Matuda,Anthurium macdougallii,Anthurium,Anthurium
8199,Aspidosperma quirandy Hassl.,Aspidosperma australe Müll.Arg.,Aspidosperma australe Müll.Arg.,Aspidosperma australe Müll.Arg.,Aspidosperma australe,Aspidosperma quirandy Hassl.,Aspidosperma quirandy,Aspidosperma,Aspidosperma
8221,Aspidosperma marcgravianum Woodson,Aspidosperma excelsum Benth.,Aspidosperma excelsum Benth.,Aspidosperma excelsum Benth.,Aspidosperma excelsum,Aspidosperma marcgravianum Woodson,Aspidosperma marcgravianum,Aspidosperma,Aspidosperma
9202,Elaeagia glomiflora Standl.,Bathysa australis (A.St.-Hil.) K.Schum.,Bathysa australis (A.St.-Hil.) K.Schum.,Bathysa australis (A.St.-Hil.) K.Schum.,Bathysa australis,Bathysa mollis (Rusby) C.M.Taylor & Mald.,Bathysa mollis,Bathysa,Bathysa
9203,Elaeagia mollis Rusby,Bathysa australis (A.St.-Hil.) K.Schum.,Bathysa australis (A.St.-Hil.) K.Schum.,Bathysa australis (A.St.-Hil.) K.Schum.,Bathysa australis,Bathysa mollis (Rusby) C.M.Taylor & Mald.,Bathysa mollis,Bathysa,Bathysa
10176,Bletia jucunda Linden & Rchb.f.,Bletia reflexa Lindl.,Bletia reflexa Lindl.,Bletia reflexa Lindl.,Bletia reflexa,Bletia jucunda Linden & Rchb.f.,Bletia jucunda,Bletia,Bletia
11402,Cirrhopetalum wallichii J.Graham,Bulbophyllum fibratum (Gagnep.) Seidenf.,Bulbophyllum fibratum (Gagnep.) Seidenf.,Bulbophyllum fibratum (Gagnep.) Seidenf.,Bulbophyllum fibratum,Bulbophyllum fimbriatum (Lindl.) Rchb.f.,Bulbophyllum fimbriatum,Bulbophyllum,Bulbophyllum
11886,Trias pusilla J.Joseph & H.Deka,Bulbophyllum moniliforme C.S.P.Parish & Rchb.f.,Bulbophyllum moniliforme C.S.P.Parish & Rchb.f.,Bulbophyllum moniliforme C.S.P.Parish & Rchb.f.,Bulbophyllum moniliforme,"Bulbophyllum jejosephii J.J.Verm., Schuit. & de Vogel",Bulbophyllum jejosephii,Bulbophyllum,Bulbophyllum
13496,"Calamus pachypus W.J.Baker, Bayton, J.Dransf. & Maturb.",Calamus vitiensis Warb. ex Becc.,Calamus vitiensis Warb. ex Becc.,Calamus vitiensis Warb. ex Becc.,Calamus vitiensis,"Calamus pachypus W.J.Baker, Bayton, J.Dransf. & Maturb.",Calamus pachypus,Calamus,Calamus
13756,Calanthe candida Bosser,Calanthe sylvatica (Thouars) Lindl.,Calanthe sylvatica (Thouars) Lindl.,Calanthe sylvatica (Thouars) Lindl.,Calanthe sylvatica,Calanthe candida Bosser,Calanthe candida,Calanthe,Calanthe
13797,Calanthe nephroglossa Schltr.,Calanthe triplicata (Willemet) Ames,Calanthe triplicata (Willemet) Ames,Calanthe triplicata (Willemet) Ames,Calanthe triplicata,Calanthe nephroglossa Schltr.,Calanthe nephroglossa,Calanthe,Calanthe
14722,Caperonia hystrix Pax & K.Hoffm.,Caperonia linearifolia A.St.-Hil.,Caperonia linearifolia A.St.-Hil.,Caperonia linearifolia A.St.-Hil.,Caperonia linearifolia,Caperonia hystrix Pax & K.Hoffm.,Caperonia hystrix,Caperonia,Caperonia
16649,Chilocarpus malabaricus Bedd.,Chilocarpus denudatus Blume,Chilocarpus denudatus Blume,Chilocarpus denudatus Blume,Chilocarpus denudatus,Chilocarpus malabaricus Bedd.,Chilocarpus malabaricus,Chilocarpus,Chilocarpus
16751,Chiropetalum lineatum Klotzsch,Chiropetalum tricoccum (Vell.) Chodat & Hassl.,Chiropetalum tricoccum (Vell.) Chodat & Hassl.,Chiropetalum tricoccum (Vell.) Chodat & Hassl.,Chiropetalum tricoccum,Chiropetalum latifolium (Chodat & Hassl.) J.Külkamp,Chiropetalum latifolium,Chiropetalum,Chiropetalum
16753,Chiropetalum tricoccum f. latifolium Chodat & Hassl.,Chiropetalum tricoccum (Vell.) Chodat & Hassl.,Chiropetalum tricoccum (Vell.) Chodat & Hassl.,Chiropetalum tricoccum (Vell.) Chodat & Hassl.,Chiropetalum tricoccum,Chiropetalum latifolium (Chodat & Hassl.) J.Külkamp,Chiropetalum latifolium,Chiropetalum,Chiropetalum
16993,Ragala Pierre,Chrysophyllum L.,Chrysophyllum L.,Chrysophyllum L.,,Ragala Pierre,,Chrysophyllum,Ragala
16998,Prieurella Pierre,Chrysophyllum L.,Chrysophyllum L.,Chrysophyllum L.,,Prieurella Pierre,,Chrysophyllum,Prieurella
16999,Achrouteria Eyma,Chrysophyllum L.,Chrysophyllum L.,Chrysophyllum L.,,Achrouteria Eyma,,Chrysophyllum,Achrouteria
17002,Martiusella Pierre,Chrysophyllum L.,Chrysophyllum L.,Chrysophyllum L.,,Martiusella Pierre,,Chrysophyllum,Martiusella
17006,Chloroluma Baill.,Chrysophyllum L.,Chrysophyllum L.,Chrysophyllum L.,,Chloroluma Baill.,,Chrysophyllum,Chloroluma
17007,Fibrocentrum Pierre ex Glaziou,Chrysophyllum L.,Chrysophyllum L.,Chrysophyllum L.,,Chloroluma Baill.,,Chrysophyllum,Chloroluma
18516,Exorrhiza vaupelii Burret,Clinostigma warburgii Becc.,Clinostigma warburgii Becc.,Clinostigma warburgii Becc.,Clinostigma warburgii,Clinostigma savaiiense Christoph.,Clinostigma savaiiense,Clinostigma,Clinostigma
18517,Clinostigma vaupelii Burret,Clinostigma warburgii Becc.,Clinostigma warburgii Becc.,Clinostigma warburgii Becc.,Clinostigma warburgii,Clinostigma savaiiense Christoph.,Clinostigma savaiiense,Clinostigma,Clinostigma
18519,Clinostigma savaiiense Christoph.,Clinostigma warburgii Becc.,Clinostigma warburgii Becc.,Clinostigma warburgii Becc.,Clinostigma warburgii,Clinostigma savaiiense Christoph.,Clinostigma savaiiense,Clinostigma,Clinostigma
18914,Coelogyne cycnoches C.S.P.Parish & Rchb.f.,Coelogyne fuscescens Lindl.,Coelogyne fuscescens Lindl.,Coelogyne fuscescens Lindl.,Coelogyne fuscescens,Coelogyne cycnoches C.S.P.Parish & Rchb.f.,Coelogyne cycnoches,Coelogyne,Coelogyne
20430,Eucalyptus variegata F.Muell.,Corymbia citriodora (Hook.) K.D.Hill & L.A.S.Johnson,Corymbia citriodora (Hook.) K.D.Hill & L.A.S.Johnson,Corymbia citriodora (Hook.) K.D.Hill & L.A.S.Johnson,Corymbia citriodora,Corymbia variegata (F.Muell.) K.D.Hill & L.A.S.Johnson,Corymbia variegata,Corymbia,Corymbia
20443,Eucalyptus capricornia D.J.Carr & S.G.M.Carr,Corymbia dichromophloia (F.Muell.) K.D.Hill & L.A.S.Johnson,Corymbia dichromophloia (F.Muell.) K.D.Hill & L.A.S.Johnson,Corymbia dichromophloia (F.Muell.) K.D.Hill & L.A.S.Johnson,Corymbia dichromophloia,Corymbia capricornia (D.J.Carr & S.G.M.Carr) K.D.Hill & L.A.S.Johnson,Corymbia capricornia,Corymbia,Corymbia
20445,Corymbia capricornia (D.J.Carr & S.G.M.Carr) K.D.Hill & L.A.S.Johnson,Corymbia dichromophloia (F.Muell.) K.D.Hill & L.A.S.Johnson,Corymbia dichromophloia (F.Muell.) K.D.Hill & L.A.S.Johnson,Corymbia dichromophloia (F.Muell.) K.D.Hill & L.A.S.Johnson,Corymbia dichromophloia,Corymbia capricornia (D.J.Carr & S.G.M.Carr) K.D.Hill & L.A.S.Johnson,Corymbia capricornia,Corymbia,Corymbia
20446,Eucalyptus drysdalensis D.J.Carr & S.G.M.Carr,Corymbia dichromophloia (F.Muell.) K.D.Hill & L.A.S.Johnson,Corymbia dichromophloia (F.Muell.) K.D.Hill & L.A.S.Johnson,Corymbia dichromophloia (F.Muell.) K.D.Hill & L.A.S.Johnson,Corymbia dichromophloia,Corymbia drysdalensis (D.J.Carr & S.G.M.Carr) K.D.Hill & L.A.S.Johnson,Corymbia drysdalensis,Corymbia,Corymbia
20498,Eucalyptus lamprophylla Brooker & A.R.Bean,Corymbia stockeri subsp. stockeri,Corymbia stockeri subsp. stockeri,Corymbia stockeri subsp. stockeri,Corymbia stockeri,Corymbia lamprophylla (Brooker & A.R.Bean) K.D.Hill & L.A.S.Johnson,Corymbia lamprophylla,Corymbia,Corymbia
21239,Croton adumbratus Croizat,Croton erythrostachys var. erythrostachys,Croton erythrostachys var. erythrostachys,Croton erythrostachys var. erythrostachys,Croton erythrostachys,Croton adumbratus Croizat,Croton adumbratus,Croton,Croton
21254,Croton ferrugineus var. elegans (Kunth) Müll.Arg.,Croton ferrugineus Kunth,Croton ferrugineus Kunth,Croton ferrugineus Kunth,Croton ferrugineus,Croton elegans Kunth,Croton elegans,Croton,Croton
21258,Croton elegans Kunth,Croton ferrugineus Kunth,Croton ferrugineus Kunth,Croton ferrugineus Kunth,Croton ferrugineus,Croton elegans Kunth,Croton elegans,Croton,Croton
21268,Croton cascarilla Lam.,Croton flavens L.,Croton flavens L.,Croton flavens L.,Croton flavens,Croton eluteria (L.) W.Wright,Croton eluteria,Croton,Croton
21269,Croton albidus Müll.Arg.,Croton flavens L.,Croton flavens L.,Croton flavens L.,Croton flavens,Croton humilis L.,Croton humilis,Croton,Croton
21275,Croton lamarckianus Moldenke,Croton flavens L.,Croton flavens L.,Croton flavens L.,Croton flavens,Croton eluteria (L.) W.Wright,Croton eluteria,Croton,Croton
21282,Oxydectes albida (Müll.Arg.) Kuntze,Croton flavens L.,Croton flavens L.,Croton flavens L.,Croton flavens,Croton humilis L.,Croton humilis,Croton,Croton
21670,Croton glandulosus Blanco,Croton muricatus Vahl,Croton muricatus Vahl,Croton muricatus Vahl,Croton muricatus,Croton tiglium L.,Croton tiglium,Croton,Croton
22506,Macrophloga Becc.,Dypsis Noronha ex Mart.,Dypsis Noronha ex Mart.,Dypsis Noronha ex Mart.,,Chrysalidocarpus H.Wendl.,,Dypsis,Chrysalidocarpus
22731,Hemiperis micrantha Frapp. ex Cordem.,Cynorkis falcata (Frapp. ex Cordem.) Schltr.,Cynorkis falcata (Frapp. ex Cordem.) Schltr.,Cynorkis falcata (Frapp. ex Cordem.) Schltr.,Cynorkis falcata,Benthamia gracilis J.M.H.Shaw,Benthamia gracilis,Cynorkis,Benthamia
22948,Odontoglossum ulopterum Linden & Rchb.f.,Cyrtochilum angustatum (Lindl.) Dalström,Cyrtochilum angustatum (Lindl.) Dalström,Cyrtochilum angustatum (Lindl.) Dalström,Cyrtochilum angustatum,Cyrtochilum ulopterum (Linden & Rchb.f.) Dalström,Cyrtochilum ulopterum,Cyrtochilum,Cyrtochilum
23064,Odontoglossum bellum Schltr.,Cyrtochilum pardinum Lindl.,Cyrtochilum pardinum Lindl.,Cyrtochilum pardinum Lindl.,Cyrtochilum pardinum,Cyrtochilum bellum (Schltr.) Dalström,Cyrtochilum bellum,Cyrtochilum,Cyrtochilum
24690,Dendrobium lawianum Lindl.,Dendrobium crepidatum Lindl. & Paxton,Dendrobium crepidatum Lindl. & Paxton,Dendrobium crepidatum Lindl. & Paxton,Dendrobium crepidatum,Dendrobium lawianum Lindl.,Dendrobium lawianum,Dendrobium,Dendrobium
24693,Dendrochilum roseum Dalzell,Dendrobium crepidatum Lindl. & Paxton,Dendrobium crepidatum Lindl. & Paxton,Dendrobium crepidatum Lindl. & Paxton,Dendrobium crepidatum,Dendrobium lawianum Lindl.,Dendrobium lawianum,Dendrobium,Dendrobium
25723,Dendrobium uniflorum Teijsm. & Binn.,Dendrobium prostratum Ridl.,Dendrobium prostratum Ridl.,Dendrobium prostratum Ridl.,Dendrobium prostratum,Dendrobium leonis (Lindl.) Rchb.f.,Dendrobium leonis,Dendrobium,Dendrobium
26790,Diodia harperi Small,Diodia virginiana L.,Diodia virginiana L.,Diodia virginiana L.,Diodia virginiana,Diodia harperi Small,Diodia harperi,Diodia,Diodia
27285,Diuris punctata var. daltonii C.Walter,Diuris punctata Sm.,Diuris punctata Sm.,Diuris punctata Sm.,Diuris punctata,Diuris daltonii (C.Walter) D.L.Jones & M.A.Clem.,Diuris daltonii,Diuris,Diuris
27287,Diuris dendrobioides Fitzg.,Diuris punctata Sm.,Diuris punctata Sm.,Diuris punctata Sm.,Diuris punctata,Diuris dendrobioides Fitzg.,Diuris dendrobioides,Diuris,Diuris
28089,Chrysalidocarpus H.Wendl.,Dypsis Noronha ex Mart.,Dypsis Noronha ex Mart.,Dypsis Noronha ex Mart.,,Chrysalidocarpus H.Wendl.,,Dypsis,Chrysalidocarpus
28094,Phlogella Baill.,Dypsis Noronha ex Mart.,Dypsis Noronha ex Mart.,Dypsis Noronha ex Mart.,,Chrysalidocarpus H.Wendl.,,Dypsis,Chrysalidocarpus
28097,Antongilia Jum.,Dypsis Noronha ex Mart.,Dypsis Noronha ex Mart.,Dypsis Noronha ex Mart.,,Vonitra Becc.,,Dypsis,Vonitra
28098,Vonitra Becc.,Dypsis Noronha ex Mart.,Dypsis Noronha ex Mart.,Dypsis Noronha ex Mart.,,Vonitra Becc.,,Dypsis,Vonitra
28366,Evelyna bractescens Lindl.,Elleanthus aurantiacus (Lindl.) Rchb.f.,Elleanthus aurantiacus (Lindl.) Rchb.f.,Elleanthus aurantiacus (Lindl.) Rchb.f.,Elleanthus aurantiacus,Elleanthus bractescens (Lindl.) Rchb.f.,Elleanthus bractescens,Elleanthus,Elleanthus
28367,Evelyna hallii Rchb.f.,Elleanthus aurantiacus (Lindl.) Rchb.f.,Elleanthus aurantiacus (Lindl.) Rchb.f.,Elleanthus aurantiacus (Lindl.) Rchb.f.,Elleanthus aurantiacus,Elleanthus hallii (Rchb.f.) Rchb.f.,Elleanthus hallii,Elleanthus,Elleanthus
28368,Elleanthus cajamarcae Schltr.,Elleanthus aurantiacus (Lindl.) Rchb.f.,Elleanthus aurantiacus (Lindl.) Rchb.f.,Elleanthus aurantiacus (Lindl.) Rchb.f.,Elleanthus aurantiacus,Elleanthus cajamarcae Schltr.,Elleanthus cajamarcae,Elleanthus,Elleanthus
28369,Evelyna lindenii Rchb.f.,Elleanthus aurantiacus (Lindl.) Rchb.f.,Elleanthus aurantiacus (Lindl.) Rchb.f.,Elleanthus aurantiacus (Lindl.) Rchb.f.,Elleanthus aurantiacus,Elleanthus lindenii (Rchb.f. ex Linden) Rchb.f.,Elleanthus lindenii,Elleanthus,Elleanthus
