,taxon_name_w_authors,201807_accepted_name_w_author,202112_taxon_name_w_authors,202112_chained_accepted_name_w_author,202112_chained_accepted_species,202112_direct_accepted_name_w_author,202112_direct_accepted_species,202112_chained_accepted_genus,202112_direct_accepted_genus
2801,Matricaria tempskyana (Freyn & Sint.) Rauschert,Tripleurospermum tempskyanum (Freyn & Sint.) Hayek,Tripleurospermum tempskyanum (Freyn & Sint.) Hayek,Tripleurospermum tempskyanum (Freyn & Sint.) Hayek,Tripleurospermum tempskyanum,Anthemis cretica subsp. iberica (M.Bieb.) Grierson,Anthemis cretica,Tripleurospermum,Anthemis
2810,Anthemis diffusa Salzm. ex DC.,Cota coelopoda (Boiss.) Boiss.,Cota coelopoda (Boiss.) Boiss.,Cota coelopoda (Boiss.) Boiss.,Cota coelopoda,Anthemis arvensis subsp. arvensis L.,Anthemis arvensis,Cota,Anthemis
3246,Vernonia macahensis Glaz. ex G.M.Barroso,Lessingianthus lacunosus (Mart. ex DC.) H.Rob.,Lessingianthus lacunosus (Mart. ex DC.) H.Rob.,Lessingianthus lacunosus (Mart. ex DC.) H.Rob.,Lessingianthus lacunosus,Lepidaploa macahensis (Glaz. ex G.M.Barroso) H.Rob.,Lepidaploa macahensis,Lessingianthus,Lepidaploa
3284,Microrhynchus patens DC.,Launaea procumbens (Roxb.) Ramayya & Rajagopal,Launaea procumbens (Roxb.) Ramayya & Rajagopal,Launaea procumbens (Roxb.) Amin,Launaea procumbens,Lactuca indica L.,Lactuca indica,Launaea,Lactuca
3359,Monticalia masonhalei (Ruíz-Terán & López-Fig.) C.Jeffrey,Pentacalia mason-halei (Ruíz-Terán & López-Fig.) Cuatrec.,Pentacalia mason-halei (Ruíz-Terán & López-Fig.) Cuatrec.,Pentacalia mason-halei (Ruíz-Terán & López-Fig.) Cuatrec.,Pentacalia mason-halei,Monticalia masonhalei (Ruíz-Terán & López-Fig.) C.Jeffrey,Monticalia masonhalei,Pentacalia,Monticalia
3557,Felicia karooica Compton,Felicia lasiocarpa DC.,Felicia lasiocarpa DC.,Felicia lasiocarpa DC.,Felicia lasiocarpa,Mairia lasiocarpa DC.,Mairia lasiocarpa,Felicia,Mairia
3616,Erechtites hispidula (A.Rich.) DC.,Senecio hispidulus A.Rich.,Senecio hispidulus A.Rich.,Senecio hispidulus A.Rich.,Senecio hispidulus,Erechtites hispidula (A.Rich.) DC.,Erechtites hispidula,Senecio,Erechtites
3622,Gnaphalium helianthemifolium Burm.f.,Plecostachys serpyllifolia (P.J.Bergius) Hilliard & B.L.Burtt,Plecostachys serpyllifolia (P.J.Bergius) Hilliard & B.L.Burtt,Plecostachys serpyllifolia (P.J.Bergius) Hilliard & B.L.Burtt,Plecostachys serpyllifolia,Helichrysum helianthemifolium D.Don ex G.Don,Helichrysum helianthemifolium,Plecostachys,Helichrysum
3631,Euryops athanasiae (L.f.) Harv.,Euryops speciosissimus DC.,Euryops speciosissimus DC.,Euryops speciosissimus DC.,Euryops speciosissimus,Othonna daucifolia J.C.Manning & Goldblatt,Othonna daucifolia,Euryops,Othonna
3691,Erigeron tenuifolius Sch.Bip.,Galatella linosyris (L.) Rchb.f.,Galatella linosyris (L.) Rchb.f.,Galatella linosyris (L.) Rchb.f.,Galatella linosyris,Chrysocoma ciliata L.,Chrysocoma ciliata,Galatella,Chrysocoma
3916,Artemisia corymbosa Fisch. ex Besser,Artemisia sieberi Besser,Artemisia sieberi Besser,Seriphidium sieberi (Besser) K.Bremer & Humphries ex Y.R.Ling,Seriphidium sieberi,Artemisia glomerata Ledeb.,Artemisia glomerata,Seriphidium,Artemisia
3968,Blumea microphylla Chiov.,Pluchea somaliensis (Thell.) Thulin,Pluchea somaliensis (Thell.) Thulin,Pluchea somaliensis (Thell.) Thulin,Pluchea somaliensis,Pseudoconyza viscosa (Mill.) D'Arcy,Pseudoconyza viscosa,Pluchea,Pseudoconyza
4008,Mulgedium leucophaeum DC.,Lactuca biennis (Moench) Fernald,Lactuca biennis (Moench) Fernald,Lactuca biennis (Moench) Fernald,Lactuca biennis,Cicerbita alpina Wallr.,Cicerbita alpina,Lactuca,Cicerbita
4065,Gochnatia discoidea (Less.) Cabrera,Bahianthus viscosus (Spreng.) R.M.King & H.Rob.,Bahianthus viscosus (Spreng.) R.M.King & H.Rob.,Bahianthus viscosus (Spreng.) R.M.King & H.Rob.,Bahianthus viscosus,Richterago discoidea (Less.) Kuntze,Richterago discoidea,Bahianthus,Richterago
4331,Aster iinumae Kitam.,Aster iinumae Kitam. ex Hara,Aster iinumae Kitam. ex Hara,Machaeranthera tanacetifolia (Kunth) Nees,Machaeranthera tanacetifolia,Aster pinnatifidus (Matsumura) Makino,Aster pinnatifidus,Machaeranthera,Aster
4460,Gnaphalium acilepis DC.,Gnaphalium vestitum Thunb.,Gnaphalium vestitum Thunb.,Trichogyne repens (L.) Anderb.,Trichogyne repens,Syncarpha vestita (L.) B.Nord.,Syncarpha vestita,Trichogyne,Syncarpha
4704,Gnaphaliothamnus durangensis G.L.Nesom,Chionolaena durangensis (G.L.Nesom) G.L.Nesom,Chionolaena durangensis (G.L.Nesom) G.L.Nesom,Chionolaena durangensis (G.L.Nesom) G.L.Nesom,Chionolaena durangensis,Gnaphaliothamnus durangensis G.L.Nesom,Gnaphaliothamnus durangensis,Chionolaena,Gnaphaliothamnus
4780,Vernonia platylepis Drake,Gymnanthemum platylepis (Drake) H.Rob.,Gymnanthemum platylepis (Drake) H.Rob.,Gymnanthemum platylepis (Drake) H.Rob.,Gymnanthemum platylepis,Vernonia platylepis Drake,Vernonia platylepis,Gymnanthemum,Vernonia
4879,Calais parryi A.Gray,Microseris heterocarpa (Nutt.) K.L.Chambers,Microseris heterocarpa (Nutt.) K.L.Chambers,Microseris heterocarpa (Nutt.) K.L.Chambers,Microseris heterocarpa,Malacothrix clevelandii A.Gray,Malacothrix clevelandii,Microseris,Malacothrix
4986,Sonchus calyculatus Roxb. ex DC.,Launaea intybacea (Jacq.) Beauverd,Launaea intybacea (Jacq.) Beauverd,Launaea intybacea (Jacq.) Beauverd,Launaea intybacea,Lactuca indica L.,Lactuca indica,Launaea,Lactuca
5026,Artemisia ambigua Thunb.,Seriphium plumosum L.,Seriphium plumosum L.,Seriphium plumosum L.,Seriphium plumosum,Artemisia campestris subsp. borealis H.M.Hall & Clem.,Artemisia campestris,Seriphium,Artemisia
5123,Pseudognaphalium melanosphaeroides (Sch.Bip. ex Wedd.) Anderb.,Gnaphalium melanosphaeroides Sch.Bip. ex Wedd.,Gnaphalium melanosphaeroides Sch.Bip. ex Wedd.,Gnaphalium melanosphaeroides Sch.Bip. ex Wedd.,Gnaphalium melanosphaeroides,Pseudognaphalium melanosphaeroides (Sch.Bip. ex Wedd.) Anderb.,Pseudognaphalium melanosphaeroides,Gnaphalium,Pseudognaphalium
5224,Lactuca leucophaea A.Gray,Lactuca biennis (Moench) Fernald,Lactuca biennis (Moench) Fernald,Lactuca biennis (Moench) Fernald,Lactuca biennis,Cicerbita alpina Wallr.,Cicerbita alpina,Lactuca,Cicerbita
5270,Gnaphaliothamnus concinnus (A.Gray) G.L.Nesom,Chionolaena concinna (A.Gray) Anderb. & S.E.Freire,Chionolaena concinna (A.Gray) Anderb. & S.E.Freire,Chionolaena concinna (A.Gray) Anderb. & S.E.Freire,Chionolaena concinna,Gnaphaliothamnus concinnus (A.Gray) G.L.Nesom,Gnaphaliothamnus concinnus,Chionolaena,Gnaphaliothamnus
5288,Gymnolomia latibracteata Hemsl.,Viguiera latibracteata (Hemsl.) S.F.Blake,Viguiera latibracteata (Hemsl.) S.F.Blake,Viguiera latibracteata (Hemsl.) S.F.Blake,Viguiera latibracteata,Aldama latibracteata (Hemsl.) E.E.Schill. & Panero,Aldama latibracteata,Viguiera,Aldama
5358,Anastraphia pauciflosculosa C.Wright ex Hitchc.,Gochnatia paucifloscula (C.Wright ex Hitchc.) Jervis ex Cabrera,Gochnatia paucifloscula (C.Wright ex Hitchc.) Jervis ex Cabrera,Gochnatia paucifloscula (C.Wright ex Hitchc.) Jervis ex Cabrera,Gochnatia paucifloscula,Anastraphia pauciflosculosa C.Wright ex Hitchc.,Anastraphia pauciflosculosa,Gochnatia,Anastraphia
5362,Gnaphalium gallicum Wohll.,Filago arvensis L.,Filago arvensis L.,Filago arvensis L.,Filago arvensis,Logfia minima Dumort.,Logfia minima,Filago,Logfia
5536,Cassinia vauvilliersii Hook.f.,Ozothamnus leptophyllus (G.Forst.) Breitw. & J.M.Ward,Ozothamnus leptophyllus (G.Forst.) Breitw. & J.M.Ward,Ozothamnus leptophyllus (G.Forst.) Breitw. & J.M.Ward,Ozothamnus leptophyllus,Cassinia vauvilliersii Hook.f.,Cassinia vauvilliersii,Ozothamnus,Cassinia
5630,Saussurea decurrens Hemsl.,Himalaiella chenopodiifolia (Klatt) Raab-Straube,Himalaiella chenopodiifolia (Klatt) Raab-Straube,Himalaiella chenopodiifolia (Klatt) Raab-Straube,Himalaiella chenopodiifolia,Saussurea hemsleyi Lipsch.,Saussurea hemsleyi,Himalaiella,Saussurea
5661,Erigeron falcatus D.Don,Conyza leucantha (D.Don) Ludlow & P.H.Raven,Conyza leucantha (D.Don) Ludlow & P.H.Raven,Eschenbachia leucantha (D.Don) Brouillet,Eschenbachia leucantha,Blumea flava DC.,Blumea flava,Eschenbachia,Blumea
5677,Clomenocoma laciniata Rydb.,Adenophyllum cooperi (A.Gray) Strother,Adenophyllum cooperi (A.Gray) Strother,Adenophyllum cooperi (A.Gray) Strother,Adenophyllum cooperi,Comaclinium montanum (Benth.) Strother,Comaclinium montanum,Adenophyllum,Comaclinium
5715,Neurolaena tenuifolia Sch.Bip. ex Klatt,Bartlettina karwinskiana (DC.) R.M.King & H.Rob.,Bartlettina karwinskiana (DC.) R.M.King & H.Rob.,Bartlettina karwinskiana (DC.) R.M.King & H.Rob.,Bartlettina karwinskiana,Jaumea carnosa A.Gray,Jaumea carnosa,Bartlettina,Jaumea
5783,Neja pinifolia (Poir.) G.L.Nesom,Hysterionica pinifolia (Poir.) Baker,Hysterionica pinifolia (Poir.) Baker,Hysterionica pinifolia (Poir.) Baker,Hysterionica pinifolia,Neja pinifolia (Poir.) G.L.Nesom,Neja pinifolia,Hysterionica,Neja
5964,Chuquiraga johnstonii Tovar,Barnadesia dombeyana Less.,Barnadesia dombeyana Less.,Barnadesia dombeyana Less.,Barnadesia dombeyana,Chuquiraga johnstonii Tovar,Chuquiraga johnstonii,Barnadesia,Chuquiraga
6026,Cineraria heuffelii Hoppe ex Nyman,Senecio lugens Richardson,Senecio lugens Richardson,Senecio lugens Richardson,Senecio lugens,Tephroseris integrifolia subsp. integrifolia (L.) Holub,Tephroseris integrifolia,Senecio,Tephroseris
6084,Lactuca klossii S.Moore,Crepis lignea (Vaniot) Babc.,Crepis lignea (Vaniot) Babc.,Crepis lignea (Vaniot) Babc.,Crepis lignea,Lactuca klossii S.Moore,Lactuca klossii,Crepis,Lactuca
6152,Serratula inermis Poir.,Serratula tinctoria L.,Serratula tinctoria L.,Serratula tinctoria L.,Serratula tinctoria,Leuzea centauroides (L.) Holub,Leuzea centauroides,Serratula,Leuzea
6296,Eupatorium adamantium Gardner,Dimerostemma reitzii (H.Rob.) M.D.Moraes,Dimerostemma reitzii (H.Rob.) M.D.Moraes,Dimerostemma reitzii (H.Rob.) M.D.Moraes,Dimerostemma reitzii,Koanophyllon adamantium (Gardner) R.M.King & H.Rob.,Koanophyllon adamantium,Dimerostemma,Koanophyllon
6437,Viguiera brevifolia Greenm.,Viguiera dentata (Cav.) Spreng.,Viguiera dentata (Cav.) Spreng.,Viguiera dentata (Cav.) Spreng.,Viguiera dentata,Calanticaria brevifolia (Greenm.) E.E.Schill. & Panero,Calanticaria brevifolia,Viguiera,Calanticaria
6546,Conyza ivifolia Burm.f.,Erigeron bonariensis L.,Erigeron bonariensis L.,Erigeron bonariensis L.,Erigeron bonariensis,Cyanthillium cinereum (L.) H.Rob.,Cyanthillium cinereum,Erigeron,Cyanthillium
6554,Vernonia divulgata S.Moore,Vernonella praecox (Welw. ex O.Hoffm.) H.Rob. & Skvarla,Vernonella praecox (Welw. ex O.Hoffm.) H.Rob. & Skvarla,Vernonella praecox (Welw. ex O.Hoffm.) H.Rob. & Skvarla,Vernonella praecox,Vernonia divulgata S.Moore,Vernonia divulgata,Vernonella,Vernonia
6644,Baeria curta A.Gray,Lasthenia californica DC. ex Lindl.,Lasthenia californica DC. ex Lindl.,Lasthenia californica DC. ex Lindl.,Lasthenia californica,Chaenactis glabriuscula DC.,Chaenactis glabriuscula,Lasthenia,Chaenactis
6653,Blumea hymenophylla DC.,Blumea lacera (Burm.f.) DC.,Blumea lacera (Burm.f.) DC.,Blumea lacera (Burm.f.) DC.,Blumea lacera,Pluchea paniculata (Willd.) Karthik. & Moorthy,Pluchea paniculata,Blumea,Pluchea
7073,Hieracium tubulosum (Tausch) Tausch,Hieracium alpinum subsp. tubulosum (Tausch) Zahn,Hieracium alpinum subsp. tubulosum (Tausch) Zahn,Hieracium alpinum subsp. tubulosum (Tausch) Zahn,Hieracium alpinum,Schlagintweitia intybacea (All.) Griseb.,Schlagintweitia intybacea,Hieracium,Schlagintweitia
7076,Gnaphalium standleyi Steyerm.,Pseudognaphalium standleyi (Steyerm.) G.L.Nesom,Pseudognaphalium standleyi (Steyerm.) G.L.Nesom,Pseudognaphalium standleyi (Steyerm.) G.L.Nesom,Pseudognaphalium standleyi,Gamochaeta standleyi (Steyerm.) G.L.Nesom,Gamochaeta standleyi,Pseudognaphalium,Gamochaeta
7281,Coreopsis fruticosa Vest,Bidens australis Spreng.,Bidens australis Spreng.,Bidens micrantha subsp. micrantha Gaudich.,Bidens micrantha,Lasianthaea fruticosa (L.) K.M.Becker,Lasianthaea fruticosa,Bidens,Lasianthaea
7337,Anastraphia bahamensis Urb.,Gochnatia paucifloscula (C.Wright ex Hitchc.) Jervis ex Cabrera,Gochnatia paucifloscula (C.Wright ex Hitchc.) Jervis ex Cabrera,Gochnatia paucifloscula (C.Wright ex Hitchc.) Jervis ex Cabrera,Gochnatia paucifloscula,Anastraphia pauciflosculosa C.Wright ex Hitchc.,Anastraphia pauciflosculosa,Gochnatia,Anastraphia
7485,Diplopappus dubius Cass.,Bellis annua L.,Bellis annua L.,Bellis annua L.,Bellis annua,Erigeron annuus (L.) Pers.,Erigeron annuus,Bellis,Erigeron
7494,Helianthus canescens (A.Gray) S.Watson,Helianthus petiolaris var. canescens A.Gray,Helianthus petiolaris var. canescens A.Gray,Helianthus petiolaris var. canescens A.Gray,Helianthus petiolaris,Aldama incana (Pers.) E.E.Schill. & Panero,Aldama incana,Helianthus,Aldama
7577,Elytropappus cernuus (Thunb.) Fourc.,Dicerothamnus rhinocerotis (L.f.) Koek.,Dicerothamnus rhinocerotis (L.f.) Koek.,Dicerothamnus rhinocerotis (L.f.) Koek.,Dicerothamnus rhinocerotis,Elytropappus rhinocerotis Less.,Elytropappus rhinocerotis,Dicerothamnus,Elytropappus
7608,Anthemis cota Sm.,Chamaemelum mixta All.,Chamaemelum mixta All.,Chamaemelum mixta All.,Chamaemelum mixta,Cladanthus mixtus (L.) Chevall.,Cladanthus mixtus,Chamaemelum,Cladanthus
7651,Kaulfussia strigosa A.Spreng.,Felicia ovata (Thunb.) Compton,Felicia ovata (Thunb.) Compton,Felicia ovata (Thunb.) Compton,Felicia ovata,Amellus strigosus Less.,Amellus strigosus,Felicia,Amellus
7741,Brephocton cuneatum Raf.,Baccharis conferta Kunth,Baccharis conferta Kunth,Baccharis conferta Kunth,Baccharis conferta,Rochonia cuneata DC.,Rochonia cuneata,Baccharis,Rochonia
8085,Lucilia violacea Wedd.,Belloa kunthiana (DC.) Anderb. & S.E.Freire,Belloa kunthiana (DC.) Anderb. & S.E.Freire,Belloa kunthiana (DC.) Anderb. & S.E.Freire,Belloa kunthiana,Lucilia kunthiana (DC.) Zardini,Lucilia kunthiana,Belloa,Lucilia
8279,Dendranthema arcticum (L.) Tzvelev,Arctanthemum arcticum (L.) Tzvelev,Arctanthemum arcticum (L.) Tzvelev,Arctanthemum arcticum (L.) Tzvelev,Arctanthemum arcticum,Chrysanthemum arcticum subsp. arcticum L.,Chrysanthemum arcticum,Arctanthemum,Chrysanthemum
8294,Vernonia onopordioides Baker,Vernonanthura mucronulata (Less.) H.Rob.,Vernonanthura mucronulata (Less.) H.Rob.,Vernonanthura mucronulata (Less.) H.Rob.,Vernonanthura mucronulata,Lessingianthus onopordioides (Baker) H.Rob.,Lessingianthus onopordioides,Vernonanthura,Lessingianthus
8348,Cacalia teretifolia Kunth,Pentacalia teretifolia (Kunth) Cuatrec.,Pentacalia teretifolia (Kunth) Cuatrec.,Pentacalia teretifolia (Kunth) Cuatrec.,Pentacalia teretifolia,Monticalia teretifolia (Kunth) B.Nord.,Monticalia teretifolia,Pentacalia,Monticalia
