,taxon_name_w_authors,v11_accepted_name_w_author,v12_taxon_name_w_authors,v12_chained_accepted_name_w_author,v12_chained_accepted_species,v12_direct_accepted_name_w_author,v12_direct_accepted_species,v12_chained_accepted_genus,v12_direct_accepted_genus
count,1630,1630,1630,1630,1559,1630,1560,1630,1630
unique,1630,790,790,789,760,872,818,458,476
top,Viola tricolor var. ruralis (Jord. ex Boreau) Corb.,Eruca vesicaria (L.) Cav.,Eruca vesicaria (L.) Cav.,Eruca vesicaria (L.) Cav.,Eruca vesicaria,Eruca sativa Mill.,Eruca sativa,Eruca,Eruca
freq,1,61,61,61,61,48,48,65,65
