,202204_202306,Percentages
original_names,1252629,100.0
total_disagreements,21224,1.694356429557355
species_disagreements,4973,0.39700501904394675
genus_disagreements,888,0.0708909022543786
unresolved_via_chaining_despite_a_direct_resolution,0,0.0
