,202406_202412,Percentages
original_names,1431721,100.0
total_disagreements,9436,0.659066955084126
species_disagreements,4598,0.3211519562819851
genus_disagreements,1112,0.07766876367672193
unresolved_via_chaining_despite_a_direct_resolution,0,0.0
