,taxon_name_w_authors,202406_accepted_name_w_author,202412_taxon_name_w_authors,202412_chained_accepted_name_w_author,202412_chained_accepted_species,202412_direct_accepted_name_w_author,202412_direct_accepted_species
count,4235,4235,4235,4235,4182,4235,4235
unique,4235,1724,1724,1711,1663,2220,2172
top,Limonium cymuliferum var. sebkarum (Pomel) Sauvage & Vindt,Angiopteris evecta (Forst.) Hoffm.,Angiopteris evecta (Forst.) Hoffm.,Angiopteris evecta (Forst.) Hoffm.,Angiopteris evecta,Angiopteris javanica C.Presl,Angiopteris javanica
freq,1,50,50,50,50,30,30
