,202312_202406,Percentages
original_names,1382655,100.0
total_disagreements,13702,0.9909919683507454
species_disagreements,3797,0.2746165890985098
genus_disagreements,424,0.030665639657036642
unresolved_via_chaining_despite_a_direct_resolution,0,0.0
