,taxon_name_w_authors,202112_accepted_name_w_author,202212_taxon_name_w_authors,202212_chained_accepted_name_w_author,202212_chained_accepted_species,202212_direct_accepted_name_w_author,202212_direct_accepted_species
count,9703,9703,9703,9703,9625,9703,9632
unique,9703,3471,3471,3454,3239,3823,3415
top,Gynapteina Spach,Hedera helix L.,Hedera helix L.,Hedera helix L.,Hedera helix,Hedera helix f. helix ,Hedera helix
freq,1,47,47,47,47,48,48
