,taxon_name_w_authors,202112_accepted_name_w_author,202212_taxon_name_w_authors,202212_chained_accepted_name_w_author,202212_chained_accepted_species,202212_direct_accepted_name_w_author,202212_direct_accepted_species
129484,Miconia teysmanniana Regel,Miconia staminea DC.,Miconia staminea DC.,Miconia staminea DC.,Miconia staminea,Miconia staminea var. staminea ,Miconia staminea
129510,Monochaetum osbeckioides Naudin,Monochaetum humboldtianum Walp.,Monochaetum humboldtianum Walp.,Monochaetum humboldtianum Walp.,Monochaetum humboldtianum,Monochaetum humboldtianum var. humboldtianum ,Monochaetum humboldtianum
129513,Monochaetum umbellatum Naudin,Monochaetum humboldtianum Walp.,Monochaetum humboldtianum Walp.,Monochaetum humboldtianum Walp.,Monochaetum humboldtianum,Monochaetum humboldtianum var. humboldtianum ,Monochaetum humboldtianum
129531,Neodissochaeta celebica (Blume) Bakh.f.,Dissochaeta celebica Blume,Dissochaeta celebica Blume,Dissochaeta celebica Blume,Dissochaeta celebica,Dissochaeta celebica var. celebica ,Dissochaeta celebica
129554,Ochthocharis attenuata Bakh.f.,Ochthocharis javanica Blume,Ochthocharis javanica Blume,Ochthocharis javanica Blume,Ochthocharis javanica,Ochthocharis javanica var. javanica ,Ochthocharis javanica
129582,Osbeckia boissieuana Guillaumin,Osbeckia chinensis L.,Osbeckia chinensis L.,Osbeckia chinensis L.,Osbeckia chinensis,Osbeckia chinensis var. pusilla (Zoll. & Moritzi) Triana,Osbeckia chinensis
129590,Osbeckia chulesis D.Don,Osbeckia nepalensis Hook.,Osbeckia nepalensis Hook.,Osbeckia nepalensis Hook.,Osbeckia nepalensis,Osbeckia nepalensis var. nepalensis ,Osbeckia nepalensis
129591,Osbeckia cinerea Cogn.,Osbeckia stellata Buch.-Ham. ex D.Don,Osbeckia stellata Buch.-Ham. ex D.Don,Osbeckia stellata Buch.-Ham. ex D.Don,Osbeckia stellata,Osbeckia stellata var. crinita (Benth. ex Naud.) C.Hansen,Osbeckia stellata
129596,Osbeckia decora Wall.,Osbeckia chinensis L.,Osbeckia chinensis L.,Osbeckia chinensis L.,Osbeckia chinensis,Osbeckia chinensis var. chinensis L.,Osbeckia chinensis
129601,Osbeckia eximia Sond.,Dissotis princeps (Humb. & Bonpl.) Triana,Dissotis princeps (Humb. & Bonpl.) Triana,Rosettea princeps (Humb. & Bonpl.) Ver.-Lib. & G.Kadereit,Rosettea princeps,Rosettea princeps var. princeps ,Rosettea princeps
129603,Osbeckia garrettii Craib,Osbeckia stellata Buch.-Ham. ex D.Don,Osbeckia stellata Buch.-Ham. ex D.Don,Osbeckia stellata Buch.-Ham. ex D.Don,Osbeckia stellata,Osbeckia stellata var. crinita (Benth. ex Naud.) C.Hansen,Osbeckia stellata
129604,Osbeckia glabrata Benth.,Osbeckia chinensis L.,Osbeckia chinensis L.,Osbeckia chinensis L.,Osbeckia chinensis,Osbeckia chinensis var. chinensis L.,Osbeckia chinensis
129607,Osbeckia hildebrandii Stapf,Osbeckia stellata Buch.-Ham. ex D.Don,Osbeckia stellata Buch.-Ham. ex D.Don,Osbeckia stellata Buch.-Ham. ex D.Don,Osbeckia stellata,Osbeckia stellata var. stellata ,Osbeckia stellata
129609,Osbeckia hispidissima Wight,Osbeckia stellata Buch.-Ham. ex D.Don,Osbeckia stellata Buch.-Ham. ex D.Don,Osbeckia stellata Buch.-Ham. ex D.Don,Osbeckia stellata,Osbeckia stellata var. hispidissima (Wight) C.Hansen,Osbeckia stellata
129612,Osbeckia japonica Naudin,Osbeckia chinensis L.,Osbeckia chinensis L.,Osbeckia chinensis L.,Osbeckia chinensis,Osbeckia chinensis var. chinensis L.,Osbeckia chinensis
129615,Osbeckia koti-gueda Naudin,Osbeckia aspera Blume,Osbeckia aspera Blume,Osbeckia aspera Blume,Osbeckia aspera,Osbeckia wightiana Benth. ex Wight & Arn.,Osbeckia wightiana
129623,Osbeckia linearis Blume,Osbeckia chinensis L.,Osbeckia chinensis L.,Osbeckia chinensis L.,Osbeckia chinensis,Osbeckia chinensis var. chinensis L.,Osbeckia chinensis
129633,Osbeckia myrtifolia Blume,Osbeckia chinensis L.,Osbeckia chinensis L.,Osbeckia chinensis L.,Osbeckia chinensis,Osbeckia chinensis var. chinensis L.,Osbeckia chinensis
129639,Osbeckia parva E.T.Geddes,Osbeckia chinensis L.,Osbeckia chinensis L.,Osbeckia chinensis L.,Osbeckia chinensis,Osbeckia chinensis var. pusilla (Zoll. & Moritzi) Triana,Osbeckia chinensis
129642,Osbeckia perrottetii DC. ex Naudin,Osbeckia chinensis L.,Osbeckia chinensis L.,Osbeckia chinensis L.,Osbeckia chinensis,Osbeckia chinensis var. chinensis L.,Osbeckia chinensis
129648,Osbeckia quaterna Buch.-Ham. ex D.Don,Osbeckia stellata Buch.-Ham. ex D.Don,Osbeckia stellata Buch.-Ham. ex D.Don,Osbeckia stellata Buch.-Ham. ex D.Don,Osbeckia stellata,Osbeckia rostrata D.Don,Osbeckia rostrata
129649,Osbeckia racemosa Craib,Osbeckia stellata Buch.-Ham. ex D.Don,Osbeckia stellata Buch.-Ham. ex D.Don,Osbeckia stellata Buch.-Ham. ex D.Don,Osbeckia stellata,Osbeckia stellata var. stellata ,Osbeckia stellata
129650,Osbeckia recalva Bedd. ex Gamble,Osbeckia stellata Buch.-Ham. ex D.Don,Osbeckia stellata Buch.-Ham. ex D.Don,Osbeckia stellata Buch.-Ham. ex D.Don,Osbeckia stellata,Osbeckia rostrata D.Don,Osbeckia rostrata
129653,Osbeckia ridleyana Hosseus,Osbeckia chinensis L.,Osbeckia chinensis L.,Osbeckia chinensis L.,Osbeckia chinensis,Osbeckia chinensis var. chinensis L.,Osbeckia chinensis
129658,Osbeckia sessilifolia Stokes,Osbeckia chinensis L.,Osbeckia chinensis L.,Osbeckia chinensis L.,Osbeckia chinensis,Osbeckia chinensis var. chinensis L.,Osbeckia chinensis
129661,Osbeckia speciosa Naudin,Osbeckia stellata Buch.-Ham. ex D.Don,Osbeckia stellata Buch.-Ham. ex D.Don,Osbeckia stellata Buch.-Ham. ex D.Don,Osbeckia stellata,Osbeckia stellata var. stellata ,Osbeckia stellata
129662,Osbeckia speciosa D.Don,Osbeckia nepalensis var. albiflora Lindl.,Osbeckia nepalensis var. albiflora Lindl.,Osbeckia nepalensis var. albiflora Lindl.,Osbeckia nepalensis,Osbeckia nepalensis var. nepalensis ,Osbeckia nepalensis
129672,Osbeckia truncata D.Don ex Wight & Arn.,Osbeckia brachystemon Naudin,Osbeckia brachystemon Naudin,Osbeckia brachystemon Naudin,Osbeckia brachystemon,Osbeckia muralis Naudin,Osbeckia muralis
129676,Osbeckia watanae Craib,Osbeckia chinensis L.,Osbeckia chinensis L.,Osbeckia chinensis L.,Osbeckia chinensis,Osbeckia chinensis var. chinensis L.,Osbeckia chinensis
129678,Osbeckiastrum heudelotii Naudin,Dissotis grandiflora Benth.,Dissotis grandiflora Benth.,Dissotis grandiflora Benth.,Dissotis grandiflora,Dissotis grandiflora var. grandiflora ,Dissotis grandiflora
129784,Petalonema pulchra Gilg,Gravesia pulchra (Gilg) Jacq.-Fél. ex Wickens,Gravesia pulchra (Gilg) Jacq.-Fél. ex Wickens,Gravesia pulchra (Gilg) Jacq.-Fél. ex Wickens,Gravesia pulchra,Gravesia pulchra var. pulchra ,Gravesia pulchra
129790,Pharmacum cumingianum Kuntze,Astronia cumingiana S.Vidal,Astronia cumingiana S.Vidal,Astronia cumingiana S.Vidal,Astronia cumingiana,Astronia cumingiana var. cumingiana ,Astronia cumingiana
129910,Pleroma strigosum Triana,Pleroma ornatum Triana,Pleroma ornatum Triana,Chaetogastra ornata (Sw.) P.J.F.Guim. & Michelang.,Chaetogastra ornata,Brachyotum strigosum Triana,Brachyotum strigosum
129962,Pomatostoma setosum Nayar,Anerincleistus setulosus O.Schwartz,Anerincleistus setulosus O.Schwartz,Anerincleistus setulosus O.Schwartz,Anerincleistus setulosus,Anerincleistus setulosus var. setulosus ,Anerincleistus setulosus
129965,Pternandra acuminatissima (Merr.) M.P.Nayar,Pternandra azurea (DC.) Burkill,Pternandra azurea (DC.) Burkill,Pternandra azurea (DC.) Burkill,Pternandra azurea,Pternandra azurea var. azurea ,Pternandra azurea
129966,Pternandra borneaensis M.P.Nayar,Pternandra azurea (DC.) Burkill,Pternandra azurea (DC.) Burkill,Pternandra azurea (DC.) Burkill,Pternandra azurea,Pternandra azurea var. azurea ,Pternandra azurea
129972,Pternandra forbesii Baker f.,Pternandra galeata Ridl.,Pternandra galeata Ridl.,Pternandra galeata Ridl.,Pternandra galeata,Pternandra galeata var. galeata ,Pternandra galeata
129985,Pternandra simplex Baill.,Pternandra azurea (DC.) Burkill,Pternandra azurea (DC.) Burkill,Pternandra azurea (DC.) Burkill,Pternandra azurea,Pternandra azurea var. azurea ,Pternandra azurea
