,201807_202306,Percentages
original_names,1051028,100.0
total_disagreements,52503,4.995394984719722
species_disagreements,18185,1.7302108031374996
genus_disagreements,3344,0.3181646920919329
unresolved_via_chaining_despite_a_direct_resolution,0,0.0
