,taxon_name_w_authors,v10_accepted_name_w_author,v14_taxon_name_w_authors,v14_chained_accepted_name_w_author,v14_chained_accepted_species,v14_direct_accepted_name_w_author,v14_direct_accepted_species
count,13303,13303,13303,13303,12994,13303,13003
unique,13303,4382,4382,4366,4049,5184,4494
top,Austrocylindropuntia colubrina (A.Cast.) Backeb.,Sorghum bicolor (L.) Moench,Sorghum bicolor (L.) Moench,Sorghum bicolor (L.) Moench,Sorghum bicolor,Sorghum bicolor subsp. bicolor,Sorghum bicolor
freq,1,319,319,319,319,319,319
