,Genus,Num_names_for_genus_with_species_discrepancy,Total_names_for_genus,Percent
768,Pseudolysimachion,2,138,1.4492753623188406
769,Actinophloeus,2,22,9.090909090909092
770,Waldsteinia,2,24,8.333333333333334
771,Anatherum,2,54,3.7037037037037037
772,Cleistogenes,2,50,4.0
773,Ptychosperma,2,126,1.5873015873015872
774,Restrepia,2,142,1.408450704225352
743,Serruria,2,154,1.2987012987012987
744,Kengia,2,34,5.882352941176471
767,Elatostema,2,1044,0.19157088122605365
579,Lastrea,2,688,0.29069767441860467
580,Moraea,2,460,0.43478260869565216
581,Phyllorkis,2,279,0.7168458781362007
582,Alysicarpus,2,146,1.36986301369863
551,Polylepis,2,114,1.7543859649122806
552,Lycium,2,584,0.3424657534246575
553,Tripsacum,2,55,3.6363636363636362
554,Pseudognaphalium,2,137,1.4598540145985401
592,Ephedra,2,267,0.7490636704119851
556,Ktenosachne,2,2,100.0
557,Zanthoxylum,2,745,0.2684563758389262
558,Thomasia,2,65,3.076923076923077
559,Jussiaea,2,410,0.4878048780487805
560,Luehea,2,55,3.6363636363636362
561,Maclura,2,54,3.7037037037037037
562,Borreria,2,488,0.4098360655737705
563,Cerasus,2,753,0.2656042496679947
555,Redfieldia,2,7,28.571428571428573
593,Mitreola,2,34,5.882352941176471
594,Disocactus,2,53,3.7735849056603774
595,Cynorkis,2,321,0.6230529595015576
596,Drosera,2,538,0.37174721189591076
597,Mangifera,2,167,1.1976047904191616
598,Lobelia,2,1769,0.11305822498586772
567,Grewia,2,696,0.28735632183908044
568,Lysimachia,2,698,0.28653295128939826
578,Polianthes,2,56,3.5714285714285716
570,Serrulatocereus,2,2,100.0
571,Heteropterys,2,448,0.44642857142857145
572,Pleurandra,2,55,3.6363636363636362
573,Muhlenbergia,2,436,0.45871559633027525
574,Xanthosoma,2,269,0.7434944237918215
575,Hibiscus,2,1530,0.13071895424836602
576,Mariscus,2,632,0.31645569620253167
577,Monochilus,2,24,8.333333333333334
569,Erythraea,2,244,0.819672131147541
815,Anthurium,2,1859,0.10758472296933835
814,Mystacidium,2,113,1.7699115044247788
813,Anteriorchis,2,10,20.0
812,Torenia,2,185,1.0810810810810811
534,Genista,2,1023,0.19550342130987292
533,Vanieria,2,13,15.384615384615385
532,Sericocomopsis,2,15,13.333333333333334
531,Sansevieria,2,180,1.1111111111111112
564,Gomphrena,2,506,0.3952569169960474
826,Premna,2,427,0.468384074941452
825,Godetia,2,112,1.7857142857142858
824,Tarenaya,2,39,5.128205128205129
823,Cochemiea,2,56,3.5714285714285716
810,Ecbolium,2,345,0.5797101449275363
809,Anacamptis,2,212,0.9433962264150944
808,Capsella,2,477,0.4192872117400419
807,Castelaria,2,11,18.181818181818183
811,Pluchea,2,194,1.0309278350515463
565,Microlaena,2,23,8.695652173913043
566,Schismatoglottis,2,293,0.6825938566552902
535,Euploca,2,187,1.0695187165775402
536,Zeuxine,2,192,1.0416666666666667
537,Frasera,2,57,3.508771929824561
538,Rheedia,2,88,2.272727272727273
539,Ferocactus,2,170,1.1764705882352942
540,Exacum,2,192,1.0416666666666667
816,Colymbada,2,126,1.5873015873015872
542,Carlina,2,231,0.8658008658008658
543,Cannomois,2,23,8.695652173913043
544,Procris,2,125,1.6
545,Cercocarpus,2,77,2.5974025974025974
546,Aphanes,2,44,4.545454545454546
547,Periloba,2,10,20.0
548,Tetracera,2,218,0.9174311926605505
549,Peucedanum,2,832,0.2403846153846154
550,Scilla,2,632,0.31645569620253167
541,Dorema,2,26,7.6923076923076925
634,Ozothamnus,2,94,2.127659574468085
635,Philodendron,2,882,0.22675736961451248
636,Pleurospermum,2,118,1.694915254237288
637,Robinsonia,2,16,12.5
638,Doronicum,2,210,0.9523809523809523
639,Apargia,2,97,2.0618556701030926
640,Diasperus,2,498,0.40160642570281124
641,Rhagadiolus,2,39,5.128205128205129
619,Coryphantha,2,257,0.7782101167315175
643,Notodon,2,5,40.0
644,Trianthema,2,91,2.197802197802198
645,Sisymbrium,2,933,0.21436227224008575
646,Cladium,2,179,1.1173184357541899
615,Ligusticum,2,371,0.5390835579514824
616,Crinum,2,475,0.42105263157894735
617,Vallisneria,2,55,3.6363636363636362
618,Paradavallodes,2,5,40.0
642,Petalonyx,2,12,16.666666666666668
678,Quassia,2,63,3.1746031746031744
648,Guajava,2,98,2.0408163265306123
649,Arctium,2,299,0.6688963210702341
650,Onopordum,2,237,0.8438818565400844
651,Cnicus,2,377,0.5305039787798409
652,Myrsine,2,541,0.36968576709796674
653,Danthonia,2,436,0.45871559633027525
654,Cleisostoma,2,254,0.7874015748031497
633,Hippocrepis,2,190,1.0526315789473684
656,Syntherisma,2,90,2.2222222222222223
657,Eriolobus,2,10,20.0
658,Miconia,2,2553,0.07833920877399138
659,Oliganthes,2,30,6.666666666666667
660,Euzomum,2,6,33.333333333333336
661,Gongora,2,134,1.492537313432836
662,Tetranthera,2,276,0.7246376811594203
631,Athyrium,2,1090,0.1834862385321101
632,Rumex,2,1298,0.15408320493066255
655,Tibouchina,2,481,0.4158004158004158
607,Hylotelephium,2,93,2.150537634408602
608,Othonna,2,261,0.7662835249042146
609,Neochilenia,2,78,2.5641025641025643
610,Buchanania,2,97,2.0618556701030926
611,Tillaea,2,115,1.7391304347826086
612,Corispermum,2,191,1.0471204188481675
613,Chrysosplenium,2,284,0.704225352112676
614,Chaenorhinum,2,169,1.183431952662722
606,Oligosporus,2,103,1.941747572815534
584,Paraspalathus,2,59,3.389830508474576
585,Colysis,2,109,1.834862385321101
586,Arduina,2,19,10.526315789473685
587,Rostellaria,2,20,10.0
588,Loxogramme,2,81,2.4691358024691357
589,Amphidesmium,2,6,33.333333333333336
590,Bellis,2,98,2.0408163265306123
647,Matayba,2,86,2.3255813953488373
583,Caladenia,2,511,0.3913894324853229
591,Nertera,2,32,6.25
621,Agrosinapis,2,2,100.0
622,Navarretia,2,242,0.8264462809917356
623,Lithops,2,176,1.1363636363636365
624,Chytroma,2,52,3.8461538461538463
625,Maytenus,2,481,0.4158004158004158
626,Cryptantha,2,425,0.47058823529411764
627,Cojoba,2,41,4.878048780487805
628,Bernardia,2,179,1.1173184357541899
629,Adesmia,2,435,0.45977011494252873
630,Mappia,2,49,4.081632653061225
599,Octomeria,2,246,0.8130081300813008
600,Lycopodioides,2,360,0.5555555555555556
601,Centaurium,2,331,0.6042296072507553
602,Carduncellus,2,88,2.272727272727273
603,Senegalia,2,335,0.5970149253731343
604,Crocus,2,888,0.22522522522522523
620,Moronobea,2,21,9.523809523809524
605,Picridium,2,45,4.444444444444445
1559,Martiusella,1,4,25.0
1589,Cyathocalyx,1,54,1.8518518518518519
1560,Phyllotaenium,1,4,25.0
1561,Trias,1,35,2.857142857142857
1562,Cirrhopetalum,1,253,0.3952569169960474
1563,Asperula,1,730,0.136986301369863
1564,Achrouteria,1,3,33.333333333333336
1565,Beauverdia,1,17,5.882352941176471
1566,Ipheion,1,32,3.125
1567,Sieglingia,1,57,1.7543859649122806
1568,Tricuspis,1,30,3.3333333333333335
1569,Triodia,1,188,0.5319148936170213
1570,Uralepis,1,34,2.9411764705882355
1572,Vandopsis,1,30,3.3333333333333335
1590,Pogonospermum,1,3,33.333333333333336
1601,Rhodostegiella,1,3,33.333333333333336
1603,Amphistelma,1,23,4.3478260869565215
1604,Tassadia,1,55,1.8181818181818181
1605,Pseudosarcolobus,1,2,50.0
1606,Schwannia,1,11,9.090909090909092
1575,Falona,1,6,16.666666666666668
1576,Trisetaria,1,78,1.2820512820512822
1577,Lasiagrostis,1,26,3.8461538461538463
1578,Trisetum,1,614,0.16286644951140064
1571,Tridentopsis,1,5,20.0
1580,Typhoides,1,7,14.285714285714286
1581,Oryza,1,434,0.2304147465437788
1582,Sinobambusa,1,44,2.272727272727273
1583,Panicularia,1,68,1.4705882352941178
1584,Chrysurus,1,11,9.090909090909092
1585,Burmannia,1,138,0.7246376811594203
1586,Siccobaccatus,1,6,16.666666666666668
1587,Geocarpon,1,2,50.0
1588,Meiogyne,1,49,2.0408163265306123
1579,Baldingera,1,10,10.0
1527,Bryophyllum,1,64,1.5625
1528,Placus,1,61,1.639344262295082
1529,Armeniaca,1,102,0.9803921568627451
1530,Franca,1,17,5.882352941176471
1531,Turrita,1,15,6.666666666666667
1532,Maquira,1,11,9.090909090909092
1533,Pectocarya,1,34,2.9411764705882355
1534,Omphalodes,1,106,0.9433962264150944
1602,Amblystigma,1,9,11.11111111111111
1536,Diodia,1,161,0.6211180124223602
1537,Deparia,1,161,0.6211180124223602
1538,Nephrodium,1,1230,0.08130081300813008
1539,Leachia,1,14,7.142857142857143
1540,Andreettaea,1,2,50.0
1541,Zedoaria,1,1,100.0
1542,Tamala,1,9,11.11111111111111
1512,Holtonia,1,2,50.0
1535,Staphidium,1,58,1.7241379310344827
1573,Pandanus,1,1416,0.07062146892655367
1574,Lazarum,1,2,50.0
1543,Carthamodes,1,9,11.11111111111111
1544,Austrocylindropuntia,1,53,1.8867924528301887
1545,Hilliardiella,1,14,7.142857142857143
1546,Anemonoides,1,61,1.639344262295082
1547,Dendrochilum,1,401,0.24937655860349128
1548,Vappodes,1,9,11.11111111111111
1558,Ragala,1,5,20.0
1550,Exorrhiza,1,10,10.0
1551,Fibrocentrum,1,2,50.0
1552,Cornuella,1,2,50.0
1553,Leptosyne,1,23,4.3478260869565215
1554,Prieurella,1,7,14.285714285714286
1555,Chilocarpus,1,49,2.0408163265306123
1556,Caperonia,1,75,1.3333333333333333
1557,Chloroluma,1,5,20.0
1549,Hemiperis,1,22,4.545454545454546
1644,Montbretia,1,44,2.272727272727273
1645,Romulea,1,418,0.23923444976076555
1646,Callitris,1,83,1.2048192771084338
1647,Sideritis,1,886,0.11286681715575621
1648,Sarcanthus,1,204,0.49019607843137253
1649,Rhododon,1,3,33.333333333333336
1650,Stachydeoma,1,5,20.0
1651,Rauvolfia,1,239,0.41841004184100417
1511,Gymnostillingia,1,4,25.0
1653,Mapouria,1,203,0.49261083743842365
1654,Prunella,1,189,0.5291005291005291
1623,Ptilanthelium,1,4,25.0
1624,Nidularium,1,182,0.5494505494505495
1625,Cryptophoranthus,1,47,2.127659574468085
1626,Metrosideros,1,283,0.35335689045936397
1627,Tulipa,1,582,0.1718213058419244
1628,Trachynia,1,7,14.285714285714286
1652,Proteroceras,1,2,50.0
1657,Neolabatia,1,8,12.5
1659,Richardella,1,32,3.125
1660,Gayella,1,3,33.333333333333336
1661,Radlkoferella,1,30,3.3333333333333335
1662,Eglerodendron,1,2,50.0
1663,Labatia,1,43,2.3255813953488373
1664,Englerella,1,3,33.333333333333336
1665,Rhodocalyx,1,15,6.666666666666667
1643,Sisyrinchium,1,603,0.16583747927031509
1667,Asterochaete,1,9,11.11111111111111
1668,Tripogandra,1,41,2.4390243902439024
1669,Schoenus,1,500,0.2
1670,Afrothismia,1,19,5.2631578947368425
1639,Chionanthus,1,273,0.3663003663003663
1640,Ligustrina,1,13,7.6923076923076925
1641,Syringa,1,305,0.32786885245901637
1642,Hosta,1,270,0.37037037037037035
1666,Acinax,1,1,100.0
1616,Cynodon,1,140,0.7142857142857143
1617,Autonoe,1,7,14.285714285714286
1618,Miersia,1,15,6.666666666666667
1619,Ledebouria,1,100,1.0
1620,Chaetospora,1,97,1.0309278350515463
1621,Heleogiton,1,11,9.090909090909092
1622,Restrepiella,1,19,5.2631578947368425
1591,Ledothamnus,1,18,5.555555555555555
1629,Triathera,1,7,14.285714285714286
1593,Lappula,1,291,0.3436426116838488
1594,Eucarpha,1,1,100.0
1595,Sarcostemma,1,120,0.8333333333333334
1596,Cottsia,1,5,20.0
1597,Fimbriaria,1,5,20.0
1598,Nomocharis,1,34,2.9411764705882355
1599,Paeonia,1,479,0.20876826722338204
1600,Alsinastrum,1,10,10.0
1592,Echinospermum,1,160,0.625
1630,Bouteloua,1,163,0.6134969325153374
1631,Acratherum,1,4,25.0
1632,Salmasia,1,14,7.142857142857143
1633,Metasasa,1,3,33.333333333333336
1634,Acidosasa,1,28,3.5714285714285716
1635,Tetraclis,1,4,25.0
1636,Widdringtonia,1,22,4.545454545454546
1637,Ixia,1,477,0.20964360587002095
1615,Behria,1,2,50.0
1607,Syrianthus,1,6,16.666666666666668
1608,Eschweilera,1,214,0.4672897196261682
1609,Tricyrtis,1,87,1.1494252873563218
1610,Thysanotus,1,92,1.0869565217391304
1611,Albuca,1,276,0.36231884057971014
1612,Ornithogalum,1,984,0.1016260162601626
1613,Indurgia,1,11,9.090909090909092
1614,Pleomele,1,121,0.8264462809917356
1638,Ligustrum,1,370,0.2702702702702703
1443,Didymotheca,1,10,10.0
1444,Bonduc,1,4,25.0
1445,Tetrapodenia,1,2,50.0
1446,Echinocystis,1,42,2.380952380952381
1415,Babactes,1,3,33.333333333333336
1416,Desmos,1,77,1.2987012987012987
1417,Unona,1,229,0.4366812227074236
1658,Pseudolabatia,1,8,12.5
1419,Pleurolobus,1,22,4.545454545454546
1420,Oxydium,1,2,50.0
1421,Dufrenoya,1,15,6.666666666666667
1422,Ganitrus,1,4,25.0
1423,Equisetum,1,708,0.14124293785310735
1424,Lasiarrhenum,1,6,16.666666666666668
1425,Sorema,1,15,6.666666666666667
1426,Cubelium,1,4,25.0
1418,Annona,1,366,0.273224043715847
1457,Antiphytum,1,23,4.3478260869565215
1458,Chamissoniophila,1,3,33.333333333333336
1459,Anchusa,1,355,0.28169014084507044
1460,Eustylis,1,9,11.11111111111111
1461,Lathriogyna,1,4,25.0
1462,Amphithalea,1,64,1.5625
1431,Hebenstretia,1,70,1.4285714285714286
1432,Lenbrassia,1,3,33.333333333333336
1442,Bonplandia,1,16,6.25
1434,Guioa,1,115,0.8695652173913043
1435,Micropuntia,1,10,10.0
1436,Goniothalamus,1,205,0.4878048780487805
1437,Robertium,1,11,9.090909090909092
1438,Gentianopsis,1,65,1.5384615384615385
1439,Gelsemium,1,9,11.11111111111111
1440,Besleria,1,312,0.32051282051282054
1441,Rhinostigma,1,3,33.333333333333336
1433,Jordania,1,3,33.333333333333336
1414,Lepidamphora,1,2,50.0
1383,Zaleya,1,13,7.6923076923076925
1384,Altamiranoa,1,44,2.272727272727273
1385,Glycosmis,1,179,0.5586592178770949
1386,Bonarota,1,3,33.333333333333336
1387,Urtica,1,797,0.12547051442910917
1388,Tetrastemma,1,6,16.666666666666668
1389,Meyenia,1,13,7.6923076923076925
1427,Neisandra,1,2,50.0
1391,Toumeya,1,17,5.882352941176471
1392,Tuberaria,1,114,0.8771929824561403
1393,Rhysopterus,1,4,25.0
1394,Phellopterus,1,14,7.142857142857143
1395,Rhododendron,1,3447,0.02901073397156948
1396,Gymnorebutia,1,10,10.0
1397,Gymnantha,1,2,50.0
1398,Setirebutia,1,3,33.333333333333336
1390,Echinorebutia,1,1,100.0
1428,Hemistemma,1,13,7.6923076923076925
1429,Heuchera,1,250,0.4
1430,Banisteria,1,375,0.26666666666666666
1399,Cylindrorebutia,1,6,16.666666666666668
1400,Spegazzinia,1,4,25.0
1401,Diplotaxis,1,313,0.3194888178913738
1402,Siphonidium,1,2,50.0
1403,Anagosperma,1,2,50.0
1413,Discocactus,1,110,0.9090909090909091
1405,Esterhazya,1,17,5.882352941176471
1406,Erythroxylum,1,566,0.17667844522968199
1407,Cheiranthus,1,280,0.35714285714285715
1408,Salacia,1,573,0.17452006980802792
1409,Elaeodendron,1,150,0.6666666666666666
1410,Aceratium,1,38,2.6315789473684212
1411,Alternanthera,1,471,0.21231422505307856
1412,Homalocephala,1,6,16.666666666666668
1404,Evolvulus,1,378,0.26455026455026454
1499,Vonitra,1,7,14.285714285714286
1500,Neodypsis,1,17,5.882352941176471
1501,Antongilia,1,2,50.0
1502,Phlogella,1,2,50.0
1503,Chrysalidocarpus,1,36,2.7777777777777777
1504,Dolicholobium,1,45,2.2222222222222223
1505,Tithymalopsis,1,24,4.166666666666667
1506,Schoenomorphus,1,2,50.0
1456,Arctostaphylos,1,388,0.25773195876288657
1508,Cryptorchis,1,2,50.0
1509,Sarcochilus,1,256,0.390625
1510,Syngonium,1,79,1.2658227848101267
1479,Pourretia,1,35,2.857142857142857
1480,Castilleja,1,653,0.15313935681470137
1481,Calpurnia,1,28,3.5714285714285716
1482,Calceolaria,1,900,0.1111111111111111
1483,Echyrospermum,1,1,100.0
1507,Tubella,1,81,1.2345679012345678
1513,Diothonea,1,19,5.2631578947368425
1514,Baeckea,1,168,0.5952380952380952
1515,Achroanthes,1,18,5.555555555555555
1516,Drymophloeus,1,43,2.3255813953488373
1517,Platanthera,1,654,0.1529051987767584
1518,Biermannia,1,43,2.3255813953488373
1519,Oxera,1,65,1.5384615384615385
1520,Clitandra,1,47,2.127659574468085
1498,Macrophloga,1,2,50.0
1522,Nothomyrcia,1,3,33.333333333333336
1523,Sideroxylon,1,461,0.21691973969631237
1524,Malouetia,1,62,1.6129032258064515
1525,Cameraria,1,23,4.3478260869565215
1526,Sabal,1,74,1.3513513513513513
1495,Eriochiton,1,2,50.0
1496,Agaloma,1,32,3.125
1497,Myrciaria,1,159,0.6289308176100629
1521,Notylia,1,110,0.9090909090909091
1471,Copiapoa,1,173,0.5780346820809249
1472,Poivrea,1,49,2.0408163265306123
1473,Colubrina,1,141,0.7092198581560284
1474,Adenocalyx,1,2,50.0
1475,Cryphaea,1,2,50.0
1476,Doerriena,1,2,50.0
1477,Sparrea,1,2,50.0
1478,Chupalon,1,32,3.125
1484,Ticanto,1,2,50.0
1448,Echinopepon,1,37,2.7027027027027026
1449,Bossiaea,1,136,0.7352941176470589
1450,Herpestis,1,132,0.7575757575757576
1451,Kentrophyta,1,12,8.333333333333334
1452,Podlechiella,1,3,33.333333333333336
1453,Daphne,1,634,0.15772870662460567
1454,Artabotrys,1,179,0.5586592178770949
1455,Holostylis,1,3,33.333333333333336
1447,Brandegea,1,6,16.666666666666668
1485,Floribunda,1,3,33.333333333333336
1486,Cromapanax,1,2,50.0
1487,Birchea,1,2,50.0
1488,Leucas,1,353,0.28328611898017
1489,Lepanthes,1,1404,0.07122507122507123
1490,Lantana,1,565,0.17699115044247787
1491,Korthalsia,1,47,2.127659574468085
1492,Iguanura,1,61,1.639344262295082
1470,Corrigiola,1,51,1.9607843137254901
1494,Gastrodia,1,134,0.746268656716418
1463,Ammannia,1,318,0.31446540880503143
1464,Hexastylis,1,25,4.0
1465,Didymocarpus,1,441,0.22675736961451248
1466,Cucumis,1,580,0.1724137931034483
1467,Pseudocryptocarya,1,2,50.0
1468,Craterostigma,1,46,2.1739130434782608
1469,Uvedalia,1,6,16.666666666666668
1493,Homalomena,1,291,0.3436426116838488
1878,Dichrocephala,1,37,2.7027027027027026
1847,Elachanthemum,1,4,25.0
1848,Anacis,1,3,33.333333333333336
1849,Clementea,1,3,33.333333333333336
1850,Picris,1,256,0.390625
1851,Helminthia,1,25,4.0
1852,Hyoseris,1,80,1.25
1829,Lacosteopsis,1,14,7.142857142857143
1854,Agathyrsus,1,17,5.882352941176471
1855,Monosis,1,18,5.555555555555555
1856,Perezia,1,204,0.49019607843137253
1857,Epitrachys,1,26,3.8461538461538463
1858,Chaetanthera,1,145,0.6896551724137931
1859,Wedelia,1,401,0.24937655860349128
1860,Bamlera,1,3,33.333333333333336
1861,Monochaetum,1,110,0.9090909090909091
1853,Lapsana,1,74,1.3513513513513513
1892,Forsteria,1,1,100.0
1893,Adelia,1,77,1.2987012987012987
1894,Balaka,1,26,3.8461538461538463
1863,Melastoma,1,806,0.12406947890818859
1864,Euscaphis,1,17,5.882352941176471
1865,Bauhinia,1,982,0.10183299389002037
1866,Robinia,1,283,0.35335689045936397
1867,Galatella,1,125,0.8
1877,Haplopappus,1,577,0.1733102253032929
1869,Dicoma,1,98,1.0204081632653061
1870,Acanthoxanthium,1,4,25.0
1871,Franseria,1,72,1.3888888888888888
1872,Enydra,1,19,5.2631578947368425
1873,Polycephalos,1,2,50.0
1874,Carpesium,1,69,1.4492753623188406
1875,Chiliadenus,1,15,6.666666666666667
1876,Absinthium,1,59,1.694915254237288
1868,Abrotanum,1,18,5.555555555555555
1817,Katherinea,1,31,3.225806451612903
1818,Plectreca,1,2,50.0
1819,Clavigera,1,9,11.11111111111111
1820,Praxelis,1,30,3.3333333333333335
1821,Mikania,1,858,0.11655011655011654
1822,Perityle,1,127,0.7874015748031497
1823,Unxia,1,13,7.6923076923076925
1824,Verbesina,1,617,0.1620745542949757
1862,Cassebeeria,1,73,1.36986301369863
1826,Chrysostemma,1,4,25.0
1827,Epilepis,1,2,50.0
1828,Tonalanthus,1,2,50.0
1367,Sophia,1,64,1.5625
1830,Polyphlebium,1,16,6.25
1799,Robynsia,1,7,14.285714285714286
1800,Pseudobravoa,1,2,50.0
1801,Allibertia,1,2,50.0
1825,Agarista,1,70,1.4285714285714286
1831,Microtrichomanes,1,14,7.142857142857143
1832,Pyrrosia,1,157,0.6369426751592356
1833,Dennstaedtia,1,148,0.6756756756756757
1834,Sphaeropteris,1,137,0.7299270072992701
1835,Schizaea,1,77,1.2987012987012987
1836,Microschizaea,1,9,11.11111111111111
1837,Sphaerocionium,1,124,0.8064516129032258
1838,Tuckermannia,1,3,33.333333333333336
1816,Brasilia,1,2,50.0
1840,Uropappus,1,14,7.142857142857143
1841,Stebbinsoseris,1,3,33.333333333333336
1842,Nothocalais,1,6,16.666666666666668
1843,Femeniasia,1,3,33.333333333333336
1844,Heracantha,1,6,16.666666666666668
1845,Phonus,1,6,16.666666666666668
1846,Parachionolaena,1,2,50.0
1815,Notonia,1,41,2.4390243902439024
1839,Prenanthella,1,2,50.0
1949,Rouxopteris,1,3,33.333333333333336
1950,Fuziifilix,1,2,50.0
1951,Trichoneuron,1,2,50.0
1968,Lipara,1,2,50.0
1969,Camellia,1,750,0.13333333333333333
1970,Chilianthus,1,7,14.285714285714286
1971,Blackstonia,1,26,3.8461538461538463
1972,Bistorta,1,143,0.6993006993006993
1891,Heterocalymnantha,1,2,50.0
1911,Gynopogon,1,42,2.380952380952381
1912,Epipogium,1,25,4.0
1913,Drypetes,1,350,0.2857142857142857
1914,Daphniphyllum,1,139,0.7194244604316546
1915,Pergamena,1,2,50.0
1916,Cyrtopodium,1,114,0.8771929824561403
1917,Veillonia,1,2,50.0
1918,Campecarpus,1,2,50.0
1973,Bergenia,1,51,1.9607843137254901
1957,Eurya,1,438,0.228310502283105
1958,Hildmannia,1,22,4.545454545454546
1959,Monocera,1,42,2.380952380952381
1960,Echium,1,588,0.17006802721088435
1961,Arytera,1,56,1.7857142857142858
1962,Euphoria,1,57,1.7543859649122806
1963,Bucholzia,1,20,5.0
1964,Cryptandra,1,166,0.6024096385542169
1948,Haloragis,1,204,0.49019607843137253
1966,Combesia,1,22,4.545454545454546
1967,Pistolochia,1,84,1.1904761904761905
1942,Scolopendrium,1,54,1.8518518518518519
1956,Fumaria,1,536,0.1865671641791045
1944,Cachrys,1,103,0.970873786407767
1945,Aeschynomene,1,488,0.20491803278688525
1946,Hosackia,1,130,0.7692307692307693
1947,Elytropappus,1,24,4.166666666666667
1965,Thisantha,1,11,9.090909090909092
1906,Cebatha,1,22,4.545454545454546
1907,Libanotis,1,132,0.7575757575757576
1908,Diomma,1,3,33.333333333333336
1909,Spiraea,1,1253,0.07980845969672785
1910,Bunchosia,1,164,0.6097560975609756
1879,Hypochaeris,1,291,0.3436426116838488
1880,Gnaphalion,1,2,50.0
1881,Cassinia,1,94,1.0638297872340425
1919,Corysanthes,1,92,1.0869565217391304
1883,Culcitium,1,62,1.6129032258064515
1884,Diplostephium,1,204,0.49019607843137253
1885,Cineraria,1,419,0.2386634844868735
1886,Hasteola,1,10,10.0
1887,Haplocarpha,1,22,4.545454545454546
1888,Arctotis,1,261,0.3831417624521073
1889,Thrincia,1,55,1.8181818181818181
1890,Filago,1,239,0.41841004184100417
1882,Adenostyles,1,63,1.5873015873015872
1920,Erythrodanum,1,3,33.333333333333336
1921,Diplomorpha,1,41,2.4390243902439024
1922,Citharexylum,1,251,0.398406374501992
1923,Asarca,1,96,1.0416666666666667
1924,Castanea,1,240,0.4166666666666667
1925,Callicarpa,1,467,0.21413276231263384
1926,Sauropus,1,140,0.7142857142857143
1895,Codonura,1,2,50.0
1905,Trichocereus,1,168,0.5952380952380952
1897,Maximiliana,1,19,5.2631578947368425
1898,Arum,1,423,0.2364066193853428
1899,Argostemma,1,270,0.37037037037037035
1900,Meniscium,1,83,1.2048192771084338
1901,Univiscidiatus,1,16,6.25
1902,Acianthopsis,1,23,4.3478260869565215
1903,Acianthus,1,54,1.8518518518518519
1904,Acianthella,1,8,12.5
1896,Aucuba,1,86,1.1627906976744187
1733,Licania,1,351,0.2849002849002849
1734,Trimeris,1,3,33.333333333333336
1703,Tirucalia,1,77,1.2987012987012987
1704,Dendrolirium,1,34,2.9411764705882355
1705,Sarcopodium,1,58,1.7241379310344827
1706,Coccoglochidion,1,2,50.0
1707,Eusteralis,1,28,3.5714285714285716
1802,Prochnyanthes,1,4,25.0
1709,Phyllanthus,1,2224,0.044964028776978415
1710,Phlomis,1,413,0.24213075060532688
1711,Kingidium,1,17,5.882352941176471
1712,Doritis,1,47,2.127659574468085
1713,Peteniodendron,1,7,14.285714285714286
1714,Lucuma,1,202,0.49504950495049505
1715,Hoffmannia,1,188,0.5319148936170213
1716,Zornia,1,233,0.4291845493562232
1708,Conopsidium,1,3,33.333333333333336
1747,Holopyxidium,1,4,25.0
1748,Humboltia,1,326,0.3067484662576687
1749,Chthamalia,1,9,11.11111111111111
1750,Dictyanthus,1,22,4.545454545454546
1719,Abebaia,1,2,50.0
1720,Mandevilla,1,272,0.36764705882352944
1721,Blepharoglossum,1,39,2.5641025641025643
1722,Leptospermopsis,1,2,50.0
1732,Burmeistera,1,181,0.5524861878453039
1724,Hybochilus,1,4,25.0
1725,Mercurialis,1,123,0.8130081300813008
1726,Leidesia,1,8,12.5
1727,Nervilia,1,146,0.684931506849315
1728,Serrafalcus,1,89,1.1235955056179776
1729,Embryopteris,1,10,10.0
1730,Juniperus,1,890,0.11235955056179775
1731,Tragia,1,409,0.24449877750611246
1723,Andrachne,1,108,0.9259259259259259
1672,Huxleya,1,2,50.0
1673,Voacanga,1,53,1.8867924528301887
1674,Urophyllum,1,204,0.49019607843137253
1675,Sobralia,1,235,0.425531914893617
1676,Uwarowia,1,3,33.333333333333336
1677,Dendrocolla,1,45,2.2222222222222223
1678,Stylocoryna,1,74,1.3513513513513513
1679,Tarenna,1,353,0.28328611898017
1717,Pogonia,1,167,0.5988023952095808
1681,Helleranthus,1,2,50.0
1682,Shuttleworthia,1,9,11.11111111111111
1683,Stenogyne,1,182,0.5494505494505495
1684,Spiranthes,1,497,0.2012072434607646
1685,Spathoglottis,1,95,1.0526315789473684
1686,Billardiera,1,72,1.3888888888888888
1655,Scheutzia,1,3,33.333333333333336
1656,Nemaluma,1,2,50.0
1680,Verbenella,1,2,50.0
1718,Hylaeorchis,1,2,50.0
1687,Ixora,1,1099,0.09099181073703366
1688,Homalopetalum,1,13,7.6923076923076925
1689,Pinelia,1,8,12.5
1690,Hedyotis,1,1079,0.09267840593141798
1691,Tetraglochidion,1,2,50.0
1692,Lobocarpus,1,2,50.0
1693,Episteira,1,2,50.0
1671,Zygopetalum,1,166,0.6024096385542169
1695,Syzygiopsis,1,3,33.333333333333336
1696,Glochisandra,1,2,50.0
1697,Bradleia,1,43,2.3255813953488373
1698,Glochidionopsis,1,2,50.0
1699,Zarcoa,1,2,50.0
1700,Agyneia,1,32,3.125
1701,Corunastylis,1,74,1.3513513513513513
1702,Prasophyllum,1,249,0.40160642570281124
1694,Gynoon,1,7,14.285714285714286
1789,Michelia,1,234,0.42735042735042733
1790,Duthiea,1,10,10.0
1791,Caulinia,1,54,1.8518518518518519
1792,Colchicum,1,468,0.21367521367521367
1793,Calochortus,1,225,0.4444444444444444
