,202212_201905
number of new accepted species names,370669
number of old accepted species names,423006
new accepted species names which were previously published,299640
number of new species names,807543
number of old species names,981071
new species names not in old,147163
species names have disappearedbut this could be due to orthographic changes with authorship,320691
